yr,r,g,units,value
1997,ak,ore,billions of us dollars (USD),0.334339
1997,ak,osv,billions of us dollars (USD),1.366745
1997,ak,ote,billions of us dollars (USD),1.366745
1997,ak,oth,billions of us dollars (USD),1.366745
1997,ak,otr,billions of us dollars (USD),0.589804
1997,ak,ott,billions of us dollars (USD),1.366745
1997,ak,pet,billions of us dollars (USD),1.366745
1997,ak,pip,billions of us dollars (USD),0.589804
1997,ak,pla,billions of us dollars (USD),1.366745
1997,ak,pmt,billions of us dollars (USD),1.366745
1997,ak,ppd,billions of us dollars (USD),0.742419
1997,ak,pri,billions of us dollars (USD),0.742419
1997,ak,pub,billions of us dollars (USD),0.334339
1997,ak,rec,billions of us dollars (USD),0.015406
1997,ak,rnt,billions of us dollars (USD),0.334339
1997,ak,sec,billions of us dollars (USD),0.226689
1997,ak,sle,billions of us dollars (USD),0.56721
1997,ak,slg,billions of us dollars (USD),0.56721
1997,ak,smn,billions of us dollars (USD),0.288928
1997,ak,soc,billions of us dollars (USD),0.742419
1997,ak,tex,billions of us dollars (USD),0.742419
1997,ak,trk,billions of us dollars (USD),0.589804
1997,ak,trn,billions of us dollars (USD),0.589804
1997,ak,tsv,billions of us dollars (USD),0.334339
1997,ak,use,billions of us dollars (USD),1.366745
1997,ak,uti,billions of us dollars (USD),0.024023
1997,ak,wht,billions of us dollars (USD),1.366745
1997,ak,wpd,billions of us dollars (USD),0.742419
1997,ak,wrh,billions of us dollars (USD),0.334339
1997,ak,wst,billions of us dollars (USD),0.742419
1997,ak,wtt,billions of us dollars (USD),0.589804
1997,al,adm,billions of us dollars (USD),0.300684
1997,al,agr,billions of us dollars (USD),0.175948
1997,al,air,billions of us dollars (USD),0.837255
1997,al,alt,billions of us dollars (USD),2.537627
1997,al,amb,billions of us dollars (USD),0.566651
1997,al,amd,billions of us dollars (USD),0.01632
1997,al,art,billions of us dollars (USD),0.01632
1997,al,bnk,billions of us dollars (USD),0.223666
1997,al,brd,billions of us dollars (USD),0.300684
1997,al,cep,billions of us dollars (USD),0.625765
1997,al,che,billions of us dollars (USD),0.625765
1997,al,com,billions of us dollars (USD),0.300684
1997,al,con,billions of us dollars (USD),0.837255
1997,al,dat,billions of us dollars (USD),0.300684
1997,al,edu,billions of us dollars (USD),5.175279
1997,al,eec,billions of us dollars (USD),0.625765
1997,al,fbp,billions of us dollars (USD),0.141889
1997,al,fbt,billions of us dollars (USD),0.141889
1997,al,fdd,billions of us dollars (USD),0.627717
1997,al,fen,billions of us dollars (USD),0.627717
1997,al,fin,billions of us dollars (USD),0.223666
1997,al,fmt,billions of us dollars (USD),0.625765
1997,al,fnd,billions of us dollars (USD),0.627717
1997,al,fof,billions of us dollars (USD),0.01632
1997,al,fpd,billions of us dollars (USD),0.625765
1997,al,gmt,billions of us dollars (USD),0.625765
1997,al,grd,billions of us dollars (USD),0.837255
1997,al,hos,billions of us dollars (USD),0.882613
1997,al,hou,billions of us dollars (USD),0.300684
1997,al,ins,billions of us dollars (USD),0.223666
1997,al,leg,billions of us dollars (USD),0.300684
1997,al,man,billions of us dollars (USD),0.300684
1997,al,mch,billions of us dollars (USD),0.625765
1997,al,min,billions of us dollars (USD),0.175948
1997,al,mmf,billions of us dollars (USD),0.625765
1997,al,mot,billions of us dollars (USD),0.625765
1997,al,mov,billions of us dollars (USD),0.300684
1997,al,mvt,billions of us dollars (USD),0.625765
1997,al,nmp,billions of us dollars (USD),0.625765
1997,al,nrs,billions of us dollars (USD),0.566651
1997,al,oil,billions of us dollars (USD),0.175948
1997,al,ore,billions of us dollars (USD),0.300684
1997,al,osv,billions of us dollars (USD),0.625765
1997,al,ote,billions of us dollars (USD),0.625765
1997,al,oth,billions of us dollars (USD),0.625765
1997,al,otr,billions of us dollars (USD),0.837255
1997,al,ott,billions of us dollars (USD),0.625765
1997,al,pet,billions of us dollars (USD),0.625765
1997,al,pip,billions of us dollars (USD),0.837255
1997,al,pla,billions of us dollars (USD),0.625765
1997,al,pmt,billions of us dollars (USD),0.625765
1997,al,ppd,billions of us dollars (USD),2.537627
1997,al,pri,billions of us dollars (USD),2.537627
1997,al,pub,billions of us dollars (USD),0.300684
1997,al,rec,billions of us dollars (USD),0.01632
1997,al,res,billions of us dollars (USD),0.141889
1997,al,rnt,billions of us dollars (USD),0.300684
1997,al,sec,billions of us dollars (USD),0.223666
1997,al,sle,billions of us dollars (USD),0.627717
1997,al,slg,billions of us dollars (USD),0.627717
1997,al,smn,billions of us dollars (USD),0.175948
1997,al,soc,billions of us dollars (USD),2.537627
1997,al,tex,billions of us dollars (USD),2.537627
1997,al,trk,billions of us dollars (USD),0.837255
1997,al,trn,billions of us dollars (USD),0.837255
1997,al,tsv,billions of us dollars (USD),0.300684
1997,al,use,billions of us dollars (USD),0.625765
1997,al,wht,billions of us dollars (USD),0.625765
1997,al,wpd,billions of us dollars (USD),2.537627
1997,al,wrh,billions of us dollars (USD),0.300684
1997,al,wst,billions of us dollars (USD),2.537627
1997,al,wtt,billions of us dollars (USD),0.837255
1997,ar,adm,billions of us dollars (USD),0.246262
1997,ar,agr,billions of us dollars (USD),0.137542
1997,ar,air,billions of us dollars (USD),0.762961
1997,ar,alt,billions of us dollars (USD),1.666931
1997,ar,amb,billions of us dollars (USD),0.261311
1997,ar,amd,billions of us dollars (USD),0.04889
1997,ar,art,billions of us dollars (USD),0.04889
1997,ar,bnk,billions of us dollars (USD),0.121553
1997,ar,brd,billions of us dollars (USD),0.246262
1997,ar,cep,billions of us dollars (USD),0.409187
1997,ar,che,billions of us dollars (USD),0.409187
1997,ar,com,billions of us dollars (USD),0.246262
1997,ar,con,billions of us dollars (USD),0.762961
1997,ar,dat,billions of us dollars (USD),0.246262
1997,ar,edu,billions of us dollars (USD),2.819359
1997,ar,eec,billions of us dollars (USD),0.409187
1997,ar,fdd,billions of us dollars (USD),0.512478
1997,ar,fen,billions of us dollars (USD),0.512478
1997,ar,fin,billions of us dollars (USD),0.121553
1997,ar,fmt,billions of us dollars (USD),0.409187
1997,ar,fnd,billions of us dollars (USD),0.512478
1997,ar,fof,billions of us dollars (USD),0.04889
1997,ar,fpd,billions of us dollars (USD),0.409187
1997,ar,gmt,billions of us dollars (USD),0.409187
1997,ar,grd,billions of us dollars (USD),0.762961
1997,ar,hos,billions of us dollars (USD),0.362721
1997,ar,hou,billions of us dollars (USD),0.246262
1997,ar,ins,billions of us dollars (USD),0.121553
1997,ar,leg,billions of us dollars (USD),0.246262
1997,ar,man,billions of us dollars (USD),0.246262
1997,ar,mch,billions of us dollars (USD),0.409187
1997,ar,min,billions of us dollars (USD),0.137542
1997,ar,mmf,billions of us dollars (USD),0.409187
1997,ar,mot,billions of us dollars (USD),0.409187
1997,ar,mov,billions of us dollars (USD),0.246262
1997,ar,mvt,billions of us dollars (USD),0.409187
1997,ar,nmp,billions of us dollars (USD),0.409187
1997,ar,nrs,billions of us dollars (USD),0.261311
1997,ar,oil,billions of us dollars (USD),0.137542
1997,ar,ore,billions of us dollars (USD),0.246262
1997,ar,osv,billions of us dollars (USD),0.409187
1997,ar,ote,billions of us dollars (USD),0.409187
1997,ar,oth,billions of us dollars (USD),0.409187
1997,ar,otr,billions of us dollars (USD),0.762961
1997,ar,ott,billions of us dollars (USD),0.409187
1997,ar,pet,billions of us dollars (USD),0.409187
1997,ar,pip,billions of us dollars (USD),0.762961
1997,ar,pla,billions of us dollars (USD),0.409187
1997,ar,pmt,billions of us dollars (USD),0.409187
1997,ar,ppd,billions of us dollars (USD),1.666931
1997,ar,pri,billions of us dollars (USD),1.666931
1997,ar,pub,billions of us dollars (USD),0.246262
1997,ar,rec,billions of us dollars (USD),0.04889
1997,ar,rnt,billions of us dollars (USD),0.246262
1997,ar,sec,billions of us dollars (USD),0.121553
1997,ar,sle,billions of us dollars (USD),0.512478
1997,ar,slg,billions of us dollars (USD),0.512478
1997,ar,smn,billions of us dollars (USD),0.137542
1997,ar,soc,billions of us dollars (USD),1.666931
1997,ar,tex,billions of us dollars (USD),1.666931
1997,ar,trk,billions of us dollars (USD),0.762961
1997,ar,trn,billions of us dollars (USD),0.762961
1997,ar,tsv,billions of us dollars (USD),0.246262
1997,ar,use,billions of us dollars (USD),0.409187
1997,ar,wht,billions of us dollars (USD),0.409187
1997,ar,wpd,billions of us dollars (USD),1.666931
1997,ar,wrh,billions of us dollars (USD),0.246262
1997,ar,wst,billions of us dollars (USD),1.666931
1997,ar,wtt,billions of us dollars (USD),0.762961
1997,az,adm,billions of us dollars (USD),0.331261
1997,az,agr,billions of us dollars (USD),0.167453
1997,az,air,billions of us dollars (USD),1.167477
1997,az,alt,billions of us dollars (USD),2.688434
1997,az,amb,billions of us dollars (USD),0.55878
1997,az,amd,billions of us dollars (USD),0.043764
1997,az,art,billions of us dollars (USD),0.043764
1997,az,bnk,billions of us dollars (USD),0.159096
1997,az,brd,billions of us dollars (USD),0.331261
1997,az,cep,billions of us dollars (USD),1.365549
1997,az,che,billions of us dollars (USD),1.365549
1997,az,com,billions of us dollars (USD),0.331261
1997,az,con,billions of us dollars (USD),1.167477
1997,az,dat,billions of us dollars (USD),0.331261
1997,az,edu,billions of us dollars (USD),4.033411
1997,az,eec,billions of us dollars (USD),1.365549
1997,az,fdd,billions of us dollars (USD),1.055617
1997,az,fen,billions of us dollars (USD),1.055617
1997,az,fin,billions of us dollars (USD),0.159096
1997,az,fmt,billions of us dollars (USD),1.365549
1997,az,fnd,billions of us dollars (USD),1.055617
1997,az,fof,billions of us dollars (USD),0.043764
1997,az,fpd,billions of us dollars (USD),1.365549
1997,az,gmt,billions of us dollars (USD),1.365549
1997,az,grd,billions of us dollars (USD),1.167477
1997,az,hos,billions of us dollars (USD),0.054907
1997,az,hou,billions of us dollars (USD),0.331261
1997,az,ins,billions of us dollars (USD),0.159096
1997,az,leg,billions of us dollars (USD),0.331261
1997,az,man,billions of us dollars (USD),0.331261
1997,az,mch,billions of us dollars (USD),1.365549
1997,az,min,billions of us dollars (USD),0.167453
1997,az,mmf,billions of us dollars (USD),1.365549
1997,az,mot,billions of us dollars (USD),1.365549
1997,az,mov,billions of us dollars (USD),0.331261
1997,az,mvt,billions of us dollars (USD),1.365549
1997,az,nmp,billions of us dollars (USD),1.365549
1997,az,nrs,billions of us dollars (USD),0.55878
1997,az,oil,billions of us dollars (USD),0.167453
1997,az,ore,billions of us dollars (USD),0.331261
1997,az,osv,billions of us dollars (USD),1.365549
1997,az,ote,billions of us dollars (USD),1.365549
1997,az,oth,billions of us dollars (USD),1.365549
1997,az,otr,billions of us dollars (USD),1.167477
1997,az,ott,billions of us dollars (USD),1.365549
1997,az,pet,billions of us dollars (USD),1.365549
1997,az,pip,billions of us dollars (USD),1.167477
1997,az,pla,billions of us dollars (USD),1.365549
1997,az,pmt,billions of us dollars (USD),1.365549
1997,az,ppd,billions of us dollars (USD),2.688434
1997,az,pri,billions of us dollars (USD),2.688434
1997,az,pub,billions of us dollars (USD),0.331261
1997,az,rec,billions of us dollars (USD),0.043764
1997,az,rnt,billions of us dollars (USD),0.331261
1997,az,sec,billions of us dollars (USD),0.159096
1997,az,sle,billions of us dollars (USD),1.055617
1997,az,slg,billions of us dollars (USD),1.055617
1997,az,smn,billions of us dollars (USD),0.167453
1997,az,soc,billions of us dollars (USD),2.688434
1997,az,tex,billions of us dollars (USD),2.688434
1997,az,trk,billions of us dollars (USD),1.167477
1997,az,trn,billions of us dollars (USD),1.167477
1997,az,tsv,billions of us dollars (USD),0.331261
1997,az,use,billions of us dollars (USD),1.365549
1997,az,uti,billions of us dollars (USD),0.028112
1997,az,wht,billions of us dollars (USD),1.365549
1997,az,wpd,billions of us dollars (USD),2.688434
1997,az,wrh,billions of us dollars (USD),0.331261
1997,az,wst,billions of us dollars (USD),2.688434
1997,az,wtt,billions of us dollars (USD),1.167477
1997,ca,adm,billions of us dollars (USD),3.163612
1997,ca,agr,billions of us dollars (USD),2.011381
1997,ca,air,billions of us dollars (USD),4.581485
1997,ca,alt,billions of us dollars (USD),30.205384
1997,ca,amb,billions of us dollars (USD),6.083766
1997,ca,amd,billions of us dollars (USD),0.248997
1997,ca,art,billions of us dollars (USD),0.248997
1997,ca,bnk,billions of us dollars (USD),2.482488
1997,ca,brd,billions of us dollars (USD),3.163612
1997,ca,cep,billions of us dollars (USD),10.605577
1997,ca,che,billions of us dollars (USD),10.605577
1997,ca,com,billions of us dollars (USD),3.163612
1997,ca,con,billions of us dollars (USD),4.581485
1997,ca,dat,billions of us dollars (USD),3.163612
1997,ca,edu,billions of us dollars (USD),35.546148
1997,ca,eec,billions of us dollars (USD),10.605577
1997,ca,fdd,billions of us dollars (USD),8.244503
1997,ca,fen,billions of us dollars (USD),8.244503
1997,ca,fin,billions of us dollars (USD),2.482488
1997,ca,fmt,billions of us dollars (USD),10.605577
1997,ca,fnd,billions of us dollars (USD),8.244503
1997,ca,fof,billions of us dollars (USD),0.248997
1997,ca,fpd,billions of us dollars (USD),10.605577
1997,ca,gmt,billions of us dollars (USD),10.605577
1997,ca,grd,billions of us dollars (USD),4.581485
1997,ca,hos,billions of us dollars (USD),2.91767
1997,ca,hou,billions of us dollars (USD),3.163612
1997,ca,ins,billions of us dollars (USD),2.482488
1997,ca,leg,billions of us dollars (USD),3.163612
1997,ca,man,billions of us dollars (USD),3.163612
1997,ca,mch,billions of us dollars (USD),10.605577
1997,ca,min,billions of us dollars (USD),2.011381
1997,ca,mmf,billions of us dollars (USD),10.605577
1997,ca,mot,billions of us dollars (USD),10.605577
1997,ca,mov,billions of us dollars (USD),3.163612
1997,ca,mvt,billions of us dollars (USD),10.605577
1997,ca,nmp,billions of us dollars (USD),10.605577
1997,ca,nrs,billions of us dollars (USD),6.083766
1997,ca,oil,billions of us dollars (USD),2.011381
1997,ca,ore,billions of us dollars (USD),3.163612
1997,ca,osv,billions of us dollars (USD),10.605577
1997,ca,ote,billions of us dollars (USD),10.605577
1997,ca,oth,billions of us dollars (USD),10.605577
1997,ca,otr,billions of us dollars (USD),4.581485
1997,ca,ott,billions of us dollars (USD),10.605577
1997,ca,pet,billions of us dollars (USD),10.605577
1997,ca,pip,billions of us dollars (USD),4.581485
1997,ca,pla,billions of us dollars (USD),10.605577
1997,ca,pmt,billions of us dollars (USD),10.605577
1997,ca,ppd,billions of us dollars (USD),30.205384
1997,ca,pri,billions of us dollars (USD),30.205384
1997,ca,pub,billions of us dollars (USD),3.163612
1997,ca,rec,billions of us dollars (USD),0.248997
1997,ca,rnt,billions of us dollars (USD),3.163612
1997,ca,sec,billions of us dollars (USD),2.482488
1997,ca,sle,billions of us dollars (USD),8.244503
1997,ca,slg,billions of us dollars (USD),8.244503
1997,ca,smn,billions of us dollars (USD),2.011381
1997,ca,soc,billions of us dollars (USD),30.205384
1997,ca,tex,billions of us dollars (USD),30.205384
1997,ca,trk,billions of us dollars (USD),4.581485
1997,ca,trn,billions of us dollars (USD),4.581485
1997,ca,tsv,billions of us dollars (USD),3.163612
1997,ca,use,billions of us dollars (USD),10.605577
1997,ca,uti,billions of us dollars (USD),0.074428
1997,ca,wht,billions of us dollars (USD),10.605577
1997,ca,wpd,billions of us dollars (USD),30.205384
1997,ca,wrh,billions of us dollars (USD),3.163612
1997,ca,wst,billions of us dollars (USD),30.205384
1997,ca,wtt,billions of us dollars (USD),4.581485
1997,co,adm,billions of us dollars (USD),0.334102
1997,co,agr,billions of us dollars (USD),0.151918
1997,co,air,billions of us dollars (USD),0.809696
1997,co,alt,billions of us dollars (USD),2.220679
1997,co,amb,billions of us dollars (USD),0.247006
1997,co,amd,billions of us dollars (USD),0.046588
1997,co,art,billions of us dollars (USD),0.046588
1997,co,bnk,billions of us dollars (USD),0.23586
1997,co,brd,billions of us dollars (USD),0.334102
1997,co,cep,billions of us dollars (USD),0.486734
1997,co,che,billions of us dollars (USD),0.486734
1997,co,com,billions of us dollars (USD),0.334102
1997,co,con,billions of us dollars (USD),0.809696
1997,co,dat,billions of us dollars (USD),0.334102
1997,co,edu,billions of us dollars (USD),4.192249
1997,co,eec,billions of us dollars (USD),0.486734
1997,co,fdd,billions of us dollars (USD),0.849942
1997,co,fen,billions of us dollars (USD),0.849942
1997,co,fin,billions of us dollars (USD),0.23586
1997,co,fmt,billions of us dollars (USD),0.486734
1997,co,fnd,billions of us dollars (USD),0.849942
1997,co,fof,billions of us dollars (USD),0.046588
1997,co,fpd,billions of us dollars (USD),0.486734
1997,co,gmt,billions of us dollars (USD),0.486734
1997,co,grd,billions of us dollars (USD),0.809696
1997,co,hos,billions of us dollars (USD),0.145875
1997,co,hou,billions of us dollars (USD),0.334102
1997,co,ins,billions of us dollars (USD),0.23586
1997,co,leg,billions of us dollars (USD),0.334102
1997,co,man,billions of us dollars (USD),0.334102
1997,co,mch,billions of us dollars (USD),0.486734
1997,co,min,billions of us dollars (USD),0.151918
1997,co,mmf,billions of us dollars (USD),0.486734
1997,co,mot,billions of us dollars (USD),0.486734
1997,co,mov,billions of us dollars (USD),0.334102
1997,co,mvt,billions of us dollars (USD),0.486734
1997,co,nmp,billions of us dollars (USD),0.486734
1997,co,nrs,billions of us dollars (USD),0.247006
1997,co,oil,billions of us dollars (USD),0.151918
1997,co,ore,billions of us dollars (USD),0.334102
1997,co,osv,billions of us dollars (USD),0.486734
1997,co,ote,billions of us dollars (USD),0.486734
1997,co,oth,billions of us dollars (USD),0.486734
1997,co,otr,billions of us dollars (USD),0.809696
1997,co,ott,billions of us dollars (USD),0.486734
1997,co,pet,billions of us dollars (USD),0.486734
1997,co,pip,billions of us dollars (USD),0.809696
1997,co,pla,billions of us dollars (USD),0.486734
1997,co,pmt,billions of us dollars (USD),0.486734
1997,co,ppd,billions of us dollars (USD),2.220679
1997,co,pri,billions of us dollars (USD),2.220679
1997,co,pub,billions of us dollars (USD),0.334102
1997,co,rec,billions of us dollars (USD),0.046588
1997,co,rnt,billions of us dollars (USD),0.334102
1997,co,sec,billions of us dollars (USD),0.23586
1997,co,sle,billions of us dollars (USD),0.849942
1997,co,slg,billions of us dollars (USD),0.849942
1997,co,smn,billions of us dollars (USD),0.151918
1997,co,soc,billions of us dollars (USD),2.220679
1997,co,tex,billions of us dollars (USD),2.220679
1997,co,trk,billions of us dollars (USD),0.809696
1997,co,trn,billions of us dollars (USD),0.809696
1997,co,tsv,billions of us dollars (USD),0.334102
1997,co,use,billions of us dollars (USD),0.486734
1997,co,uti,billions of us dollars (USD),0.005053
1997,co,wht,billions of us dollars (USD),0.486734
1997,co,wpd,billions of us dollars (USD),2.220679
1997,co,wrh,billions of us dollars (USD),0.334102
1997,co,wst,billions of us dollars (USD),2.220679
1997,co,wtt,billions of us dollars (USD),0.809696
1997,ct,adm,billions of us dollars (USD),0.584411
1997,ct,agr,billions of us dollars (USD),0.076163
1997,ct,air,billions of us dollars (USD),0.756474
1997,ct,alt,billions of us dollars (USD),2.914519
1997,ct,amb,billions of us dollars (USD),0.402219
1997,ct,amd,billions of us dollars (USD),0.038374
1997,ct,art,billions of us dollars (USD),0.038374
1997,ct,bnk,billions of us dollars (USD),0.94806
1997,ct,brd,billions of us dollars (USD),0.584411
1997,ct,cep,billions of us dollars (USD),1.756677
1997,ct,che,billions of us dollars (USD),1.756677
1997,ct,com,billions of us dollars (USD),0.584411
1997,ct,con,billions of us dollars (USD),0.756474
1997,ct,dat,billions of us dollars (USD),0.584411
1997,ct,edu,billions of us dollars (USD),2.894082
1997,ct,eec,billions of us dollars (USD),1.756677
1997,ct,fdd,billions of us dollars (USD),1.404893
1997,ct,fen,billions of us dollars (USD),1.404893
1997,ct,fin,billions of us dollars (USD),0.94806
1997,ct,fmt,billions of us dollars (USD),1.756677
1997,ct,fnd,billions of us dollars (USD),1.404893
1997,ct,fof,billions of us dollars (USD),0.038374
1997,ct,fpd,billions of us dollars (USD),1.756677
1997,ct,gmt,billions of us dollars (USD),1.756677
1997,ct,grd,billions of us dollars (USD),0.756474
1997,ct,hos,billions of us dollars (USD),0.977504
1997,ct,hou,billions of us dollars (USD),0.584411
1997,ct,ins,billions of us dollars (USD),0.94806
1997,ct,leg,billions of us dollars (USD),0.584411
1997,ct,man,billions of us dollars (USD),0.584411
1997,ct,mch,billions of us dollars (USD),1.756677
1997,ct,min,billions of us dollars (USD),0.076163
1997,ct,mmf,billions of us dollars (USD),1.756677
1997,ct,mot,billions of us dollars (USD),1.756677
1997,ct,mov,billions of us dollars (USD),0.584411
1997,ct,mvt,billions of us dollars (USD),1.756677
1997,ct,nmp,billions of us dollars (USD),1.756677
1997,ct,nrs,billions of us dollars (USD),0.402219
1997,ct,oil,billions of us dollars (USD),0.076163
1997,ct,ore,billions of us dollars (USD),0.584411
1997,ct,osv,billions of us dollars (USD),1.756677
1997,ct,ote,billions of us dollars (USD),1.756677
1997,ct,oth,billions of us dollars (USD),1.756677
1997,ct,otr,billions of us dollars (USD),0.756474
1997,ct,ott,billions of us dollars (USD),1.756677
1997,ct,pet,billions of us dollars (USD),1.756677
1997,ct,pip,billions of us dollars (USD),0.756474
1997,ct,pla,billions of us dollars (USD),1.756677
1997,ct,pmt,billions of us dollars (USD),1.756677
1997,ct,ppd,billions of us dollars (USD),2.914519
1997,ct,pri,billions of us dollars (USD),2.914519
1997,ct,pub,billions of us dollars (USD),0.584411
1997,ct,rec,billions of us dollars (USD),0.038374
1997,ct,rnt,billions of us dollars (USD),0.584411
1997,ct,sec,billions of us dollars (USD),0.94806
1997,ct,sle,billions of us dollars (USD),1.404893
1997,ct,slg,billions of us dollars (USD),1.404893
1997,ct,smn,billions of us dollars (USD),0.076163
1997,ct,soc,billions of us dollars (USD),2.914519
1997,ct,tex,billions of us dollars (USD),2.914519
1997,ct,trk,billions of us dollars (USD),0.756474
1997,ct,trn,billions of us dollars (USD),0.756474
1997,ct,tsv,billions of us dollars (USD),0.584411
1997,ct,use,billions of us dollars (USD),1.756677
1997,ct,uti,billions of us dollars (USD),0.217151
1997,ct,wht,billions of us dollars (USD),1.756677
1997,ct,wpd,billions of us dollars (USD),2.914519
1997,ct,wrh,billions of us dollars (USD),0.584411
1997,ct,wst,billions of us dollars (USD),2.914519
1997,ct,wtt,billions of us dollars (USD),0.756474
1997,de,adm,billions of us dollars (USD),0.24511
1997,de,agr,billions of us dollars (USD),0.05485
1997,de,air,billions of us dollars (USD),0.262472
1997,de,alt,billions of us dollars (USD),0.500817
1997,de,amb,billions of us dollars (USD),0.166892
1997,de,amd,billions of us dollars (USD),0.026522
1997,de,art,billions of us dollars (USD),0.026522
1997,de,bnk,billions of us dollars (USD),0.208863
1997,de,brd,billions of us dollars (USD),0.24511
1997,de,cep,billions of us dollars (USD),0.326714
1997,de,che,billions of us dollars (USD),0.326714
1997,de,com,billions of us dollars (USD),0.24511
1997,de,con,billions of us dollars (USD),0.262472
1997,de,dat,billions of us dollars (USD),0.24511
1997,de,edu,billions of us dollars (USD),1.070248
1997,de,eec,billions of us dollars (USD),0.326714
1997,de,fdd,billions of us dollars (USD),0.459836
1997,de,fen,billions of us dollars (USD),0.459836
1997,de,fin,billions of us dollars (USD),0.208863
1997,de,fmt,billions of us dollars (USD),0.326714
1997,de,fnd,billions of us dollars (USD),0.459836
1997,de,fof,billions of us dollars (USD),0.026522
1997,de,fpd,billions of us dollars (USD),0.326714
1997,de,gmt,billions of us dollars (USD),0.326714
1997,de,grd,billions of us dollars (USD),0.262472
1997,de,hos,billions of us dollars (USD),0.060422
1997,de,hou,billions of us dollars (USD),0.24511
1997,de,ins,billions of us dollars (USD),0.208863
1997,de,leg,billions of us dollars (USD),0.24511
1997,de,man,billions of us dollars (USD),0.24511
1997,de,mch,billions of us dollars (USD),0.326714
1997,de,min,billions of us dollars (USD),0.05485
1997,de,mmf,billions of us dollars (USD),0.326714
1997,de,mot,billions of us dollars (USD),0.326714
1997,de,mov,billions of us dollars (USD),0.24511
1997,de,mvt,billions of us dollars (USD),0.326714
1997,de,nmp,billions of us dollars (USD),0.326714
1997,de,nrs,billions of us dollars (USD),0.166892
1997,de,oil,billions of us dollars (USD),0.05485
1997,de,ore,billions of us dollars (USD),0.24511
1997,de,osv,billions of us dollars (USD),0.326714
1997,de,ote,billions of us dollars (USD),0.326714
1997,de,oth,billions of us dollars (USD),0.326714
1997,de,otr,billions of us dollars (USD),0.262472
1997,de,ott,billions of us dollars (USD),0.326714
1997,de,pet,billions of us dollars (USD),0.326714
1997,de,pip,billions of us dollars (USD),0.262472
1997,de,pla,billions of us dollars (USD),0.326714
1997,de,pmt,billions of us dollars (USD),0.326714
1997,de,ppd,billions of us dollars (USD),0.500817
1997,de,pri,billions of us dollars (USD),0.500817
1997,de,pub,billions of us dollars (USD),0.24511
1997,de,rec,billions of us dollars (USD),0.026522
1997,de,rnt,billions of us dollars (USD),0.24511
1997,de,sec,billions of us dollars (USD),0.208863
1997,de,sle,billions of us dollars (USD),0.459836
1997,de,slg,billions of us dollars (USD),0.459836
1997,de,smn,billions of us dollars (USD),0.05485
1997,de,soc,billions of us dollars (USD),0.500817
1997,de,tex,billions of us dollars (USD),0.500817
1997,de,trk,billions of us dollars (USD),0.262472
1997,de,trn,billions of us dollars (USD),0.262472
1997,de,tsv,billions of us dollars (USD),0.24511
1997,de,use,billions of us dollars (USD),0.326714
1997,de,uti,billions of us dollars (USD),0.039285
1997,de,wht,billions of us dollars (USD),0.326714
1997,de,wpd,billions of us dollars (USD),0.500817
1997,de,wrh,billions of us dollars (USD),0.24511
1997,de,wst,billions of us dollars (USD),0.500817
1997,de,wtt,billions of us dollars (USD),0.262472
1997,fl,adm,billions of us dollars (USD),1.535562
1997,fl,agr,billions of us dollars (USD),1.103741
1997,fl,air,billions of us dollars (USD),3.158547
1997,fl,alt,billions of us dollars (USD),7.692925
1997,fl,amb,billions of us dollars (USD),1.850393
1997,fl,amd,billions of us dollars (USD),0.148305
