yr,r,g,units,value
1997,ak,pub,billions of us dollars (USD),1.2254
1997,ak,rec,billions of us dollars (USD),0.39
1997,ak,res,billions of us dollars (USD),1.0891
1997,ak,rnt,billions of us dollars (USD),0.39
1997,ak,sec,billions of us dollars (USD),1.0228
1997,ak,sle,billions of us dollars (USD),1.396
1997,ak,slg,billions of us dollars (USD),1.396
1997,ak,smn,billions of us dollars (USD),0.9921
1997,ak,soc,billions of us dollars (USD),1.719
1997,ak,tex,billions of us dollars (USD),0.5135
1997,ak,trk,billions of us dollars (USD),0.4527
1997,ak,trn,billions of us dollars (USD),0.4527
1997,ak,tsv,billions of us dollars (USD),1.2254
1997,ak,use,billions of us dollars (USD),1.396
1997,ak,uti,billions of us dollars (USD),2.3488
1997,ak,wht,billions of us dollars (USD),0.226
1997,ak,wpd,billions of us dollars (USD),0.3615
1997,ak,wrh,billions of us dollars (USD),1.2254
1997,ak,wst,billions of us dollars (USD),2.3488
1997,ak,wtt,billions of us dollars (USD),0.4527
1997,al,adm,billions of us dollars (USD),5.4812
1997,al,agr,billions of us dollars (USD),7.7429
1997,al,air,billions of us dollars (USD),2.0982
1997,al,alt,billions of us dollars (USD),3.5495
1997,al,amb,billions of us dollars (USD),12.4768
1997,al,amd,billions of us dollars (USD),3.2745
1997,al,art,billions of us dollars (USD),3.2745
1997,al,bnk,billions of us dollars (USD),4.7541
1997,al,brd,billions of us dollars (USD),5.4812
1997,al,cep,billions of us dollars (USD),1.9078
1997,al,che,billions of us dollars (USD),1.081
1997,al,com,billions of us dollars (USD),5.4812
1997,al,con,billions of us dollars (USD),1.081
1997,al,dat,billions of us dollars (USD),5.4812
1997,al,edu,billions of us dollars (USD),43.2445
1997,al,eec,billions of us dollars (USD),1.9078
1997,al,fbp,billions of us dollars (USD),7.7429
1997,al,fbt,billions of us dollars (USD),7.7429
1997,al,fdd,billions of us dollars (USD),6.32
1997,al,fen,billions of us dollars (USD),6.32
1997,al,fin,billions of us dollars (USD),4.7541
1997,al,fmt,billions of us dollars (USD),1.081
1997,al,fnd,billions of us dollars (USD),6.32
1997,al,fof,billions of us dollars (USD),1.9078
1997,al,fpd,billions of us dollars (USD),2.2214
1997,al,gmt,billions of us dollars (USD),6.4642
1997,al,grd,billions of us dollars (USD),2.0982
1997,al,hos,billions of us dollars (USD),12.4768
1997,al,hou,billions of us dollars (USD),10.9651
1997,al,ins,billions of us dollars (USD),4.7541
1997,al,leg,billions of us dollars (USD),5.4812
1997,al,man,billions of us dollars (USD),5.4812
1997,al,mch,billions of us dollars (USD),1.081
1997,al,min,billions of us dollars (USD),2.4372
1997,al,mmf,billions of us dollars (USD),1.081
1997,al,mot,billions of us dollars (USD),4.8919
1997,al,mov,billions of us dollars (USD),5.4812
1997,al,mvt,billions of us dollars (USD),4.8919
1997,al,nmp,billions of us dollars (USD),1.081
1997,al,nrs,billions of us dollars (USD),12.4768
1997,al,oil,billions of us dollars (USD),2.4372
1997,al,ore,billions of us dollars (USD),10.9651
1997,al,osv,billions of us dollars (USD),5.4812
1997,al,ote,billions of us dollars (USD),4.8919
1997,al,oth,billions of us dollars (USD),6.32
1997,al,otr,billions of us dollars (USD),2.0982
1997,al,ott,billions of us dollars (USD),6.4642
1997,al,pet,billions of us dollars (USD),1.081
1997,al,pip,billions of us dollars (USD),2.0982
1997,al,pla,billions of us dollars (USD),1.081
1997,al,pmt,billions of us dollars (USD),1.081
1997,al,ppd,billions of us dollars (USD),1.081
1997,al,pri,billions of us dollars (USD),1.081
1997,al,pub,billions of us dollars (USD),5.4812
1997,al,rec,billions of us dollars (USD),3.2745
1997,al,res,billions of us dollars (USD),4.1947
1997,al,rnt,billions of us dollars (USD),3.2745
1997,al,sec,billions of us dollars (USD),4.7541
1997,al,sle,billions of us dollars (USD),6.32
1997,al,slg,billions of us dollars (USD),6.32
1997,al,smn,billions of us dollars (USD),6.4642
1997,al,soc,billions of us dollars (USD),12.4768
1997,al,tex,billions of us dollars (USD),3.5495
1997,al,trk,billions of us dollars (USD),2.0982
1997,al,trn,billions of us dollars (USD),2.0982
1997,al,tsv,billions of us dollars (USD),5.4812
1997,al,use,billions of us dollars (USD),6.32
1997,al,uti,billions of us dollars (USD),10.9651
1997,al,wht,billions of us dollars (USD),1.081
1997,al,wpd,billions of us dollars (USD),2.2214
1997,al,wrh,billions of us dollars (USD),5.4812
1997,al,wst,billions of us dollars (USD),10.9651
1997,al,wtt,billions of us dollars (USD),2.0982
1997,ar,adm,billions of us dollars (USD),2.8429
1997,ar,agr,billions of us dollars (USD),3.9493
1997,ar,air,billions of us dollars (USD),1.1283
1997,ar,alt,billions of us dollars (USD),2.0398
1997,ar,amb,billions of us dollars (USD),6.5554
1997,ar,amd,billions of us dollars (USD),1.1367
1997,ar,art,billions of us dollars (USD),1.1367
1997,ar,bnk,billions of us dollars (USD),2.7844
1997,ar,brd,billions of us dollars (USD),2.8429
1997,ar,cep,billions of us dollars (USD),1.1059
1997,ar,che,billions of us dollars (USD),0.7891
1997,ar,com,billions of us dollars (USD),2.8429
1997,ar,con,billions of us dollars (USD),0.7891
1997,ar,dat,billions of us dollars (USD),2.8429
1997,ar,edu,billions of us dollars (USD),23.4243
1997,ar,eec,billions of us dollars (USD),1.1059
1997,ar,fbp,billions of us dollars (USD),3.9493
1997,ar,fbt,billions of us dollars (USD),3.9493
1997,ar,fdd,billions of us dollars (USD),3.305
1997,ar,fen,billions of us dollars (USD),3.305
1997,ar,fin,billions of us dollars (USD),2.7844
1997,ar,fmt,billions of us dollars (USD),0.7891
1997,ar,fnd,billions of us dollars (USD),3.305
1997,ar,fof,billions of us dollars (USD),1.1059
1997,ar,fpd,billions of us dollars (USD),1.3101
1997,ar,gmt,billions of us dollars (USD),3.6032
1997,ar,grd,billions of us dollars (USD),1.1283
1997,ar,hos,billions of us dollars (USD),6.5554
1997,ar,hou,billions of us dollars (USD),6.6239
1997,ar,ins,billions of us dollars (USD),2.7844
1997,ar,leg,billions of us dollars (USD),2.8429
1997,ar,man,billions of us dollars (USD),2.8429
1997,ar,mch,billions of us dollars (USD),0.7891
1997,ar,min,billions of us dollars (USD),1.6356
1997,ar,mmf,billions of us dollars (USD),0.7891
1997,ar,mot,billions of us dollars (USD),2.7378
1997,ar,mov,billions of us dollars (USD),2.8429
1997,ar,mvt,billions of us dollars (USD),2.7378
1997,ar,nmp,billions of us dollars (USD),0.7891
1997,ar,nrs,billions of us dollars (USD),6.5554
1997,ar,oil,billions of us dollars (USD),1.6356
1997,ar,ore,billions of us dollars (USD),6.6239
1997,ar,osv,billions of us dollars (USD),2.8429
1997,ar,ote,billions of us dollars (USD),2.7378
1997,ar,oth,billions of us dollars (USD),3.305
1997,ar,otr,billions of us dollars (USD),1.1283
1997,ar,ott,billions of us dollars (USD),3.6032
1997,ar,pet,billions of us dollars (USD),0.7891
1997,ar,pip,billions of us dollars (USD),1.1283
1997,ar,pla,billions of us dollars (USD),0.7891
1997,ar,pmt,billions of us dollars (USD),0.7891
1997,ar,ppd,billions of us dollars (USD),0.7891
1997,ar,pri,billions of us dollars (USD),0.7891
1997,ar,pub,billions of us dollars (USD),2.8429
1997,ar,rec,billions of us dollars (USD),1.1367
1997,ar,res,billions of us dollars (USD),2.3526
1997,ar,rnt,billions of us dollars (USD),1.1367
1997,ar,sec,billions of us dollars (USD),2.7844
1997,ar,sle,billions of us dollars (USD),3.305
1997,ar,slg,billions of us dollars (USD),3.305
1997,ar,smn,billions of us dollars (USD),3.6032
1997,ar,soc,billions of us dollars (USD),6.5554
1997,ar,tex,billions of us dollars (USD),2.0398
1997,ar,trk,billions of us dollars (USD),1.1283
1997,ar,trn,billions of us dollars (USD),1.1283
1997,ar,tsv,billions of us dollars (USD),2.8429
1997,ar,use,billions of us dollars (USD),3.305
1997,ar,uti,billions of us dollars (USD),6.6239
1997,ar,wht,billions of us dollars (USD),0.7891
1997,ar,wpd,billions of us dollars (USD),1.3101
1997,ar,wrh,billions of us dollars (USD),2.8429
1997,ar,wst,billions of us dollars (USD),6.6239
1997,ar,wtt,billions of us dollars (USD),1.1283
1997,az,adm,billions of us dollars (USD),6.4679
1997,az,agr,billions of us dollars (USD),8.1298
1997,az,air,billions of us dollars (USD),3.5163
1997,az,alt,billions of us dollars (USD),3.6231
1997,az,amb,billions of us dollars (USD),11.3362
1997,az,amd,billions of us dollars (USD),3.3811
1997,az,art,billions of us dollars (USD),3.3811
1997,az,bnk,billions of us dollars (USD),8.5065
1997,az,brd,billions of us dollars (USD),6.4679
1997,az,cep,billions of us dollars (USD),2.9266
1997,az,che,billions of us dollars (USD),1.5596
1997,az,com,billions of us dollars (USD),6.4679
1997,az,con,billions of us dollars (USD),1.5596
1997,az,dat,billions of us dollars (USD),6.4679
1997,az,edu,billions of us dollars (USD),56.58
1997,az,eec,billions of us dollars (USD),2.9266
1997,az,fbp,billions of us dollars (USD),8.1298
1997,az,fbt,billions of us dollars (USD),8.1298
1997,az,fdd,billions of us dollars (USD),6.409
1997,az,fen,billions of us dollars (USD),6.409
1997,az,fin,billions of us dollars (USD),8.5065
1997,az,fmt,billions of us dollars (USD),1.5596
1997,az,fnd,billions of us dollars (USD),6.409
1997,az,fof,billions of us dollars (USD),2.9266
1997,az,fpd,billions of us dollars (USD),3.0556
1997,az,gmt,billions of us dollars (USD),6.9137
1997,az,grd,billions of us dollars (USD),3.5163
1997,az,hos,billions of us dollars (USD),11.3362
1997,az,hou,billions of us dollars (USD),16.6317
1997,az,ins,billions of us dollars (USD),8.5065
1997,az,leg,billions of us dollars (USD),6.4679
1997,az,man,billions of us dollars (USD),6.4679
1997,az,mch,billions of us dollars (USD),1.5596
1997,az,min,billions of us dollars (USD),2.9409
1997,az,mmf,billions of us dollars (USD),1.5596
1997,az,mot,billions of us dollars (USD),5.3118
1997,az,mov,billions of us dollars (USD),6.4679
1997,az,mvt,billions of us dollars (USD),5.3118
1997,az,nmp,billions of us dollars (USD),1.5596
1997,az,nrs,billions of us dollars (USD),11.3362
1997,az,oil,billions of us dollars (USD),2.9409
1997,az,ore,billions of us dollars (USD),16.6317
1997,az,osv,billions of us dollars (USD),6.4679
1997,az,ote,billions of us dollars (USD),5.3118
1997,az,oth,billions of us dollars (USD),6.409
1997,az,otr,billions of us dollars (USD),3.5163
1997,az,ott,billions of us dollars (USD),6.9137
1997,az,pet,billions of us dollars (USD),1.5596
1997,az,pip,billions of us dollars (USD),3.5163
1997,az,pla,billions of us dollars (USD),1.5596
1997,az,pmt,billions of us dollars (USD),1.5596
1997,az,ppd,billions of us dollars (USD),1.5596
1997,az,pri,billions of us dollars (USD),1.5596
1997,az,pub,billions of us dollars (USD),6.4679
1997,az,rec,billions of us dollars (USD),3.3811
1997,az,res,billions of us dollars (USD),6.7404
1997,az,rnt,billions of us dollars (USD),3.3811
1997,az,sec,billions of us dollars (USD),8.5065
1997,az,sle,billions of us dollars (USD),6.409
1997,az,slg,billions of us dollars (USD),6.409
1997,az,smn,billions of us dollars (USD),6.9137
1997,az,soc,billions of us dollars (USD),11.3362
1997,az,tex,billions of us dollars (USD),3.6231
1997,az,trk,billions of us dollars (USD),3.5163
1997,az,trn,billions of us dollars (USD),3.5163
1997,az,tsv,billions of us dollars (USD),6.4679
1997,az,use,billions of us dollars (USD),6.409
1997,az,uti,billions of us dollars (USD),16.6317
1997,az,wht,billions of us dollars (USD),1.5596
1997,az,wpd,billions of us dollars (USD),3.0556
1997,az,wrh,billions of us dollars (USD),6.4679
1997,az,wst,billions of us dollars (USD),16.6317
1997,az,wtt,billions of us dollars (USD),3.5163
1997,ca,adm,billions of us dollars (USD),53.1826
1997,ca,agr,billions of us dollars (USD),54.7044
1997,ca,air,billions of us dollars (USD),28.4549
1997,ca,alt,billions of us dollars (USD),30.6042
1997,ca,amb,billions of us dollars (USD),93.4893
1997,ca,amd,billions of us dollars (USD),23.8277
1997,ca,art,billions of us dollars (USD),23.8277
1997,ca,bnk,billions of us dollars (USD),64.095
1997,ca,brd,billions of us dollars (USD),53.1826
1997,ca,cep,billions of us dollars (USD),25.7455
1997,ca,che,billions of us dollars (USD),9.9227
1997,ca,com,billions of us dollars (USD),53.1826
1997,ca,con,billions of us dollars (USD),9.9227
1997,ca,dat,billions of us dollars (USD),53.1826
1997,ca,edu,billions of us dollars (USD),456.0835
1997,ca,eec,billions of us dollars (USD),25.7455
1997,ca,fbp,billions of us dollars (USD),54.7044
1997,ca,fbt,billions of us dollars (USD),54.7044
1997,ca,fdd,billions of us dollars (USD),55.7211
1997,ca,fen,billions of us dollars (USD),55.7211
1997,ca,fin,billions of us dollars (USD),64.095
1997,ca,fmt,billions of us dollars (USD),9.9227
1997,ca,fnd,billions of us dollars (USD),55.7211
1997,ca,fof,billions of us dollars (USD),25.7455
1997,ca,fpd,billions of us dollars (USD),17.482
1997,ca,gmt,billions of us dollars (USD),41.9395
1997,ca,grd,billions of us dollars (USD),28.4549
1997,ca,hos,billions of us dollars (USD),93.4893
1997,ca,hou,billions of us dollars (USD),149.518
1997,ca,ins,billions of us dollars (USD),64.095
1997,ca,leg,billions of us dollars (USD),53.1826
1997,ca,man,billions of us dollars (USD),53.1826
1997,ca,mch,billions of us dollars (USD),9.9227
1997,ca,min,billions of us dollars (USD),14.6045
1997,ca,mmf,billions of us dollars (USD),9.9227
1997,ca,mot,billions of us dollars (USD),28.0546
1997,ca,mov,billions of us dollars (USD),53.1826
1997,ca,mvt,billions of us dollars (USD),28.0546
1997,ca,nmp,billions of us dollars (USD),9.9227
1997,ca,nrs,billions of us dollars (USD),93.4893
1997,ca,oil,billions of us dollars (USD),14.6045
1997,ca,ore,billions of us dollars (USD),149.518
1997,ca,osv,billions of us dollars (USD),53.1826
1997,ca,ote,billions of us dollars (USD),28.0546
1997,ca,oth,billions of us dollars (USD),55.7211
1997,ca,otr,billions of us dollars (USD),28.4549
1997,ca,ott,billions of us dollars (USD),41.9395
1997,ca,pet,billions of us dollars (USD),9.9227
1997,ca,pip,billions of us dollars (USD),28.4549
1997,ca,pla,billions of us dollars (USD),9.9227
1997,ca,pmt,billions of us dollars (USD),9.9227
1997,ca,ppd,billions of us dollars (USD),9.9227
1997,ca,pri,billions of us dollars (USD),9.9227
1997,ca,pub,billions of us dollars (USD),53.1826
1997,ca,rec,billions of us dollars (USD),23.8277
1997,ca,res,billions of us dollars (USD),43.5159
1997,ca,rnt,billions of us dollars (USD),23.8277
1997,ca,sec,billions of us dollars (USD),64.095
1997,ca,sle,billions of us dollars (USD),55.7211
1997,ca,slg,billions of us dollars (USD),55.7211
1997,ca,smn,billions of us dollars (USD),41.9395
1997,ca,soc,billions of us dollars (USD),93.4893
1997,ca,tex,billions of us dollars (USD),30.6042
1997,ca,trk,billions of us dollars (USD),28.4549
1997,ca,trn,billions of us dollars (USD),28.4549
1997,ca,tsv,billions of us dollars (USD),53.1826
1997,ca,use,billions of us dollars (USD),55.7211
1997,ca,uti,billions of us dollars (USD),149.518
1997,ca,wht,billions of us dollars (USD),9.9227
1997,ca,wpd,billions of us dollars (USD),17.482
1997,ca,wrh,billions of us dollars (USD),53.1826
1997,ca,wst,billions of us dollars (USD),149.518
1997,ca,wtt,billions of us dollars (USD),28.4549
1997,co,adm,billions of us dollars (USD),6.6634
1997,co,agr,billions of us dollars (USD),7.2588
1997,co,air,billions of us dollars (USD),4.5384
1997,co,alt,billions of us dollars (USD),3.7204
1997,co,amb,billions of us dollars (USD),10.3176
1997,co,amd,billions of us dollars (USD),3.7405
1997,co,art,billions of us dollars (USD),3.7405
1997,co,bnk,billions of us dollars (USD),5.8897
1997,co,brd,billions of us dollars (USD),6.6634
1997,co,cep,billions of us dollars (USD),3.2772
1997,co,che,billions of us dollars (USD),1.5586
1997,co,com,billions of us dollars (USD),6.6634
1997,co,con,billions of us dollars (USD),1.5586
1997,co,dat,billions of us dollars (USD),6.6634
1997,co,edu,billions of us dollars (USD),56.8093
1997,co,eec,billions of us dollars (USD),3.2772
1997,co,fbp,billions of us dollars (USD),7.2588
1997,co,fbt,billions of us dollars (USD),7.2588
1997,co,fdd,billions of us dollars (USD),6.775
1997,co,fen,billions of us dollars (USD),6.775
1997,co,fin,billions of us dollars (USD),5.8897
1997,co,fmt,billions of us dollars (USD),1.5586
1997,co,fnd,billions of us dollars (USD),6.775
1997,co,fof,billions of us dollars (USD),3.2772
1997,co,fpd,billions of us dollars (USD),3.008
1997,co,gmt,billions of us dollars (USD),6.3066
1997,co,grd,billions of us dollars (USD),4.5384
1997,co,hos,billions of us dollars (USD),10.3176
1997,co,hou,billions of us dollars (USD),18.9344
1997,co,ins,billions of us dollars (USD),5.8897
1997,co,leg,billions of us dollars (USD),6.6634
1997,co,man,billions of us dollars (USD),6.6634
1997,co,mch,billions of us dollars (USD),1.5586
1997,co,min,billions of us dollars (USD),2.3631
1997,co,mmf,billions of us dollars (USD),1.5586
1997,co,mot,billions of us dollars (USD),4.2507
1997,co,mov,billions of us dollars (USD),6.6634
1997,co,mvt,billions of us dollars (USD),4.2507
1997,co,nmp,billions of us dollars (USD),1.5586
1997,co,nrs,billions of us dollars (USD),10.3176
1997,co,oil,billions of us dollars (USD),2.3631
1997,co,ore,billions of us dollars (USD),18.9344
1997,co,osv,billions of us dollars (USD),6.6634
1997,co,ote,billions of us dollars (USD),4.2507
1997,co,oth,billions of us dollars (USD),6.775
1997,co,otr,billions of us dollars (USD),4.5384
1997,co,ott,billions of us dollars (USD),6.3066
1997,co,pet,billions of us dollars (USD),1.5586
1997,co,pip,billions of us dollars (USD),4.5384
1997,co,pla,billions of us dollars (USD),1.5586
1997,co,pmt,billions of us dollars (USD),1.5586
1997,co,ppd,billions of us dollars (USD),1.5586
1997,co,pri,billions of us dollars (USD),1.5586
1997,co,pub,billions of us dollars (USD),6.6634
1997,co,rec,billions of us dollars (USD),3.7405
1997,co,res,billions of us dollars (USD),6.7253
1997,co,rnt,billions of us dollars (USD),3.7405
1997,co,sec,billions of us dollars (USD),5.8897
1997,co,sle,billions of us dollars (USD),6.775
1997,co,slg,billions of us dollars (USD),6.775
1997,co,smn,billions of us dollars (USD),6.3066
1997,co,soc,billions of us dollars (USD),10.3176
1997,co,tex,billions of us dollars (USD),3.7204
1997,co,trk,billions of us dollars (USD),4.5384
1997,co,trn,billions of us dollars (USD),4.5384
1997,co,tsv,billions of us dollars (USD),6.6634
1997,co,use,billions of us dollars (USD),6.775
1997,co,uti,billions of us dollars (USD),18.9344
1997,co,wht,billions of us dollars (USD),1.5586
1997,co,wpd,billions of us dollars (USD),3.008
1997,co,wrh,billions of us dollars (USD),6.6634
1997,co,wst,billions of us dollars (USD),18.9344
1997,co,wtt,billions of us dollars (USD),4.5384
1997,ct,adm,billions of us dollars (USD),8.1874
1997,ct,agr,billions of us dollars (USD),6.6297
1997,ct,air,billions of us dollars (USD),3.4937
1997,ct,alt,billions of us dollars (USD),3.8149
1997,ct,amb,billions of us dollars (USD),11.9441
1997,ct,amd,billions of us dollars (USD),2.6308
1997,ct,art,billions of us dollars (USD),2.6308
1997,ct,bnk,billions of us dollars (USD),7.6826
1997,ct,brd,billions of us dollars (USD),8.1874
1997,ct,cep,billions of us dollars (USD),2.2826
1997,ct,che,billions of us dollars (USD),1.3232
1997,ct,com,billions of us dollars (USD),8.1874
1997,ct,con,billions of us dollars (USD),1.3232
1997,ct,dat,billions of us dollars (USD),8.1874
1997,ct,edu,billions of us dollars (USD),54.7013
1997,ct,eec,billions of us dollars (USD),2.2826
1997,ct,fbp,billions of us dollars (USD),6.6297
1997,ct,fbt,billions of us dollars (USD),6.6297
1997,ct,fdd,billions of us dollars (USD),8.531
1997,ct,fen,billions of us dollars (USD),8.531
1997,ct,fin,billions of us dollars (USD),7.6826
1997,ct,fmt,billions of us dollars (USD),1.3232
1997,ct,fnd,billions of us dollars (USD),8.531
1997,ct,fof,billions of us dollars (USD),2.2826
1997,ct,fpd,billions of us dollars (USD),2.189
1997,ct,gmt,billions of us dollars (USD),6.548
1997,ct,grd,billions of us dollars (USD),3.4937
1997,ct,hos,billions of us dollars (USD),11.9441
1997,ct,hou,billions of us dollars (USD),16.7806
1997,ct,ins,billions of us dollars (USD),7.6826
1997,ct,leg,billions of us dollars (USD),8.1874
1997,ct,man,billions of us dollars (USD),8.1874
1997,ct,mch,billions of us dollars (USD),1.3232
1997,ct,min,billions of us dollars (USD),2.3548
1997,ct,mmf,billions of us dollars (USD),1.3232
1997,ct,mot,billions of us dollars (USD),3.6647
1997,ct,mov,billions of us dollars (USD),8.1874
1997,ct,mvt,billions of us dollars (USD),3.6647
1997,ct,nmp,billions of us dollars (USD),1.3232
1997,ct,nrs,billions of us dollars (USD),11.9441
1997,ct,oil,billions of us dollars (USD),2.3548
1997,ct,ore,billions of us dollars (USD),16.7806
1997,ct,osv,billions of us dollars (USD),8.1874
1997,ct,ote,billions of us dollars (USD),3.6647
1997,ct,oth,billions of us dollars (USD),8.531
1997,ct,otr,billions of us dollars (USD),3.4937
1997,ct,ott,billions of us dollars (USD),6.548
1997,ct,pet,billions of us dollars (USD),1.3232
1997,ct,pip,billions of us dollars (USD),3.4937
1997,ct,pla,billions of us dollars (USD),1.3232
1997,ct,pmt,billions of us dollars (USD),1.3232
1997,ct,ppd,billions of us dollars (USD),1.3232
1997,ct,pri,billions of us dollars (USD),1.3232
1997,ct,pub,billions of us dollars (USD),8.1874
1997,ct,rec,billions of us dollars (USD),2.6308
1997,ct,res,billions of us dollars (USD),3.9822
1997,ct,rnt,billions of us dollars (USD),2.6308
1997,ct,sec,billions of us dollars (USD),7.6826
1997,ct,sle,billions of us dollars (USD),8.531
1997,ct,slg,billions of us dollars (USD),8.531
1997,ct,smn,billions of us dollars (USD),6.548
1997,ct,soc,billions of us dollars (USD),11.9441
1997,ct,tex,billions of us dollars (USD),3.8149
1997,ct,trk,billions of us dollars (USD),3.4937
1997,ct,trn,billions of us dollars (USD),3.4937
1997,ct,tsv,billions of us dollars (USD),8.1874
1997,ct,use,billions of us dollars (USD),8.531
1997,ct,uti,billions of us dollars (USD),16.7806
1997,ct,wht,billions of us dollars (USD),1.3232
1997,ct,wpd,billions of us dollars (USD),2.189
1997,ct,wrh,billions of us dollars (USD),8.1874
1997,ct,wst,billions of us dollars (USD),16.7806
1997,ct,wtt,billions of us dollars (USD),3.4937
1997,dc,adm,billions of us dollars (USD),3.7387
1997,dc,agr,billions of us dollars (USD),1.2087
1997,dc,air,billions of us dollars (USD),0.5815
1997,dc,alt,billions of us dollars (USD),0.753
1997,dc,amb,billions of us dollars (USD),2.9538
1997,dc,amd,billions of us dollars (USD),0.5026
1997,dc,art,billions of us dollars (USD),0.5026
1997,dc,bnk,billions of us dollars (USD),1.4304
1997,dc,brd,billions of us dollars (USD),3.7387
1997,dc,cep,billions of us dollars (USD),0.3799
1997,dc,che,billions of us dollars (USD),0.2741
1997,dc,com,billions of us dollars (USD),3.7387
1997,dc,con,billions of us dollars (USD),0.2741
1997,dc,dat,billions of us dollars (USD),3.7387
1997,dc,edu,billions of us dollars (USD),12.7079
1997,dc,eec,billions of us dollars (USD),0.3799
1997,dc,fbp,billions of us dollars (USD),1.2087
1997,dc,fbt,billions of us dollars (USD),1.2087
1997,dc,fdd,billions of us dollars (USD),1.496
1997,dc,fen,billions of us dollars (USD),1.496
1997,dc,fin,billions of us dollars (USD),1.4304
1997,dc,fmt,billions of us dollars (USD),0.2741
1997,dc,fnd,billions of us dollars (USD),1.496
1997,dc,fof,billions of us dollars (USD),0.3799
1997,dc,fpd,billions of us dollars (USD),0.3125
1997,dc,gmt,billions of us dollars (USD),0.9697
1997,dc,grd,billions of us dollars (USD),0.5815
1997,dc,hos,billions of us dollars (USD),2.9538
1997,dc,hou,billions of us dollars (USD),2.6156
1997,dc,ins,billions of us dollars (USD),1.4304
1997,dc,leg,billions of us dollars (USD),3.7387
1997,dc,man,billions of us dollars (USD),3.7387
1997,dc,mch,billions of us dollars (USD),0.2741
1997,dc,min,billions of us dollars (USD),0.5686
1997,dc,mmf,billions of us dollars (USD),0.2741
1997,dc,mot,billions of us dollars (USD),0.6969
1997,dc,mov,billions of us dollars (USD),3.7387
1997,dc,mvt,billions of us dollars (USD),0.6969
1997,dc,nmp,billions of us dollars (USD),0.2741
1997,dc,nrs,billions of us dollars (USD),2.9538
1997,dc,oil,billions of us dollars (USD),0.5686
1997,dc,ore,billions of us dollars (USD),2.6156
1997,dc,osv,billions of us dollars (USD),3.7387
1997,dc,ote,billions of us dollars (USD),0.6969
1997,dc,oth,billions of us dollars (USD),1.496
1997,dc,otr,billions of us dollars (USD),0.5815
1997,dc,ott,billions of us dollars (USD),0.9697
1997,dc,pet,billions of us dollars (USD),0.2741
1997,dc,pip,billions of us dollars (USD),0.5815
1997,dc,pla,billions of us dollars (USD),0.2741
1997,dc,pmt,billions of us dollars (USD),0.2741
1997,dc,ppd,billions of us dollars (USD),0.2741
1997,dc,pri,billions of us dollars (USD),0.2741
1997,dc,pub,billions of us dollars (USD),3.7387
1997,dc,rec,billions of us dollars (USD),0.5026
1997,dc,res,billions of us dollars (USD),0.8853
1997,dc,rnt,billions of us dollars (USD),0.5026
