yr,r,g,units,value
1999,wa,fbp,billions of us dollars (USD),11.9911
1999,wa,fbt,billions of us dollars (USD),11.9911
1999,wa,fdd,billions of us dollars (USD),12.247
1999,wa,fen,billions of us dollars (USD),12.247
1999,wa,fin,billions of us dollars (USD),9.8013
1999,wa,fmt,billions of us dollars (USD),1.982
1999,wa,fnd,billions of us dollars (USD),12.247
1999,wa,fof,billions of us dollars (USD),6.285
1999,wa,fpd,billions of us dollars (USD),4.5361
1999,wa,gmt,billions of us dollars (USD),9.9532
1999,wa,grd,billions of us dollars (USD),6.7852
1999,wa,hos,billions of us dollars (USD),18.6026
1999,wa,hou,billions of us dollars (USD),28.4162
1999,wa,ins,billions of us dollars (USD),9.8013
1999,wa,leg,billions of us dollars (USD),10.8906
1999,wa,man,billions of us dollars (USD),10.8906
1999,wa,mch,billions of us dollars (USD),1.982
1999,wa,min,billions of us dollars (USD),3.2528
1999,wa,mmf,billions of us dollars (USD),1.982
1999,wa,mot,billions of us dollars (USD),7.2209
1999,wa,mov,billions of us dollars (USD),10.8906
1999,wa,mvt,billions of us dollars (USD),7.2209
1999,wa,nmp,billions of us dollars (USD),1.982
1999,wa,nrs,billions of us dollars (USD),18.6026
1999,wa,oil,billions of us dollars (USD),3.2528
1999,wa,ore,billions of us dollars (USD),28.4162
1999,wa,osv,billions of us dollars (USD),10.8906
1999,wa,ote,billions of us dollars (USD),7.2209
1999,wa,oth,billions of us dollars (USD),12.247
1999,wa,otr,billions of us dollars (USD),6.7852
1999,wa,ott,billions of us dollars (USD),9.9532
1999,wa,pet,billions of us dollars (USD),1.982
1999,wa,pip,billions of us dollars (USD),6.7852
1999,wa,pla,billions of us dollars (USD),1.982
1999,wa,pmt,billions of us dollars (USD),1.982
1999,wa,ppd,billions of us dollars (USD),1.982
1999,wa,pri,billions of us dollars (USD),1.982
1999,wa,pub,billions of us dollars (USD),10.8906
1999,wa,rec,billions of us dollars (USD),5.2488
1999,wa,res,billions of us dollars (USD),8.7756
1999,wa,rnt,billions of us dollars (USD),5.2488
1999,wa,sec,billions of us dollars (USD),9.8013
1999,wa,sle,billions of us dollars (USD),12.247
1999,wa,slg,billions of us dollars (USD),12.247
1999,wa,smn,billions of us dollars (USD),9.9532
1999,wa,soc,billions of us dollars (USD),18.6026
1999,wa,tex,billions of us dollars (USD),5.3175
1999,wa,trk,billions of us dollars (USD),6.7852
1999,wa,trn,billions of us dollars (USD),6.7852
1999,wa,tsv,billions of us dollars (USD),10.8906
1999,wa,use,billions of us dollars (USD),12.247
1999,wa,uti,billions of us dollars (USD),28.4162
1999,wa,wht,billions of us dollars (USD),1.982
1999,wa,wpd,billions of us dollars (USD),4.5361
1999,wa,wrh,billions of us dollars (USD),10.8906
1999,wa,wst,billions of us dollars (USD),28.4162
1999,wa,wtt,billions of us dollars (USD),6.7852
1999,wi,adm,billions of us dollars (USD),9.4774
1999,wi,agr,billions of us dollars (USD),10.3035
1999,wi,air,billions of us dollars (USD),4.1236
1999,wi,alt,billions of us dollars (USD),4.4268
1999,wi,amb,billions of us dollars (USD),17.356
1999,wi,amd,billions of us dollars (USD),4.8011
1999,wi,art,billions of us dollars (USD),4.8011
1999,wi,bnk,billions of us dollars (USD),8.5529
1999,wi,brd,billions of us dollars (USD),9.4774
1999,wi,cep,billions of us dollars (USD),4.204
1999,wi,che,billions of us dollars (USD),1.6056
1999,wi,com,billions of us dollars (USD),9.4774
1999,wi,con,billions of us dollars (USD),1.6056
1999,wi,dat,billions of us dollars (USD),9.4774
1999,wi,edu,billions of us dollars (USD),70.4585
1999,wi,eec,billions of us dollars (USD),4.204
1999,wi,fbp,billions of us dollars (USD),10.3035
1999,wi,fbt,billions of us dollars (USD),10.3035
1999,wi,fdd,billions of us dollars (USD),12.726
1999,wi,fen,billions of us dollars (USD),12.726
1999,wi,fin,billions of us dollars (USD),8.5529
1999,wi,fmt,billions of us dollars (USD),1.6056
1999,wi,fnd,billions of us dollars (USD),12.726
1999,wi,fof,billions of us dollars (USD),4.204
1999,wi,fpd,billions of us dollars (USD),3.704
1999,wi,gmt,billions of us dollars (USD),9.0311
1999,wi,grd,billions of us dollars (USD),4.1236
1999,wi,hos,billions of us dollars (USD),17.356
1999,wi,hou,billions of us dollars (USD),19.7222
1999,wi,ins,billions of us dollars (USD),8.5529
1999,wi,leg,billions of us dollars (USD),9.4774
1999,wi,man,billions of us dollars (USD),9.4774
1999,wi,mch,billions of us dollars (USD),1.6056
1999,wi,min,billions of us dollars (USD),3.198
1999,wi,mmf,billions of us dollars (USD),1.6056
1999,wi,mot,billions of us dollars (USD),7.2587
1999,wi,mov,billions of us dollars (USD),9.4774
1999,wi,mvt,billions of us dollars (USD),7.2587
1999,wi,nmp,billions of us dollars (USD),1.6056
1999,wi,nrs,billions of us dollars (USD),17.356
1999,wi,oil,billions of us dollars (USD),3.198
1999,wi,ore,billions of us dollars (USD),19.7222
1999,wi,osv,billions of us dollars (USD),9.4774
1999,wi,ote,billions of us dollars (USD),7.2587
1999,wi,oth,billions of us dollars (USD),12.726
1999,wi,otr,billions of us dollars (USD),4.1236
1999,wi,ott,billions of us dollars (USD),9.0311
1999,wi,pet,billions of us dollars (USD),1.6056
1999,wi,pip,billions of us dollars (USD),4.1236
1999,wi,pla,billions of us dollars (USD),1.6056
1999,wi,pmt,billions of us dollars (USD),1.6056
1999,wi,ppd,billions of us dollars (USD),1.6056
1999,wi,pri,billions of us dollars (USD),1.6056
1999,wi,pub,billions of us dollars (USD),9.4774
1999,wi,rec,billions of us dollars (USD),4.8011
1999,wi,res,billions of us dollars (USD),6.4253
1999,wi,rnt,billions of us dollars (USD),4.8011
1999,wi,sec,billions of us dollars (USD),8.5529
1999,wi,sle,billions of us dollars (USD),12.726
1999,wi,slg,billions of us dollars (USD),12.726
1999,wi,smn,billions of us dollars (USD),9.0311
1999,wi,soc,billions of us dollars (USD),17.356
1999,wi,tex,billions of us dollars (USD),4.4268
1999,wi,trk,billions of us dollars (USD),4.1236
1999,wi,trn,billions of us dollars (USD),4.1236
1999,wi,tsv,billions of us dollars (USD),9.4774
1999,wi,use,billions of us dollars (USD),12.726
1999,wi,uti,billions of us dollars (USD),19.7222
1999,wi,wht,billions of us dollars (USD),1.6056
1999,wi,wpd,billions of us dollars (USD),3.704
1999,wi,wrh,billions of us dollars (USD),9.4774
1999,wi,wst,billions of us dollars (USD),19.7222
1999,wi,wtt,billions of us dollars (USD),4.1236
1999,wv,adm,billions of us dollars (USD),2.1829
1999,wv,agr,billions of us dollars (USD),3.1948
1999,wv,air,billions of us dollars (USD),0.5848
1999,wv,alt,billions of us dollars (USD),1.1896
1999,wv,amb,billions of us dollars (USD),5.9281
1999,wv,amd,billions of us dollars (USD),0.809
1999,wv,art,billions of us dollars (USD),0.809
1999,wv,bnk,billions of us dollars (USD),1.9263
1999,wv,brd,billions of us dollars (USD),2.1829
1999,wv,cep,billions of us dollars (USD),0.8807
1999,wv,che,billions of us dollars (USD),0.5024
1999,wv,com,billions of us dollars (USD),2.1829
1999,wv,con,billions of us dollars (USD),0.5024
1999,wv,dat,billions of us dollars (USD),2.1829
1999,wv,edu,billions of us dollars (USD),17.7611
1999,wv,eec,billions of us dollars (USD),0.8807
1999,wv,fbp,billions of us dollars (USD),3.1948
1999,wv,fbt,billions of us dollars (USD),3.1948
1999,wv,fdd,billions of us dollars (USD),3.211
1999,wv,fen,billions of us dollars (USD),3.211
1999,wv,fin,billions of us dollars (USD),1.9263
1999,wv,fmt,billions of us dollars (USD),0.5024
1999,wv,fnd,billions of us dollars (USD),3.211
1999,wv,fof,billions of us dollars (USD),0.8807
1999,wv,fpd,billions of us dollars (USD),0.9072
1999,wv,gmt,billions of us dollars (USD),3.1056
1999,wv,grd,billions of us dollars (USD),0.5848
1999,wv,hos,billions of us dollars (USD),5.9281
1999,wv,hou,billions of us dollars (USD),4.4678
1999,wv,ins,billions of us dollars (USD),1.9263
1999,wv,leg,billions of us dollars (USD),2.1829
1999,wv,man,billions of us dollars (USD),2.1829
1999,wv,mch,billions of us dollars (USD),0.5024
1999,wv,min,billions of us dollars (USD),1.0195
1999,wv,mmf,billions of us dollars (USD),0.5024
1999,wv,mot,billions of us dollars (USD),2.0586
1999,wv,mov,billions of us dollars (USD),2.1829
1999,wv,mvt,billions of us dollars (USD),2.0586
1999,wv,nmp,billions of us dollars (USD),0.5024
1999,wv,nrs,billions of us dollars (USD),5.9281
1999,wv,oil,billions of us dollars (USD),1.0195
1999,wv,ore,billions of us dollars (USD),4.4678
1999,wv,osv,billions of us dollars (USD),2.1829
1999,wv,ote,billions of us dollars (USD),2.0586
1999,wv,oth,billions of us dollars (USD),3.211
1999,wv,otr,billions of us dollars (USD),0.5848
1999,wv,ott,billions of us dollars (USD),3.1056
1999,wv,pet,billions of us dollars (USD),0.5024
1999,wv,pip,billions of us dollars (USD),0.5848
1999,wv,pla,billions of us dollars (USD),0.5024
1999,wv,pmt,billions of us dollars (USD),0.5024
1999,wv,ppd,billions of us dollars (USD),0.5024
1999,wv,pri,billions of us dollars (USD),0.5024
1999,wv,pub,billions of us dollars (USD),2.1829
1999,wv,rec,billions of us dollars (USD),0.809
1999,wv,res,billions of us dollars (USD),1.8623
1999,wv,rnt,billions of us dollars (USD),0.809
1999,wv,sec,billions of us dollars (USD),1.9263
1999,wv,sle,billions of us dollars (USD),3.211
1999,wv,slg,billions of us dollars (USD),3.211
1999,wv,smn,billions of us dollars (USD),3.1056
1999,wv,soc,billions of us dollars (USD),5.9281
1999,wv,tex,billions of us dollars (USD),1.1896
1999,wv,trk,billions of us dollars (USD),0.5848
1999,wv,trn,billions of us dollars (USD),0.5848
1999,wv,tsv,billions of us dollars (USD),2.1829
1999,wv,use,billions of us dollars (USD),3.211
1999,wv,uti,billions of us dollars (USD),4.4678
1999,wv,wht,billions of us dollars (USD),0.5024
1999,wv,wpd,billions of us dollars (USD),0.9072
1999,wv,wrh,billions of us dollars (USD),2.1829
1999,wv,wst,billions of us dollars (USD),4.4678
1999,wv,wtt,billions of us dollars (USD),0.5848
1999,wy,adm,billions of us dollars (USD),0.6905
1999,wy,agr,billions of us dollars (USD),1.0192
1999,wy,air,billions of us dollars (USD),0.2546
1999,wy,alt,billions of us dollars (USD),0.3518
1999,wy,amb,billions of us dollars (USD),1.2866
1999,wy,amd,billions of us dollars (USD),0.3502
1999,wy,art,billions of us dollars (USD),0.3502
1999,wy,bnk,billions of us dollars (USD),1.0208
1999,wy,brd,billions of us dollars (USD),0.6905
1999,wy,cep,billions of us dollars (USD),0.3161
1999,wy,che,billions of us dollars (USD),0.1585
1999,wy,com,billions of us dollars (USD),0.6905
1999,wy,con,billions of us dollars (USD),0.1585
1999,wy,dat,billions of us dollars (USD),0.6905
1999,wy,edu,billions of us dollars (USD),6.1258
1999,wy,eec,billions of us dollars (USD),0.3161
1999,wy,fbp,billions of us dollars (USD),1.0192
1999,wy,fbt,billions of us dollars (USD),1.0192
1999,wy,fdd,billions of us dollars (USD),0.957
1999,wy,fen,billions of us dollars (USD),0.957
1999,wy,fin,billions of us dollars (USD),1.0208
1999,wy,fmt,billions of us dollars (USD),0.1585
1999,wy,fnd,billions of us dollars (USD),0.957
1999,wy,fof,billions of us dollars (USD),0.3161
1999,wy,fpd,billions of us dollars (USD),0.2629
1999,wy,gmt,billions of us dollars (USD),0.7322
1999,wy,grd,billions of us dollars (USD),0.2546
1999,wy,hos,billions of us dollars (USD),1.2866
1999,wy,hou,billions of us dollars (USD),1.6807
1999,wy,ins,billions of us dollars (USD),1.0208
1999,wy,leg,billions of us dollars (USD),0.6905
1999,wy,man,billions of us dollars (USD),0.6905
1999,wy,mch,billions of us dollars (USD),0.1585
1999,wy,min,billions of us dollars (USD),0.5534
1999,wy,mmf,billions of us dollars (USD),0.1585
1999,wy,mot,billions of us dollars (USD),0.6492
1999,wy,mov,billions of us dollars (USD),0.6905
1999,wy,mvt,billions of us dollars (USD),0.6492
1999,wy,nmp,billions of us dollars (USD),0.1585
1999,wy,nrs,billions of us dollars (USD),1.2866
1999,wy,oil,billions of us dollars (USD),0.5534
1999,wy,ore,billions of us dollars (USD),1.6807
1999,wy,osv,billions of us dollars (USD),0.6905
1999,wy,ote,billions of us dollars (USD),0.6492
1999,wy,oth,billions of us dollars (USD),0.957
1999,wy,otr,billions of us dollars (USD),0.2546
1999,wy,ott,billions of us dollars (USD),0.7322
1999,wy,pet,billions of us dollars (USD),0.1585
1999,wy,pip,billions of us dollars (USD),0.2546
1999,wy,pla,billions of us dollars (USD),0.1585
1999,wy,pmt,billions of us dollars (USD),0.1585
1999,wy,ppd,billions of us dollars (USD),0.1585
1999,wy,pri,billions of us dollars (USD),0.1585
1999,wy,pub,billions of us dollars (USD),0.6905
1999,wy,rec,billions of us dollars (USD),0.3502
1999,wy,res,billions of us dollars (USD),0.8423
1999,wy,rnt,billions of us dollars (USD),0.3502
1999,wy,sec,billions of us dollars (USD),1.0208
1999,wy,sle,billions of us dollars (USD),0.957
1999,wy,slg,billions of us dollars (USD),0.957
1999,wy,smn,billions of us dollars (USD),0.7322
1999,wy,soc,billions of us dollars (USD),1.2866
1999,wy,tex,billions of us dollars (USD),0.3518
1999,wy,trk,billions of us dollars (USD),0.2546
1999,wy,trn,billions of us dollars (USD),0.2546
1999,wy,tsv,billions of us dollars (USD),0.6905
1999,wy,use,billions of us dollars (USD),0.957
1999,wy,uti,billions of us dollars (USD),1.6807
1999,wy,wht,billions of us dollars (USD),0.1585
1999,wy,wpd,billions of us dollars (USD),0.2629
1999,wy,wrh,billions of us dollars (USD),0.6905
1999,wy,wst,billions of us dollars (USD),1.6807
1999,wy,wtt,billions of us dollars (USD),0.2546
2000,ak,adm,billions of us dollars (USD),1.4505
2000,ak,agr,billions of us dollars (USD),1.6259
2000,ak,air,billions of us dollars (USD),0.5861
2000,ak,alt,billions of us dollars (USD),0.5372
2000,ak,amb,billions of us dollars (USD),2.3359
2000,ak,amd,billions of us dollars (USD),0.4681
2000,ak,art,billions of us dollars (USD),0.4681
2000,ak,bnk,billions of us dollars (USD),1.2056
2000,ak,brd,billions of us dollars (USD),1.4505
2000,ak,cep,billions of us dollars (USD),0.5337
2000,ak,che,billions of us dollars (USD),0.2594
2000,ak,com,billions of us dollars (USD),1.4505
2000,ak,con,billions of us dollars (USD),0.2594
2000,ak,dat,billions of us dollars (USD),1.4505
2000,ak,edu,billions of us dollars (USD),10.0984
2000,ak,eec,billions of us dollars (USD),0.5337
2000,ak,fbp,billions of us dollars (USD),1.6259
2000,ak,fbt,billions of us dollars (USD),1.6259
2000,ak,fdd,billions of us dollars (USD),1.785
2000,ak,fen,billions of us dollars (USD),1.785
2000,ak,fin,billions of us dollars (USD),1.2056
2000,ak,fmt,billions of us dollars (USD),0.2594
2000,ak,fnd,billions of us dollars (USD),1.785
2000,ak,fof,billions of us dollars (USD),0.5337
2000,ak,fpd,billions of us dollars (USD),0.3999
2000,ak,gmt,billions of us dollars (USD),1.1648
2000,ak,grd,billions of us dollars (USD),0.5861
2000,ak,hos,billions of us dollars (USD),2.3359
2000,ak,hou,billions of us dollars (USD),2.7903
2000,ak,ins,billions of us dollars (USD),1.2056
2000,ak,leg,billions of us dollars (USD),1.4505
2000,ak,man,billions of us dollars (USD),1.4505
2000,ak,mch,billions of us dollars (USD),0.2594
2000,ak,min,billions of us dollars (USD),0.5651
2000,ak,mmf,billions of us dollars (USD),0.2594
2000,ak,mot,billions of us dollars (USD),0.7427
2000,ak,mov,billions of us dollars (USD),1.4505
2000,ak,mvt,billions of us dollars (USD),0.7427
2000,ak,nmp,billions of us dollars (USD),0.2594
2000,ak,nrs,billions of us dollars (USD),2.3359
2000,ak,oil,billions of us dollars (USD),0.5651
2000,ak,ore,billions of us dollars (USD),2.7903
2000,ak,osv,billions of us dollars (USD),1.4505
2000,ak,ote,billions of us dollars (USD),0.7427
2000,ak,oth,billions of us dollars (USD),1.785
2000,ak,otr,billions of us dollars (USD),0.5861
2000,ak,ott,billions of us dollars (USD),1.1648
2000,ak,pet,billions of us dollars (USD),0.2594
2000,ak,pip,billions of us dollars (USD),0.5861
2000,ak,pla,billions of us dollars (USD),0.2594
2000,ak,pmt,billions of us dollars (USD),0.2594
2000,ak,ppd,billions of us dollars (USD),0.2594
2000,ak,pri,billions of us dollars (USD),0.2594
2000,ak,pub,billions of us dollars (USD),1.4505
2000,ak,rec,billions of us dollars (USD),0.4681
2000,ak,res,billions of us dollars (USD),1.2619
2000,ak,rnt,billions of us dollars (USD),0.4681
2000,ak,sec,billions of us dollars (USD),1.2056
2000,ak,sle,billions of us dollars (USD),1.785
2000,ak,slg,billions of us dollars (USD),1.785
2000,ak,smn,billions of us dollars (USD),1.1648
2000,ak,soc,billions of us dollars (USD),2.3359
2000,ak,tex,billions of us dollars (USD),0.5372
2000,ak,trk,billions of us dollars (USD),0.5861
2000,ak,trn,billions of us dollars (USD),0.5861
2000,ak,tsv,billions of us dollars (USD),1.4505
2000,ak,use,billions of us dollars (USD),1.785
2000,ak,uti,billions of us dollars (USD),2.7903
2000,ak,wht,billions of us dollars (USD),0.2594
2000,ak,wpd,billions of us dollars (USD),0.3999
2000,ak,wrh,billions of us dollars (USD),1.4505
2000,ak,wst,billions of us dollars (USD),2.7903
2000,ak,wtt,billions of us dollars (USD),0.5861
2000,al,adm,billions of us dollars (USD),6.1494
2000,al,agr,billions of us dollars (USD),8.3253
2000,al,air,billions of us dollars (USD),2.4107
2000,al,alt,billions of us dollars (USD),3.8072
2000,al,amb,billions of us dollars (USD),13.762
2000,al,amd,billions of us dollars (USD),3.3138
2000,al,art,billions of us dollars (USD),3.3138
2000,al,bnk,billions of us dollars (USD),7.1017
2000,al,brd,billions of us dollars (USD),6.1494
2000,al,cep,billions of us dollars (USD),2.2225
2000,al,che,billions of us dollars (USD),1.3565
2000,al,com,billions of us dollars (USD),6.1494
2000,al,con,billions of us dollars (USD),1.3565
2000,al,dat,billions of us dollars (USD),6.1494
2000,al,edu,billions of us dollars (USD),50.5644
2000,al,eec,billions of us dollars (USD),2.2225
2000,al,fbp,billions of us dollars (USD),8.3253
2000,al,fbt,billions of us dollars (USD),8.3253
2000,al,fdd,billions of us dollars (USD),7.807
2000,al,fen,billions of us dollars (USD),7.807
2000,al,fin,billions of us dollars (USD),7.1017
2000,al,fmt,billions of us dollars (USD),1.3565
2000,al,fnd,billions of us dollars (USD),7.807
2000,al,fof,billions of us dollars (USD),2.2225
2000,al,fpd,billions of us dollars (USD),2.5899
2000,al,gmt,billions of us dollars (USD),7.9684
2000,al,grd,billions of us dollars (USD),2.4107
2000,al,hos,billions of us dollars (USD),13.762
2000,al,hou,billions of us dollars (USD),13.0232
2000,al,ins,billions of us dollars (USD),7.1017
2000,al,leg,billions of us dollars (USD),6.1494
2000,al,man,billions of us dollars (USD),6.1494
2000,al,mch,billions of us dollars (USD),1.3565
2000,al,min,billions of us dollars (USD),3.052
2000,al,mmf,billions of us dollars (USD),1.3565
2000,al,mot,billions of us dollars (USD),5.8169
2000,al,mov,billions of us dollars (USD),6.1494
2000,al,mvt,billions of us dollars (USD),5.8169
2000,al,nmp,billions of us dollars (USD),1.3565
2000,al,nrs,billions of us dollars (USD),13.762
2000,al,oil,billions of us dollars (USD),3.052
2000,al,ore,billions of us dollars (USD),13.0232
2000,al,osv,billions of us dollars (USD),6.1494
2000,al,ote,billions of us dollars (USD),5.8169
2000,al,oth,billions of us dollars (USD),7.807
2000,al,otr,billions of us dollars (USD),2.4107
2000,al,ott,billions of us dollars (USD),7.9684
2000,al,pet,billions of us dollars (USD),1.3565
2000,al,pip,billions of us dollars (USD),2.4107
2000,al,pla,billions of us dollars (USD),1.3565
2000,al,pmt,billions of us dollars (USD),1.3565
2000,al,ppd,billions of us dollars (USD),1.3565
2000,al,pri,billions of us dollars (USD),1.3565
2000,al,pub,billions of us dollars (USD),6.1494
2000,al,rec,billions of us dollars (USD),3.3138
2000,al,res,billions of us dollars (USD),4.8036
2000,al,rnt,billions of us dollars (USD),3.3138
2000,al,sec,billions of us dollars (USD),7.1017
2000,al,sle,billions of us dollars (USD),7.807
2000,al,slg,billions of us dollars (USD),7.807
2000,al,smn,billions of us dollars (USD),7.9684
2000,al,soc,billions of us dollars (USD),13.762
2000,al,tex,billions of us dollars (USD),3.8072
2000,al,trk,billions of us dollars (USD),2.4107
2000,al,trn,billions of us dollars (USD),2.4107
2000,al,tsv,billions of us dollars (USD),6.1494
2000,al,use,billions of us dollars (USD),7.807
2000,al,uti,billions of us dollars (USD),13.0232
2000,al,wht,billions of us dollars (USD),1.3565
2000,al,wpd,billions of us dollars (USD),2.5899
2000,al,wrh,billions of us dollars (USD),6.1494
2000,al,wst,billions of us dollars (USD),13.0232
2000,al,wtt,billions of us dollars (USD),2.4107
2000,ar,adm,billions of us dollars (USD),3.4298
2000,ar,agr,billions of us dollars (USD),4.5609
2000,ar,air,billions of us dollars (USD),1.3687
2000,ar,alt,billions of us dollars (USD),2.445
2000,ar,amb,billions of us dollars (USD),7.7103
2000,ar,amd,billions of us dollars (USD),1.3512
2000,ar,art,billions of us dollars (USD),1.3512
2000,ar,bnk,billions of us dollars (USD),3.6345
2000,ar,brd,billions of us dollars (USD),3.4298
2000,ar,cep,billions of us dollars (USD),1.4222
2000,ar,che,billions of us dollars (USD),0.9485
2000,ar,com,billions of us dollars (USD),3.4298
2000,ar,con,billions of us dollars (USD),0.9485
2000,ar,dat,billions of us dollars (USD),3.4298
2000,ar,edu,billions of us dollars (USD),28.0392
2000,ar,eec,billions of us dollars (USD),1.4222
2000,ar,fbp,billions of us dollars (USD),4.5609
2000,ar,fbt,billions of us dollars (USD),4.5609
2000,ar,fdd,billions of us dollars (USD),4.206
2000,ar,fen,billions of us dollars (USD),4.206
2000,ar,fin,billions of us dollars (USD),3.6345
2000,ar,fmt,billions of us dollars (USD),0.9485
2000,ar,fnd,billions of us dollars (USD),4.206
2000,ar,fof,billions of us dollars (USD),1.4222
2000,ar,fpd,billions of us dollars (USD),1.5869
2000,ar,gmt,billions of us dollars (USD),4.4297
2000,ar,grd,billions of us dollars (USD),1.3687
2000,ar,hos,billions of us dollars (USD),7.7103
2000,ar,hou,billions of us dollars (USD),7.8086
2000,ar,ins,billions of us dollars (USD),3.6345
2000,ar,leg,billions of us dollars (USD),3.4298
2000,ar,man,billions of us dollars (USD),3.4298
2000,ar,mch,billions of us dollars (USD),0.9485
2000,ar,min,billions of us dollars (USD),2.2244
2000,ar,mmf,billions of us dollars (USD),0.9485
2000,ar,mot,billions of us dollars (USD),3.1833
2000,ar,mov,billions of us dollars (USD),3.4298
2000,ar,mvt,billions of us dollars (USD),3.1833
2000,ar,nmp,billions of us dollars (USD),0.9485
2000,ar,nrs,billions of us dollars (USD),7.7103
2000,ar,oil,billions of us dollars (USD),2.2244
2000,ar,ore,billions of us dollars (USD),7.8086
2000,ar,osv,billions of us dollars (USD),3.4298
2000,ar,ote,billions of us dollars (USD),3.1833
2000,ar,oth,billions of us dollars (USD),4.206
2000,ar,otr,billions of us dollars (USD),1.3687
2000,ar,ott,billions of us dollars (USD),4.4297
2000,ar,pet,billions of us dollars (USD),0.9485
2000,ar,pip,billions of us dollars (USD),1.3687
2000,ar,pla,billions of us dollars (USD),0.9485
2000,ar,pmt,billions of us dollars (USD),0.9485
2000,ar,ppd,billions of us dollars (USD),0.9485
2000,ar,pri,billions of us dollars (USD),0.9485
2000,ar,pub,billions of us dollars (USD),3.4298
2000,ar,rec,billions of us dollars (USD),1.3512
2000,ar,res,billions of us dollars (USD),2.7362
2000,ar,rnt,billions of us dollars (USD),1.3512
2000,ar,sec,billions of us dollars (USD),3.6345
2000,ar,sle,billions of us dollars (USD),4.206
2000,ar,slg,billions of us dollars (USD),4.206
2000,ar,smn,billions of us dollars (USD),4.4297
2000,ar,soc,billions of us dollars (USD),7.7103
2000,ar,tex,billions of us dollars (USD),2.445
2000,ar,trk,billions of us dollars (USD),1.3687
2000,ar,trn,billions of us dollars (USD),1.3687
2000,ar,tsv,billions of us dollars (USD),3.4298
2000,ar,use,billions of us dollars (USD),4.206
2000,ar,uti,billions of us dollars (USD),7.8086
2000,ar,wht,billions of us dollars (USD),0.9485
2000,ar,wpd,billions of us dollars (USD),1.5869
2000,ar,wrh,billions of us dollars (USD),3.4298
2000,ar,wst,billions of us dollars (USD),7.8086
2000,ar,wtt,billions of us dollars (USD),1.3687
2000,az,adm,billions of us dollars (USD),8.3297
2000,az,agr,billions of us dollars (USD),9.4252
2000,az,air,billions of us dollars (USD),4.6133
2000,az,alt,billions of us dollars (USD),4.307
2000,az,amb,billions of us dollars (USD),13.7674
2000,az,amd,billions of us dollars (USD),4.3288
2000,az,art,billions of us dollars (USD),4.3288
2000,az,bnk,billions of us dollars (USD),11.6182
2000,az,brd,billions of us dollars (USD),8.3297
2000,az,cep,billions of us dollars (USD),4.3161
2000,az,che,billions of us dollars (USD),2.0366
2000,az,com,billions of us dollars (USD),8.3297
2000,az,con,billions of us dollars (USD),2.0366
2000,az,dat,billions of us dollars (USD),8.3297
2000,az,edu,billions of us dollars (USD),71.2071
2000,az,eec,billions of us dollars (USD),4.3161
2000,az,fbp,billions of us dollars (USD),9.4252
2000,az,fbt,billions of us dollars (USD),9.4252
2000,az,fdd,billions of us dollars (USD),8.195
2000,az,fen,billions of us dollars (USD),8.195
2000,az,fin,billions of us dollars (USD),11.6182
2000,az,fmt,billions of us dollars (USD),2.0366
2000,az,fnd,billions of us dollars (USD),8.195
2000,az,fof,billions of us dollars (USD),4.3161
2000,az,fpd,billions of us dollars (USD),4.0773
2000,az,gmt,billions of us dollars (USD),9.1038
2000,az,grd,billions of us dollars (USD),4.6133
2000,az,hos,billions of us dollars (USD),13.7674
2000,az,hou,billions of us dollars (USD),20.2301
2000,az,ins,billions of us dollars (USD),11.6182
2000,az,leg,billions of us dollars (USD),8.3297
2000,az,man,billions of us dollars (USD),8.3297
2000,az,mch,billions of us dollars (USD),2.0366
2000,az,min,billions of us dollars (USD),3.7128
2000,az,mmf,billions of us dollars (USD),2.0366
2000,az,mot,billions of us dollars (USD),6.8915
2000,az,mov,billions of us dollars (USD),8.3297
2000,az,mvt,billions of us dollars (USD),6.8915
2000,az,nmp,billions of us dollars (USD),2.0366
2000,az,nrs,billions of us dollars (USD),13.7674
2000,az,oil,billions of us dollars (USD),3.7128
2000,az,ore,billions of us dollars (USD),20.2301
2000,az,osv,billions of us dollars (USD),8.3297
2000,az,ote,billions of us dollars (USD),6.8915
2000,az,oth,billions of us dollars (USD),8.195
2000,az,otr,billions of us dollars (USD),4.6133
2000,az,ott,billions of us dollars (USD),9.1038
2000,az,pet,billions of us dollars (USD),2.0366
2000,az,pip,billions of us dollars (USD),4.6133
2000,az,pla,billions of us dollars (USD),2.0366
2000,az,pmt,billions of us dollars (USD),2.0366
2000,az,ppd,billions of us dollars (USD),2.0366
2000,az,pri,billions of us dollars (USD),2.0366
2000,az,pub,billions of us dollars (USD),8.3297
2000,az,rec,billions of us dollars (USD),4.3288
2000,az,res,billions of us dollars (USD),8.3196
2000,az,rnt,billions of us dollars (USD),4.3288
2000,az,sec,billions of us dollars (USD),11.6182
2000,az,sle,billions of us dollars (USD),8.195
2000,az,slg,billions of us dollars (USD),8.195
2000,az,smn,billions of us dollars (USD),9.1038
2000,az,soc,billions of us dollars (USD),13.7674
2000,az,tex,billions of us dollars (USD),4.307
2000,az,trk,billions of us dollars (USD),4.6133
2000,az,trn,billions of us dollars (USD),4.6133
2000,az,tsv,billions of us dollars (USD),8.3297
2000,az,use,billions of us dollars (USD),8.195
2000,az,uti,billions of us dollars (USD),20.2301
2000,az,wht,billions of us dollars (USD),2.0366
2000,az,wpd,billions of us dollars (USD),4.0773
