yr,g,s,units,value
2007,adv_tsv,pri_pri,billions of us dollars (USD),28.237
2007,adv_tsv,rad_brd,billions of us dollars (USD),46.658
2007,adv_tsv,sap_pri,billions of us dollars (USD),0.071
2007,adv_tsv,sat_brd,billions of us dollars (USD),0.227
2007,adv_tsv,sgn_mmf,billions of us dollars (USD),3.171
2007,adv_tsv,shv_fpd,billions of us dollars (USD),0.013
2007,adv_tsv,smi_mmf,billions of us dollars (USD),0.003
2007,adv_tsv,spr_art,billions of us dollars (USD),4.387
2007,adv_tsv,supply,billions of us dollars (USD),342.933
2007,adv_tsv,tax,billions of us dollars (USD),1.433
2007,adv_tsv,taxlessubsidies,billions of us dollars (USD),1.433
2007,adv_tsv,toy_mmf,billions of us dollars (USD),0.005
2007,adv_tsv,txf_tex,billions of us dollars (USD),0.005
2007,adv_tsv,wcm_cep,billions of us dollars (USD),0.001
2007,adv_tsv,wls_brd,billions of us dollars (USD),0.019
2007,adv_tsv,wtl_brd,billions of us dollars (USD),7.842
2007,aec_cep,acn_mch,billions of us dollars (USD),0.004
2007,aec_cep,aec_cep,billions of us dollars (USD),2.714
2007,aec_cep,basicsupply,billions of us dollars (USD),3.843
2007,aec_cep,duties,billions of us dollars (USD),0.009
2007,aec_cep,els_cep,billions of us dollars (USD),0.005
2007,aec_cep,hea_mch,billions of us dollars (USD),0.063
2007,aec_cep,imports,billions of us dollars (USD),0.901
2007,aec_cep,margins,billions of us dollars (USD),0.34
2007,aec_cep,oci_mch,billions of us dollars (USD),0.001
2007,aec_cep,omv_mot,billions of us dollars (USD),0.002
2007,aec_cep,output,billions of us dollars (USD),2.942
2007,aec_cep,plt_fmt,billions of us dollars (USD),0.002
2007,aec_cep,ric_eec,billions of us dollars (USD),0.026
2007,aec_cep,supply,billions of us dollars (USD),4.279
2007,aec_cep,swt_eec,billions of us dollars (USD),0.08
2007,aec_cep,tax,billions of us dollars (USD),0.009
2007,aec_cep,taxlessubsidies,billions of us dollars (USD),0.018
2007,aec_cep,toy_mmf,billions of us dollars (USD),0.001
2007,aec_cep,trdtrn,billions of us dollars (USD),0.417
2007,aec_cep,trncost,billions of us dollars (USD),0.077
2007,aec_cep,vlv_fmt,billions of us dollars (USD),0.042
2007,aec_cep,wdv_eec,billions of us dollars (USD),0.002
2007,aen_ote,aen_ote,billions of us dollars (USD),31.232
2007,aen_ote,air_ote,billions of us dollars (USD),0.123
2007,aen_ote,basicsupply,billions of us dollars (USD),43.779
2007,aen_ote,duties,billions of us dollars (USD),0.002
2007,aen_ote,fld_mch,billions of us dollars (USD),0.052
2007,aen_ote,imm_mch,billions of us dollars (USD),0.058
2007,aen_ote,imports,billions of us dollars (USD),11.456
2007,aen_ote,margins,billions of us dollars (USD),1.112
2007,aen_ote,mch_wht,billions of us dollars (USD),0.017
2007,aen_ote,oar_ote,billions of us dollars (USD),0.32
2007,aen_ote,omm_mmf,billions of us dollars (USD),0.122
2007,aen_ote,output,billions of us dollars (USD),32.323
2007,aen_ote,pro_ote,billions of us dollars (USD),0.283
2007,aen_ote,supply,billions of us dollars (USD),45.403
2007,aen_ote,tax,billions of us dollars (USD),0.055
2007,aen_ote,taxlessubsidies,billions of us dollars (USD),0.057
2007,aen_ote,tbn_mch,billions of us dollars (USD),0.114
2007,aen_ote,trdtrn,billions of us dollars (USD),1.567
2007,aen_ote,trncost,billions of us dollars (USD),0.454
2007,agc_mch,agc_mch,billions of us dollars (USD),8.82
2007,agc_mch,air_mch,billions of us dollars (USD),0.007
2007,agc_mch,basicsupply,billions of us dollars (USD),11.562
2007,agc_mch,duties,billions of us dollars (USD),0.016
2007,agc_mch,gas_mot,billions of us dollars (USD),0.009
2007,agc_mch,imports,billions of us dollars (USD),2.358
2007,agc_mch,ipv_cep,billions of us dollars (USD),0.013
2007,agc_mch,margins,billions of us dollars (USD),1.487
2007,agc_mch,mat_mch,billions of us dollars (USD),0.012
2007,agc_mch,mch_fmt,billions of us dollars (USD),0.001
2007,agc_mch,oee_mch,billions of us dollars (USD),0.004
2007,agc_mch,ogp_mch,billions of us dollars (USD),0.011
2007,agc_mch,omv_mot,billions of us dollars (USD),0.001
2007,agc_mch,oti_mch,billions of us dollars (USD),0.07
2007,agc_mch,output,billions of us dollars (USD),9.204
2007,agc_mch,pht_mch,billions of us dollars (USD),0.033
2007,agc_mch,ppe_mch,billions of us dollars (USD),0.126
2007,agc_mch,pwr_fmt,billions of us dollars (USD),0.01
2007,agc_mch,pwr_mch,billions of us dollars (USD),0.003
2007,agc_mch,sem_cep,billions of us dollars (USD),0.026
2007,agc_mch,sme_pmt,billions of us dollars (USD),0.017
2007,agc_mch,smi_mmf,billions of us dollars (USD),0.002
2007,agc_mch,supply,billions of us dollars (USD),13.351
2007,agc_mch,tax,billions of us dollars (USD),0.045
2007,agc_mch,taxlessubsidies,billions of us dollars (USD),0.061
2007,agc_mch,tbn_mch,billions of us dollars (USD),0.026
2007,agc_mch,tir_pla,billions of us dollars (USD),0.004
2007,agc_mch,trdtrn,billions of us dollars (USD),1.728
2007,agc_mch,trncost,billions of us dollars (USD),0.241
2007,agc_mch,vlv_fmt,billions of us dollars (USD),0.01
2007,agn_ins,agn_ins,billions of us dollars (USD),167.3
2007,agn_ins,basicsupply,billions of us dollars (USD),185.567
2007,agn_ins,car_ins,billions of us dollars (USD),13.343
2007,agn_ins,com_sec,billions of us dollars (USD),2.455
2007,agn_ins,dir_ins,billions of us dollars (USD),1.24
2007,agn_ins,mvt_mvt,billions of us dollars (USD),0.258
2007,agn_ins,off_adm,billions of us dollars (USD),0.048
2007,agn_ins,ofi_sec,billions of us dollars (USD),0.627
2007,agn_ins,ore_ore,billions of us dollars (USD),0.261
2007,agn_ins,output,billions of us dollars (USD),185.567
2007,agn_ins,sce_otr,billions of us dollars (USD),0.035
2007,agn_ins,supply,billions of us dollars (USD),185.567
2007,agt_art,agt_art,billions of us dollars (USD),16.487
2007,agt_art,basicsupply,billions of us dollars (USD),21.534
2007,agt_art,edu_slg,billions of us dollars (USD),0.001
2007,agt_art,imports,billions of us dollars (USD),0.071
2007,agt_art,ind_art,billions of us dollars (USD),4.014
2007,agt_art,ori_rec,billions of us dollars (USD),0.077
2007,agt_art,oth_slg,billions of us dollars (USD),0.377
2007,agt_art,output,billions of us dollars (USD),21.464
2007,agt_art,pfm_art,billions of us dollars (USD),0.206
2007,agt_art,spr_art,billions of us dollars (USD),0.302
2007,agt_art,supply,billions of us dollars (USD),22.541
2007,agt_art,tax,billions of us dollars (USD),1.006
2007,agt_art,taxlessubsidies,billions of us dollars (USD),1.006
2007,air_air,air_air,billions of us dollars (USD),145.45
2007,air_air,basicsupply,billions of us dollars (USD),167.029
2007,air_air,ciffob,billions of us dollars (USD),-1.615
2007,air_air,imports,billions of us dollars (USD),22.937
2007,air_air,mes_otr,billions of us dollars (USD),0.018
2007,air_air,output,billions of us dollars (USD),145.707
2007,air_air,sce_otr,billions of us dollars (USD),0.238
2007,air_air,subsidies,billions of us dollars (USD),-0.094
2007,air_air,supply,billions of us dollars (USD),178.169
2007,air_air,tax,billions of us dollars (USD),13.909
2007,air_air,taxlessubsidies,billions of us dollars (USD),13.815
2007,air_air,trdtrn,billions of us dollars (USD),-2.676
2007,air_air,trncost,billions of us dollars (USD),-2.676
2007,air_mch,acn_mch,billions of us dollars (USD),0.003
2007,air_mch,air_mch,billions of us dollars (USD),5.037
2007,air_mch,basicsupply,billions of us dollars (USD),6.954
2007,air_mch,duties,billions of us dollars (USD),0.018
2007,air_mch,imports,billions of us dollars (USD),1.625
2007,air_mch,margins,billions of us dollars (USD),1.601
2007,air_mch,mat_mch,billions of us dollars (USD),0.019
2007,air_mch,mtg_eec,billions of us dollars (USD),0.004
2007,air_mch,ogp_mch,billions of us dollars (USD),0.128
2007,air_mch,orn_fmt,billions of us dollars (USD),0.1
2007,air_mch,oti_mch,billions of us dollars (USD),0.038
2007,air_mch,output,billions of us dollars (USD),5.329
2007,air_mch,supply,billions of us dollars (USD),8.779
2007,air_mch,tax,billions of us dollars (USD),0.063
2007,air_mch,taxlessubsidies,billions of us dollars (USD),0.082
2007,air_mch,trdtrn,billions of us dollars (USD),1.743
2007,air_mch,trncost,billions of us dollars (USD),0.143
2007,air_ote,aen_ote,billions of us dollars (USD),0.001
2007,air_ote,air_ote,billions of us dollars (USD),84.141
2007,air_ote,basicsupply,billions of us dollars (USD),98.189
2007,air_ote,brd_cep,billions of us dollars (USD),0.069
2007,air_ote,imports,billions of us dollars (USD),12.059
2007,air_ote,margins,billions of us dollars (USD),2.83
2007,air_ote,mis_ote,billions of us dollars (USD),0.003
2007,air_ote,oar_ote,billions of us dollars (USD),1.307
2007,air_ote,output,billions of us dollars (USD),86.13
2007,air_ote,pro_ote,billions of us dollars (USD),0.097
2007,air_ote,sdn_cep,billions of us dollars (USD),0.512
2007,air_ote,supply,billions of us dollars (USD),102.213
2007,air_ote,tax,billions of us dollars (USD),0.161
2007,air_ote,taxlessubsidies,billions of us dollars (USD),0.161
2007,air_ote,trdtrn,billions of us dollars (USD),3.863
2007,air_ote,trncost,billions of us dollars (USD),1.032
2007,ala_pmt,ala_pmt,billions of us dollars (USD),7.349
2007,ala_pmt,alu_pmt,billions of us dollars (USD),0.641
2007,ala_pmt,basicsupply,billions of us dollars (USD),25.173
2007,ala_pmt,ceh_fmt,billions of us dollars (USD),0.02
2007,ala_pmt,cme_eec,billions of us dollars (USD),0.008
2007,ala_pmt,cop_pmt,billions of us dollars (USD),0.004
2007,ala_pmt,duties,billions of us dollars (USD),0.002
2007,ala_pmt,imports,billions of us dollars (USD),9.341
2007,ala_pmt,margins,billions of us dollars (USD),1.957
2007,ala_pmt,obi_che,billions of us dollars (USD),0.193
2007,ala_pmt,opm_pla,billions of us dollars (USD),0.042
2007,ala_pmt,output,billions of us dollars (USD),15.832
2007,ala_pmt,sme_pmt,billions of us dollars (USD),7.575
2007,ala_pmt,supply,billions of us dollars (USD),27.754
2007,ala_pmt,tax,billions of us dollars (USD),0.044
2007,ala_pmt,taxlessubsidies,billions of us dollars (USD),0.046
2007,ala_pmt,trdtrn,billions of us dollars (USD),2.535
2007,ala_pmt,trncost,billions of us dollars (USD),0.578
2007,ali_cep,aec_cep,billions of us dollars (USD),0.001
2007,ali_cep,ali_cep,billions of us dollars (USD),12.127
2007,ali_cep,aud_cep,billions of us dollars (USD),0.004
2007,ali_cep,basicsupply,billions of us dollars (USD),16.43
2007,ali_cep,duties,billions of us dollars (USD),0.022
2007,ali_cep,eea_cep,billions of us dollars (USD),0.012
2007,ali_cep,els_cep,billions of us dollars (USD),0.022
2007,ali_cep,imports,billions of us dollars (USD),3.765
2007,ali_cep,inv_che,billions of us dollars (USD),0.06
2007,ali_cep,ipv_cep,billions of us dollars (USD),0.084
2007,ali_cep,margins,billions of us dollars (USD),1.474
2007,ali_cep,opt_mch,billions of us dollars (USD),0.109
2007,ali_cep,output,billions of us dollars (USD),12.665
2007,ali_cep,sas_mmf,billions of us dollars (USD),0.021
2007,ali_cep,sdn_cep,billions of us dollars (USD),0.195
2007,ali_cep,supply,billions of us dollars (USD),18.311
2007,ali_cep,tax,billions of us dollars (USD),0.04
2007,ali_cep,taxlessubsidies,billions of us dollars (USD),0.062
2007,ali_cep,trdtrn,billions of us dollars (USD),1.82
2007,ali_cep,trncost,billions of us dollars (USD),0.346
2007,ali_cep,wcm_cep,billions of us dollars (USD),0.031
2007,alu_pmt,ala_pmt,billions of us dollars (USD),0.264
2007,alu_pmt,alu_pmt,billions of us dollars (USD),24.329
2007,alu_pmt,aud_cep,billions of us dollars (USD),0.01
2007,alu_pmt,basicsupply,billions of us dollars (USD),31.003
2007,alu_pmt,cme_eec,billions of us dollars (USD),0.186
2007,alu_pmt,cop_pmt,billions of us dollars (USD),0.085
2007,alu_pmt,duties,billions of us dollars (USD),0.079
2007,alu_pmt,fab_fmt,billions of us dollars (USD),0.016
2007,alu_pmt,hdw_fmt,billions of us dollars (USD),0.011
2007,alu_pmt,imports,billions of us dollars (USD),5.835
2007,alu_pmt,margins,billions of us dollars (USD),2.574
2007,alu_pmt,nms_pmt,billions of us dollars (USD),0.033
2007,alu_pmt,ofm_mmf,billions of us dollars (USD),0.013
2007,alu_pmt,opm_pla,billions of us dollars (USD),0.009
2007,alu_pmt,orn_fmt,billions of us dollars (USD),0.009
2007,alu_pmt,output,billions of us dollars (USD),25.169
2007,alu_pmt,ppb_ppd,billions of us dollars (USD),0.014
2007,alu_pmt,sem_cep,billions of us dollars (USD),0.098
2007,alu_pmt,sgn_mmf,billions of us dollars (USD),0.09
2007,alu_pmt,supply,billions of us dollars (USD),34.443
2007,alu_pmt,tax,billions of us dollars (USD),0.058
2007,alu_pmt,taxlessubsidies,billions of us dollars (USD),0.138
2007,alu_pmt,trdtrn,billions of us dollars (USD),3.302
2007,alu_pmt,trncost,billions of us dollars (USD),0.727
2007,amd_amd,amd_amd,billions of us dollars (USD),113.194
2007,amd_amd,amu_rec,billions of us dollars (USD),0.128
2007,amd_amd,basicsupply,billions of us dollars (USD),133.75
2007,amd_amd,cas_rec,billions of us dollars (USD),0.008
2007,amd_amd,edu_slg,billions of us dollars (USD),6.926
2007,amd_amd,ful_res,billions of us dollars (USD),0.112
2007,amd_amd,mus_art,billions of us dollars (USD),0.002
2007,amd_amd,ofd_res,billions of us dollars (USD),0.025
2007,amd_amd,ore_ore,billions of us dollars (USD),0.047
2007,amd_amd,ori_rec,billions of us dollars (USD),0.263
2007,amd_amd,oth_slg,billions of us dollars (USD),0.675
2007,amd_amd,output,billions of us dollars (USD),133.75
2007,amd_amd,sec_edu,billions of us dollars (USD),0.198
2007,amd_amd,supply,billions of us dollars (USD),143.894
2007,amd_amd,tax,billions of us dollars (USD),10.144
2007,amd_amd,taxlessubsidies,billions of us dollars (USD),10.144
2007,amd_amd,uni_edu,billions of us dollars (USD),12.172
2007,amn_fmt,acn_mch,billions of us dollars (USD),0.007
2007,amn_fmt,air_ote,billions of us dollars (USD),0.009
2007,amn_fmt,amn_fmt,billions of us dollars (USD),8.046
2007,amn_fmt,basicsupply,billions of us dollars (USD),10.442
2007,amn_fmt,duties,billions of us dollars (USD),0.023
2007,amn_fmt,imports,billions of us dollars (USD),1.862
2007,amn_fmt,inv_che,billions of us dollars (USD),0.005
2007,amn_fmt,margins,billions of us dollars (USD),5.093
2007,amn_fmt,mis_ote,billions of us dollars (USD),0.292
2007,amn_fmt,mlt_ote,billions of us dollars (USD),0.144
2007,amn_fmt,oar_ote,billions of us dollars (USD),0.001
2007,amn_fmt,och_che,billions of us dollars (USD),0.006
2007,amn_fmt,oee_mch,billions of us dollars (USD),0.001
2007,amn_fmt,output,billions of us dollars (USD),8.58
2007,amn_fmt,pro_ote,billions of us dollars (USD),0.062
2007,amn_fmt,smi_mmf,billions of us dollars (USD),0.002
2007,amn_fmt,supply,billions of us dollars (USD),16.107
2007,amn_fmt,tax,billions of us dollars (USD),0.33
2007,amn_fmt,taxlessubsidies,billions of us dollars (USD),0.353
2007,amn_fmt,toy_mmf,billions of us dollars (USD),0.003
2007,amn_fmt,trdtrn,billions of us dollars (USD),5.312
2007,amn_fmt,trncost,billions of us dollars (USD),0.219
2007,amn_fmt,wcm_cep,billions of us dollars (USD),0.001
2007,amu_rec,amu_rec,billions of us dollars (USD),11.163
2007,amu_rec,basicsupply,billions of us dollars (USD),11.436
2007,amu_rec,fbt_fbt,billions of us dollars (USD),0.015
2007,amu_rec,ori_rec,billions of us dollars (USD),0.201
2007,amu_rec,output,billions of us dollars (USD),11.436
2007,amu_rec,pic_mov,billions of us dollars (USD),0.057
2007,amu_rec,supply,billions of us dollars (USD),12.109
2007,amu_rec,tax,billions of us dollars (USD),0.673
2007,amu_rec,taxlessubsidies,billions of us dollars (USD),0.673
2007,app_alt,app_alt,billions of us dollars (USD),18.268
2007,app_alt,asp_fbp,billions of us dollars (USD),0.004
2007,app_alt,basicsupply,billions of us dollars (USD),101.493
2007,app_alt,clo_ott,billions of us dollars (USD),0.29
2007,app_alt,duties,billions of us dollars (USD),10.477
2007,app_alt,edu_slg,billions of us dollars (USD),0.987
2007,app_alt,fml_tex,billions of us dollars (USD),0.047
2007,app_alt,gmt_gmt,billions of us dollars (USD),0.012
2007,app_alt,imports,billions of us dollars (USD),81.246
2007,app_alt,lea_alt,billions of us dollars (USD),0.074
2007,app_alt,lin_tex,billions of us dollars (USD),0.014
2007,app_alt,margins,billions of us dollars (USD),134.487
2007,app_alt,oth_slg,billions of us dollars (USD),0.332
2007,app_alt,otp_tex,billions of us dollars (USD),0.047
2007,app_alt,output,billions of us dollars (USD),20.247
2007,app_alt,pri_pri,billions of us dollars (USD),0.058
2007,app_alt,sas_mmf,billions of us dollars (USD),0.012
2007,app_alt,supply,billions of us dollars (USD),265.591
2007,app_alt,tax,billions of us dollars (USD),14.741
2007,app_alt,taxlessubsidies,billions of us dollars (USD),25.218
2007,app_alt,trdtrn,billions of us dollars (USD),138.88
2007,app_alt,trncost,billions of us dollars (USD),4.393
2007,app_alt,txf_tex,billions of us dollars (USD),0.102
2007,arc_tsv,air_air,billions of us dollars (USD),0.635
2007,arc_tsv,arc_tsv,billions of us dollars (USD),263.763
2007,arc_tsv,basicsupply,billions of us dollars (USD),282.369
2007,arc_tsv,cus_com,billions of us dollars (USD),0.79
2007,arc_tsv,des_tsv,billions of us dollars (USD),0.034
2007,arc_tsv,dwe_adm,billions of us dollars (USD),0.221
2007,arc_tsv,edu_slg,billions of us dollars (USD),0.175
2007,arc_tsv,env_tsv,billions of us dollars (USD),0.144
2007,arc_tsv,fac_adm,billions of us dollars (USD),0.135
2007,arc_tsv,fdd_fdd,billions of us dollars (USD),0.997
2007,arc_tsv,imports,billions of us dollars (USD),10.387
2007,arc_tsv,ocs_com,billions of us dollars (USD),0.066
2007,arc_tsv,off_adm,billions of us dollars (USD),0.212
2007,arc_tsv,oth_slg,billions of us dollars (USD),3.856
2007,arc_tsv,output,billions of us dollars (USD),271.982
2007,arc_tsv,sci_tsv,billions of us dollars (USD),0.702
2007,arc_tsv,supply,billions of us dollars (USD),282.707
2007,arc_tsv,sys_com,billions of us dollars (USD),0.252
2007,arc_tsv,tax,billions of us dollars (USD),0.338
2007,arc_tsv,taxlessubsidies,billions of us dollars (USD),0.338
2007,asp_fbp,asp_fbp,billions of us dollars (USD),105.144
2007,asp_fbp,basicsupply,billions of us dollars (USD),112.946
2007,asp_fbp,can_fbp,billions of us dollars (USD),0.025
2007,asp_fbp,chk_fbp,billions of us dollars (USD),0.573
2007,asp_fbp,duties,billions of us dollars (USD),0.071
2007,asp_fbp,fat_fbp,billions of us dollars (USD),0.068
2007,asp_fbp,fzn_fbp,billions of us dollars (USD),0.022
2007,asp_fbp,gro_wht,billions of us dollars (USD),1.1
2007,asp_fbp,imports,billions of us dollars (USD),5.62
2007,asp_fbp,margins,billions of us dollars (USD),31.967
2007,asp_fbp,oaf_fbp,billions of us dollars (USD),0.066
2007,asp_fbp,och_che,billions of us dollars (USD),0.009
2007,asp_fbp,ofm_fbp,billions of us dollars (USD),0.319
2007,asp_fbp,output,billions of us dollars (USD),107.325
2007,asp_fbp,supply,billions of us dollars (USD),150.528
2007,asp_fbp,tax,billions of us dollars (USD),2.992
2007,asp_fbp,taxlessubsidies,billions of us dollars (USD),3.063
2007,asp_fbp,trdtrn,billions of us dollars (USD),34.519
2007,asp_fbp,trncost,billions of us dollars (USD),2.552
