yr,g,s,units,value
1997,air,trdtrn,billions of us dollars (USD),-6.271
1997,air,trncost,billions of us dollars (USD),-6.271
1997,alt,alt,billions of us dollars (USD),82.719
1997,alt,basicsupply,billions of us dollars (USD),150.021
1997,alt,duties,billions of us dollars (USD),8.469
1997,alt,fbp,billions of us dollars (USD),0.001
1997,alt,fmt,billions of us dollars (USD),0.004
1997,alt,fpd,billions of us dollars (USD),0.001
1997,alt,gmt,billions of us dollars (USD),0.006
1997,alt,imports,billions of us dollars (USD),65.189
1997,alt,margins,billions of us dollars (USD),112.536
1997,alt,mmf,billions of us dollars (USD),0.578
1997,alt,ott,billions of us dollars (USD),0.267
1997,alt,output,billions of us dollars (USD),84.832
1997,alt,pri,billions of us dollars (USD),0.04
1997,alt,slg,billions of us dollars (USD),0.818
1997,alt,supply,billions of us dollars (USD),290.97
1997,alt,tax,billions of us dollars (USD),15.285
1997,alt,taxlessubsidies,billions of us dollars (USD),23.754
1997,alt,tex,billions of us dollars (USD),0.399
1997,alt,trdtrn,billions of us dollars (USD),117.195
1997,alt,trncost,billions of us dollars (USD),4.659
1997,amb,adm,billions of us dollars (USD),0.003
1997,amb,air,billions of us dollars (USD),0.036
1997,amb,amb,billions of us dollars (USD),382.771
1997,amb,basicsupply,billions of us dollars (USD),400.186
1997,amb,gmt,billions of us dollars (USD),0.198
1997,amb,hos,billions of us dollars (USD),3.649
1997,amb,nrs,billions of us dollars (USD),0.466
1997,amb,otr,billions of us dollars (USD),0.011
1997,amb,ott,billions of us dollars (USD),0.269
1997,amb,output,billions of us dollars (USD),400.186
1997,amb,slg,billions of us dollars (USD),12.695
1997,amb,soc,billions of us dollars (USD),0.089
1997,amb,supply,billions of us dollars (USD),400.361
1997,amb,tax,billions of us dollars (USD),0.175
1997,amb,taxlessubsidies,billions of us dollars (USD),0.175
1997,amd,amd,billions of us dollars (USD),73.17
1997,amd,art,billions of us dollars (USD),0.001
1997,amd,basicsupply,billions of us dollars (USD),82.429
1997,amd,edu,billions of us dollars (USD),4.432
1997,amd,ore,billions of us dollars (USD),0.049
1997,amd,output,billions of us dollars (USD),82.429
1997,amd,rec,billions of us dollars (USD),0.303
1997,amd,res,billions of us dollars (USD),0.338
1997,amd,slg,billions of us dollars (USD),4.135
1997,amd,supply,billions of us dollars (USD),88.314
1997,amd,tax,billions of us dollars (USD),5.885
1997,amd,taxlessubsidies,billions of us dollars (USD),5.885
1997,art,art,billions of us dollars (USD),49.592
1997,art,basicsupply,billions of us dollars (USD),52.145
1997,art,edu,billions of us dollars (USD),0.389
1997,art,fdd,billions of us dollars (USD),0.012
1997,art,imports,billions of us dollars (USD),0.102
1997,art,output,billions of us dollars (USD),52.043
1997,art,rec,billions of us dollars (USD),0.127
1997,art,sle,billions of us dollars (USD),0.423
1997,art,slg,billions of us dollars (USD),1.502
1997,art,supply,billions of us dollars (USD),54.061
1997,art,tax,billions of us dollars (USD),1.916
1997,art,taxlessubsidies,billions of us dollars (USD),1.916
1997,bnk,basicsupply,billions of us dollars (USD),324.487
1997,bnk,bnk,billions of us dollars (USD),316.286
1997,bnk,fbt,billions of us dollars (USD),0.028
1997,bnk,imports,billions of us dollars (USD),0.029
1997,bnk,mvt,billions of us dollars (USD),2.133
1997,bnk,ott,billions of us dollars (USD),0.322
1997,bnk,output,billions of us dollars (USD),324.459
1997,bnk,sec,billions of us dollars (USD),5.613
1997,bnk,sle,billions of us dollars (USD),0.077
1997,bnk,subsidies,billions of us dollars (USD),-0.037
1997,bnk,supply,billions of us dollars (USD),324.578
1997,bnk,tax,billions of us dollars (USD),0.128
1997,bnk,taxlessubsidies,billions of us dollars (USD),0.091
1997,brd,amd,billions of us dollars (USD),0.109
1997,brd,basicsupply,billions of us dollars (USD),329.327
1997,brd,brd,billions of us dollars (USD),328.864
1997,brd,com,billions of us dollars (USD),0.105
1997,brd,dat,billions of us dollars (USD),0.081
1997,brd,imports,billions of us dollars (USD),0.101
1997,brd,ott,billions of us dollars (USD),0.066
1997,brd,output,billions of us dollars (USD),329.226
1997,brd,res,billions of us dollars (USD),0.002
1997,brd,supply,billions of us dollars (USD),349.721
1997,brd,tax,billions of us dollars (USD),20.394
1997,brd,taxlessubsidies,billions of us dollars (USD),20.394
1997,cep,basicsupply,billions of us dollars (USD),568.531
1997,cep,cep,billions of us dollars (USD),415.053
1997,cep,che,billions of us dollars (USD),1.593
1997,cep,duties,billions of us dollars (USD),1.546
1997,cep,eec,billions of us dollars (USD),2.245
1997,cep,fmt,billions of us dollars (USD),0.718
1997,cep,imports,billions of us dollars (USD),142.826
1997,cep,margins,billions of us dollars (USD),91.771
1997,cep,mch,billions of us dollars (USD),1.141
1997,cep,mmf,billions of us dollars (USD),0.209
1997,cep,mot,billions of us dollars (USD),3.095
1997,cep,mov,billions of us dollars (USD),0.096
1997,cep,nmp,billions of us dollars (USD),0.1
1997,cep,ote,billions of us dollars (USD),0.985
1997,cep,output,billions of us dollars (USD),425.705
1997,cep,pla,billions of us dollars (USD),0.258
1997,cep,pmt,billions of us dollars (USD),0.008
1997,cep,ppd,billions of us dollars (USD),0.137
1997,cep,pri,billions of us dollars (USD),0.03
1997,cep,supply,billions of us dollars (USD),675.176
1997,cep,tax,billions of us dollars (USD),7.03
1997,cep,taxlessubsidies,billions of us dollars (USD),8.576
1997,cep,trdtrn,billions of us dollars (USD),98.068
1997,cep,trncost,billions of us dollars (USD),6.297
1997,cep,wht,billions of us dollars (USD),0.038
1997,che,basicsupply,billions of us dollars (USD),479.04
1997,che,cep,billions of us dollars (USD),1.241
1997,che,che,billions of us dollars (USD),383.099
1997,che,duties,billions of us dollars (USD),1.113
1997,che,eec,billions of us dollars (USD),0.243
1997,che,fbp,billions of us dollars (USD),1.789
1997,che,fmt,billions of us dollars (USD),0.172
1997,che,fnd,billions of us dollars (USD),0.006
1997,che,fpd,billions of us dollars (USD),0.033
1997,che,imports,billions of us dollars (USD),71.758
1997,che,margins,billions of us dollars (USD),125.032
1997,che,mch,billions of us dollars (USD),0.754
1997,che,min,billions of us dollars (USD),1.696
1997,che,mmf,billions of us dollars (USD),0.901
1997,che,mot,billions of us dollars (USD),0.102
1997,che,nmp,billions of us dollars (USD),0.159
1997,che,ote,billions of us dollars (USD),0.032
1997,che,output,billions of us dollars (USD),407.282
1997,che,pet,billions of us dollars (USD),10.036
1997,che,pla,billions of us dollars (USD),1.114
1997,che,pmt,billions of us dollars (USD),0.693
1997,che,ppd,billions of us dollars (USD),0.412
1997,che,slg,billions of us dollars (USD),0.041
1997,che,supply,billions of us dollars (USD),631.088
1997,che,tax,billions of us dollars (USD),10.232
1997,che,taxlessubsidies,billions of us dollars (USD),11.345
1997,che,tex,billions of us dollars (USD),4.719
1997,che,trdtrn,billions of us dollars (USD),140.704
1997,che,trncost,billions of us dollars (USD),15.671
1997,che,wpd,billions of us dollars (USD),0.039
1997,com,adm,billions of us dollars (USD),1.002
1997,com,air,billions of us dollars (USD),0.747
1997,com,alt,billions of us dollars (USD),0.038
1997,com,amb,billions of us dollars (USD),0.243
1997,com,amd,billions of us dollars (USD),0.074
1997,com,art,billions of us dollars (USD),0.012
1997,com,basicsupply,billions of us dollars (USD),143.504
1997,com,bnk,billions of us dollars (USD),1.001
1997,com,brd,billions of us dollars (USD),1.432
1997,com,cep,billions of us dollars (USD),0.519
1997,com,che,billions of us dollars (USD),1.1
1997,com,com,billions of us dollars (USD),102.149
1997,com,con,billions of us dollars (USD),0.616
1997,com,dat,billions of us dollars (USD),2.795
1997,com,edu,billions of us dollars (USD),0.311
1997,com,eec,billions of us dollars (USD),0.206
1997,com,fbp,billions of us dollars (USD),0.538
1997,com,fbt,billions of us dollars (USD),0.002
1997,com,fdd,billions of us dollars (USD),1.458
1997,com,fen,billions of us dollars (USD),0.363
1997,com,fin,billions of us dollars (USD),0.003
1997,com,fmt,billions of us dollars (USD),0.39
1997,com,fnd,billions of us dollars (USD),2.353
1997,com,fof,billions of us dollars (USD),0.056
1997,com,fpd,billions of us dollars (USD),0.045
1997,com,gmt,billions of us dollars (USD),0.021
1997,com,grd,billions of us dollars (USD),0.048
1997,com,hos,billions of us dollars (USD),0.786
1997,com,hou,billions of us dollars (USD),0.034
1997,com,imports,billions of us dollars (USD),4.849
1997,com,ins,billions of us dollars (USD),0.412
1997,com,leg,billions of us dollars (USD),0.091
1997,com,man,billions of us dollars (USD),0.714
1997,com,mch,billions of us dollars (USD),1.151
1997,com,min,billions of us dollars (USD),0.171
1997,com,mmf,billions of us dollars (USD),0.204
1997,com,mot,billions of us dollars (USD),0.853
1997,com,mov,billions of us dollars (USD),0.053
1997,com,mvt,billions of us dollars (USD),0.006
1997,com,nmp,billions of us dollars (USD),0.173
1997,com,nrs,billions of us dollars (USD),0.05
1997,com,oil,billions of us dollars (USD),0.091
1997,com,ore,billions of us dollars (USD),0.178
1997,com,osv,billions of us dollars (USD),0.334
1997,com,ote,billions of us dollars (USD),0.383
1997,com,otr,billions of us dollars (USD),0.206
1997,com,ott,billions of us dollars (USD),0.344
1997,com,output,billions of us dollars (USD),138.655
1997,com,pet,billions of us dollars (USD),0.286
1997,com,pip,billions of us dollars (USD),0.12
1997,com,pla,billions of us dollars (USD),0.148
1997,com,pmt,billions of us dollars (USD),0.295
1997,com,ppd,billions of us dollars (USD),0.315
1997,com,pri,billions of us dollars (USD),0.132
1997,com,pub,billions of us dollars (USD),1.44
1997,com,rec,billions of us dollars (USD),0.017
1997,com,res,billions of us dollars (USD),0.042
1997,com,rnt,billions of us dollars (USD),0.132
1997,com,sec,billions of us dollars (USD),0.21
1997,com,slg,billions of us dollars (USD),3.658
1997,com,smn,billions of us dollars (USD),0.161
1997,com,soc,billions of us dollars (USD),0.057
1997,com,supply,billions of us dollars (USD),144.38
1997,com,tax,billions of us dollars (USD),0.876
1997,com,taxlessubsidies,billions of us dollars (USD),0.876
1997,com,tex,billions of us dollars (USD),0.096
1997,com,trk,billions of us dollars (USD),0.102
1997,com,trn,billions of us dollars (USD),0.095
1997,com,tsv,billions of us dollars (USD),1.965
1997,com,uti,billions of us dollars (USD),0.433
1997,com,wht,billions of us dollars (USD),4.963
1997,com,wpd,billions of us dollars (USD),0.056
1997,com,wrh,billions of us dollars (USD),0.032
1997,com,wst,billions of us dollars (USD),0.082
1997,com,wtt,billions of us dollars (USD),0.062
1997,con,adm,billions of us dollars (USD),0.664
1997,con,air,billions of us dollars (USD),0.032
1997,con,alt,billions of us dollars (USD),0.006
1997,con,amb,billions of us dollars (USD),0.206
1997,con,amd,billions of us dollars (USD),0.89
1997,con,art,billions of us dollars (USD),0.253
1997,con,basicsupply,billions of us dollars (USD),761.61
1997,con,bnk,billions of us dollars (USD),0.006
1997,con,brd,billions of us dollars (USD),0.913
1997,con,cep,billions of us dollars (USD),0.065
1997,con,che,billions of us dollars (USD),0.251
1997,con,com,billions of us dollars (USD),0.006
1997,con,con,billions of us dollars (USD),706.915
1997,con,dat,billions of us dollars (USD),0.075
1997,con,edu,billions of us dollars (USD),0.37
1997,con,eec,billions of us dollars (USD),0.085
1997,con,fbp,billions of us dollars (USD),0.114
1997,con,fbt,billions of us dollars (USD),0.002
1997,con,fdd,billions of us dollars (USD),0.008
1997,con,fin,billions of us dollars (USD),0.006
1997,con,fmt,billions of us dollars (USD),2.319
1997,con,fnd,billions of us dollars (USD),0.16
1997,con,fof,billions of us dollars (USD),0.286
1997,con,fpd,billions of us dollars (USD),0.321
1997,con,gmt,billions of us dollars (USD),0.912
1997,con,grd,billions of us dollars (USD),0.002
1997,con,hos,billions of us dollars (USD),0.498
1997,con,hou,billions of us dollars (USD),23.391
1997,con,ins,billions of us dollars (USD),0.01
1997,con,man,billions of us dollars (USD),0.134
1997,con,mch,billions of us dollars (USD),0.589
1997,con,min,billions of us dollars (USD),2.072
1997,con,mmf,billions of us dollars (USD),0.547
1997,con,mot,billions of us dollars (USD),0.451
1997,con,mov,billions of us dollars (USD),0.004
1997,con,mvt,billions of us dollars (USD),0.006
1997,con,nmp,billions of us dollars (USD),0.268
1997,con,nrs,billions of us dollars (USD),0.028
1997,con,oil,billions of us dollars (USD),0.108
1997,con,ore,billions of us dollars (USD),0.711
1997,con,osv,billions of us dollars (USD),0.668
1997,con,ote,billions of us dollars (USD),0.413
1997,con,otr,billions of us dollars (USD),0.082
1997,con,ott,billions of us dollars (USD),1.65
1997,con,output,billions of us dollars (USD),761.61
1997,con,pet,billions of us dollars (USD),0.071
1997,con,pip,billions of us dollars (USD),0.018
1997,con,pla,billions of us dollars (USD),0.093
1997,con,pmt,billions of us dollars (USD),0.221
1997,con,ppd,billions of us dollars (USD),0.157
1997,con,pri,billions of us dollars (USD),0.053
1997,con,pub,billions of us dollars (USD),0.007
1997,con,rec,billions of us dollars (USD),0.216
1997,con,res,billions of us dollars (USD),0.642
1997,con,rnt,billions of us dollars (USD),0.036
1997,con,sec,billions of us dollars (USD),0.002
1997,con,slg,billions of us dollars (USD),8.278
1997,con,smn,billions of us dollars (USD),1.047
1997,con,soc,billions of us dollars (USD),0.138
1997,con,supply,billions of us dollars (USD),762.267
1997,con,tax,billions of us dollars (USD),0.657
1997,con,taxlessubsidies,billions of us dollars (USD),0.657
1997,con,tex,billions of us dollars (USD),0.052
1997,con,trk,billions of us dollars (USD),0.016
1997,con,trn,billions of us dollars (USD),0.526
1997,con,tsv,billions of us dollars (USD),0.547
1997,con,uti,billions of us dollars (USD),0.619
1997,con,wht,billions of us dollars (USD),2.129
1997,con,wpd,billions of us dollars (USD),0.176
1997,con,wrh,billions of us dollars (USD),0.036
1997,con,wst,billions of us dollars (USD),0.027
1997,con,wtt,billions of us dollars (USD),0.007
1997,dat,basicsupply,billions of us dollars (USD),48.067
1997,dat,brd,billions of us dollars (USD),0.023
1997,dat,com,billions of us dollars (USD),6.837
1997,dat,dat,billions of us dollars (USD),36.246
1997,dat,fdd,billions of us dollars (USD),0.008
1997,dat,imports,billions of us dollars (USD),0.22
1997,dat,output,billions of us dollars (USD),47.847
1997,dat,pub,billions of us dollars (USD),3.718
1997,dat,slg,billions of us dollars (USD),0.992
1997,dat,supply,billions of us dollars (USD),48.321
1997,dat,tax,billions of us dollars (USD),0.254
1997,dat,taxlessubsidies,billions of us dollars (USD),0.254
1997,dat,tsv,billions of us dollars (USD),0.024
1997,edu,art,billions of us dollars (USD),0.037
1997,edu,basicsupply,billions of us dollars (USD),134.484
1997,edu,brd,billions of us dollars (USD),0.003
1997,edu,com,billions of us dollars (USD),0.387
1997,edu,dat,billions of us dollars (USD),0.068
1997,edu,edu,billions of us dollars (USD),90.821
1997,edu,fdd,billions of us dollars (USD),0.13
1997,edu,imports,billions of us dollars (USD),0.448
1997,edu,mvt,billions of us dollars (USD),0.02
1997,edu,osv,billions of us dollars (USD),0.007
1997,edu,otr,billions of us dollars (USD),0.03
1997,edu,ott,billions of us dollars (USD),0.094
1997,edu,output,billions of us dollars (USD),134.037
1997,edu,pub,billions of us dollars (USD),1.258
1997,edu,rec,billions of us dollars (USD),2.401
1997,edu,slg,billions of us dollars (USD),38.761
1997,edu,supply,billions of us dollars (USD),134.582
1997,edu,tax,billions of us dollars (USD),0.098
1997,edu,taxlessubsidies,billions of us dollars (USD),0.098
1997,edu,wht,billions of us dollars (USD),0.019
1997,eec,basicsupply,billions of us dollars (USD),129.486
1997,eec,cep,billions of us dollars (USD),1.617
1997,eec,che,billions of us dollars (USD),0.075
1997,eec,duties,billions of us dollars (USD),0.687
1997,eec,eec,billions of us dollars (USD),98.832
1997,eec,fmt,billions of us dollars (USD),0.215
1997,eec,fpd,billions of us dollars (USD),0.026
1997,eec,imports,billions of us dollars (USD),25.695
1997,eec,margins,billions of us dollars (USD),34.177
1997,eec,mch,billions of us dollars (USD),1.834
1997,eec,mmf,billions of us dollars (USD),0.035
1997,eec,mot,billions of us dollars (USD),0.288
1997,eec,nmp,billions of us dollars (USD),0.087
1997,eec,ote,billions of us dollars (USD),0.274
1997,eec,output,billions of us dollars (USD),103.79
1997,eec,pla,billions of us dollars (USD),0.19
1997,eec,pmt,billions of us dollars (USD),0.318
1997,eec,supply,billions of us dollars (USD),171.594
1997,eec,tax,billions of us dollars (USD),3.991
1997,eec,taxlessubsidies,billions of us dollars (USD),4.678
1997,eec,trdtrn,billions of us dollars (USD),37.43
1997,eec,trncost,billions of us dollars (USD),3.253
1997,fbp,basicsupply,billions of us dollars (USD),556.453
1997,fbp,che,billions of us dollars (USD),2.142
1997,fbp,duties,billions of us dollars (USD),0.551
1997,fbp,fbp,billions of us dollars (USD),509.724
1997,fbp,fbt,billions of us dollars (USD),5.413
1997,fbp,gmt,billions of us dollars (USD),0.462
1997,fbp,imports,billions of us dollars (USD),31.661
1997,fbp,margins,billions of us dollars (USD),193.435
1997,fbp,mch,billions of us dollars (USD),0.325
1997,fbp,output,billions of us dollars (USD),524.792
1997,fbp,slg,billions of us dollars (USD),0.886
1997,fbp,supply,billions of us dollars (USD),801.92
1997,fbp,tax,billions of us dollars (USD),41.724
1997,fbp,taxlessubsidies,billions of us dollars (USD),42.275
1997,fbp,trdtrn,billions of us dollars (USD),203.192
1997,fbp,trncost,billions of us dollars (USD),9.757
1997,fbp,wht,billions of us dollars (USD),5.84
1997,fbt,amd,billions of us dollars (USD),0.201
1997,fbt,basicsupply,billions of us dollars (USD),109.668
1997,fbt,fbt,billions of us dollars (USD),107.294
1997,fbt,margins,billions of us dollars (USD),-109.668
1997,fbt,otr,billions of us dollars (USD),0.028
1997,fbt,output,billions of us dollars (USD),109.668
1997,fbt,res,billions of us dollars (USD),0.236
1997,fbt,rnt,billions of us dollars (USD),0.995
1997,fbt,sle,billions of us dollars (USD),0.915
1997,fbt,trdtrn,billions of us dollars (USD),-109.668
1997,fdd,basicsupply,billions of us dollars (USD),293.01
1997,fdd,fdd,billions of us dollars (USD),293.01
1997,fdd,output,billions of us dollars (USD),293.01
1997,fdd,supply,billions of us dollars (USD),293.01
1997,fen,basicsupply,billions of us dollars (USD),61.183
1997,fen,fen,billions of us dollars (USD),60.455
1997,fen,fnd,billions of us dollars (USD),0.39
1997,fen,imports,billions of us dollars (USD),0.338
1997,fen,output,billions of us dollars (USD),60.845
1997,fen,supply,billions of us dollars (USD),61.183
1997,fin,basicsupply,billions of us dollars (USD),67.614
1997,fin,fin,billions of us dollars (USD),56.125
1997,fin,fnd,billions of us dollars (USD),0.07
1997,fin,output,billions of us dollars (USD),67.614
1997,fin,slg,billions of us dollars (USD),11.42
1997,fin,supply,billions of us dollars (USD),67.614
1997,fmt,basicsupply,billions of us dollars (USD),249.995
1997,fmt,cep,billions of us dollars (USD),0.306
1997,fmt,che,billions of us dollars (USD),0.235
1997,fmt,duties,billions of us dollars (USD),0.601
1997,fmt,eec,billions of us dollars (USD),1.413
1997,fmt,fmt,billions of us dollars (USD),219.483
1997,fmt,fpd,billions of us dollars (USD),0.162
1997,fmt,imports,billions of us dollars (USD),18.758
1997,fmt,margins,billions of us dollars (USD),39.779
1997,fmt,mch,billions of us dollars (USD),3.971
1997,fmt,mmf,billions of us dollars (USD),0.481
1997,fmt,mot,billions of us dollars (USD),0.912
1997,fmt,nmp,billions of us dollars (USD),0.034
1997,fmt,ote,billions of us dollars (USD),0.722
1997,fmt,output,billions of us dollars (USD),231.236
1997,fmt,pla,billions of us dollars (USD),0.777
1997,fmt,pmt,billions of us dollars (USD),1.989
1997,fmt,ppd,billions of us dollars (USD),0.131
1997,fmt,pri,billions of us dollars (USD),0.012
1997,fmt,smn,billions of us dollars (USD),0.005
1997,fmt,supply,billions of us dollars (USD),297.95
1997,fmt,tax,billions of us dollars (USD),3.555
1997,fmt,taxlessubsidies,billions of us dollars (USD),4.156
1997,fmt,tex,billions of us dollars (USD),0.146
1997,fmt,trdtrn,billions of us dollars (USD),43.799
1997,fmt,trncost,billions of us dollars (USD),4.021
1997,fmt,wht,billions of us dollars (USD),0.006
1997,fmt,wpd,billions of us dollars (USD),0.452
1997,fnd,basicsupply,billions of us dollars (USD),146.559
1997,fnd,fnd,billions of us dollars (USD),146.559
1997,fnd,output,billions of us dollars (USD),146.559
1997,fnd,supply,billions of us dollars (USD),146.559
1997,fof,agr,billions of us dollars (USD),5.215
1997,fof,air,billions of us dollars (USD),0.126
1997,fof,basicsupply,billions of us dollars (USD),53.088
1997,fof,duties,billions of us dollars (USD),0.006
1997,fof,fnd,billions of us dollars (USD),0.09
1997,fof,fof,billions of us dollars (USD),37.793
1997,fof,imports,billions of us dollars (USD),7.86
1997,fof,margins,billions of us dollars (USD),6.165
1997,fof,otr,billions of us dollars (USD),0.004
1997,fof,output,billions of us dollars (USD),45.228
1997,fof,slg,billions of us dollars (USD),1.617
1997,fof,supply,billions of us dollars (USD),61.671
1997,fof,tax,billions of us dollars (USD),0.469
1997,fof,taxlessubsidies,billions of us dollars (USD),0.475
1997,fof,trdtrn,billions of us dollars (USD),8.109
1997,fof,trncost,billions of us dollars (USD),1.943
1997,fof,wht,billions of us dollars (USD),0.383
1997,fpd,basicsupply,billions of us dollars (USD),72.711
1997,fpd,cep,billions of us dollars (USD),0.605
1997,fpd,duties,billions of us dollars (USD),0.084
1997,fpd,eec,billions of us dollars (USD),0.024
1997,fpd,fmt,billions of us dollars (USD),0.377
1997,fpd,fpd,billions of us dollars (USD),60.344
1997,fpd,imports,billions of us dollars (USD),9.432
1997,fpd,margins,billions of us dollars (USD),31.299
1997,fpd,mch,billions of us dollars (USD),0.26
1997,fpd,mmf,billions of us dollars (USD),0.384
1997,fpd,mot,billions of us dollars (USD),0.016
1997,fpd,nmp,billions of us dollars (USD),0.118
1997,fpd,output,billions of us dollars (USD),63.279
1997,fpd,pla,billions of us dollars (USD),0.311
1997,fpd,pmt,billions of us dollars (USD),0.034
1997,fpd,ppd,billions of us dollars (USD),0.047
1997,fpd,supply,billions of us dollars (USD),116.486
1997,fpd,tax,billions of us dollars (USD),4.339
1997,fpd,taxlessubsidies,billions of us dollars (USD),4.423
1997,fpd,tex,billions of us dollars (USD),0.378
1997,fpd,trdtrn,billions of us dollars (USD),39.352
1997,fpd,trncost,billions of us dollars (USD),8.054
1997,fpd,wht,billions of us dollars (USD),0.017
1997,fpd,wpd,billions of us dollars (USD),0.362
1997,gmt,amd,billions of us dollars (USD),0.256
1997,gmt,basicsupply,billions of us dollars (USD),90.599
1997,gmt,fen,billions of us dollars (USD),3.594
1997,gmt,gmt,billions of us dollars (USD),86.454
1997,gmt,margins,billions of us dollars (USD),-90.599
1997,gmt,osv,billions of us dollars (USD),0.052
1997,gmt,output,billions of us dollars (USD),90.599
1997,gmt,soc,billions of us dollars (USD),0.062
1997,gmt,trdtrn,billions of us dollars (USD),-90.599
1997,gmt,tsv,billions of us dollars (USD),0.18
1997,grd,basicsupply,billions of us dollars (USD),31.545
1997,grd,grd,billions of us dollars (USD),23.938
1997,grd,otr,billions of us dollars (USD),0.042
1997,grd,output,billions of us dollars (USD),31.545
1997,grd,rnt,billions of us dollars (USD),0.015
1997,grd,sle,billions of us dollars (USD),7.55
1997,grd,subsidies,billions of us dollars (USD),-0.045
1997,grd,supply,billions of us dollars (USD),31.594
1997,grd,tax,billions of us dollars (USD),0.094
1997,grd,taxlessubsidies,billions of us dollars (USD),0.049
1997,hos,basicsupply,billions of us dollars (USD),342.014
1997,hos,fdd,billions of us dollars (USD),0.827
1997,hos,fnd,billions of us dollars (USD),1.164
1997,hos,hos,billions of us dollars (USD),261.613
1997,hos,imports,billions of us dollars (USD),1.241
1997,hos,output,billions of us dollars (USD),340.773
1997,hos,slg,billions of us dollars (USD),77.169
1997,hos,supply,billions of us dollars (USD),343.056
1997,hos,tax,billions of us dollars (USD),1.042
1997,hos,taxlessubsidies,billions of us dollars (USD),1.042
1997,hou,basicsupply,billions of us dollars (USD),862.442
1997,hou,hou,billions of us dollars (USD),845.395
1997,hou,ott,billions of us dollars (USD),0.049
1997,hou,output,billions of us dollars (USD),862.442
1997,hou,sle,billions of us dollars (USD),16.999
1997,hou,subsidies,billions of us dollars (USD),-24.049
1997,hou,supply,billions of us dollars (USD),838.393
1997,hou,taxlessubsidies,billions of us dollars (USD),-24.049
1997,ins,adm,billions of us dollars (USD),0.035
1997,ins,basicsupply,billions of us dollars (USD),347.685
1997,ins,ciffob,billions of us dollars (USD),-0.279
1997,ins,edu,billions of us dollars (USD),0.015
1997,ins,fen,billions of us dollars (USD),2.361
1997,ins,imports,billions of us dollars (USD),5.97
1997,ins,ins,billions of us dollars (USD),339.011
1997,ins,mvt,billions of us dollars (USD),0.014
1997,ins,ott,billions of us dollars (USD),0.012
1997,ins,output,billions of us dollars (USD),341.994
1997,ins,sec,billions of us dollars (USD),0.53
1997,ins,sle,billions of us dollars (USD),0.016
1997,ins,subsidies,billions of us dollars (USD),-0.927
1997,ins,supply,billions of us dollars (USD),356.234
1997,ins,tax,billions of us dollars (USD),9.476
1997,ins,taxlessubsidies,billions of us dollars (USD),8.549
1997,leg,basicsupply,billions of us dollars (USD),153.202
1997,leg,imports,billions of us dollars (USD),0.632
1997,leg,ins,billions of us dollars (USD),0.091
1997,leg,leg,billions of us dollars (USD),152.479
1997,leg,output,billions of us dollars (USD),152.57
1997,leg,supply,billions of us dollars (USD),156.193
1997,leg,tax,billions of us dollars (USD),2.991
1997,leg,taxlessubsidies,billions of us dollars (USD),2.991
1997,man,basicsupply,billions of us dollars (USD),189.058
1997,man,man,billions of us dollars (USD),189.058
1997,man,output,billions of us dollars (USD),189.058
1997,man,supply,billions of us dollars (USD),189.452
1997,man,tax,billions of us dollars (USD),0.394
1997,man,taxlessubsidies,billions of us dollars (USD),0.394
