yr,g,s,units,value
2003,com,pla,billions of us dollars (USD),0.12
2003,com,pmt,billions of us dollars (USD),0.076
2003,com,ppd,billions of us dollars (USD),0.058
2003,com,pri,billions of us dollars (USD),0.227
2003,com,pub,billions of us dollars (USD),6.458
2003,com,rec,billions of us dollars (USD),0.009
2003,com,rnt,billions of us dollars (USD),0.07
2003,com,sec,billions of us dollars (USD),0.622
2003,com,slg,billions of us dollars (USD),5.347
2003,com,smn,billions of us dollars (USD),0.014
2003,com,soc,billions of us dollars (USD),0.053
2003,com,subsidies,billions of us dollars (USD),0.001
2003,com,supply,billions of us dollars (USD),240.342
2003,com,tax,billions of us dollars (USD),1.167
2003,com,taxlessubsidies,billions of us dollars (USD),1.168
2003,com,tex,billions of us dollars (USD),0.035
2003,com,trk,billions of us dollars (USD),0.054
2003,com,trn,billions of us dollars (USD),0.065
2003,com,tsv,billions of us dollars (USD),4.653
2003,com,uti,billions of us dollars (USD),0.403
2003,com,wht,billions of us dollars (USD),9.433
2003,com,wpd,billions of us dollars (USD),0.013
2003,com,wrh,billions of us dollars (USD),0.079
2003,com,wst,billions of us dollars (USD),0.006
2003,con,adm,billions of us dollars (USD),0.511
2003,con,air,billions of us dollars (USD),0.001
2003,con,alt,billions of us dollars (USD),0.001
2003,con,amb,billions of us dollars (USD),0.284
2003,con,amd,billions of us dollars (USD),0.458
2003,con,art,billions of us dollars (USD),0.189
2003,con,basicsupply,billions of us dollars (USD),1096.845
2003,con,bnk,billions of us dollars (USD),0.002
2003,con,brd,billions of us dollars (USD),1.095
2003,con,cep,billions of us dollars (USD),0.021
2003,con,che,billions of us dollars (USD),0.049
2003,con,com,billions of us dollars (USD),0.004
2003,con,con,billions of us dollars (USD),1037.4
2003,con,dat,billions of us dollars (USD),0.019
2003,con,edu,billions of us dollars (USD),0.585
2003,con,eec,billions of us dollars (USD),0.02
2003,con,fbp,billions of us dollars (USD),0.029
2003,con,fbt,billions of us dollars (USD),0.002
2003,con,fdd,billions of us dollars (USD),0.008
2003,con,fin,billions of us dollars (USD),0.005
2003,con,fmt,billions of us dollars (USD),0.94
2003,con,fnd,billions of us dollars (USD),0.314
2003,con,fof,billions of us dollars (USD),0.395
2003,con,fpd,billions of us dollars (USD),0.11
2003,con,gmt,billions of us dollars (USD),1.191
2003,con,grd,billions of us dollars (USD),0.001
2003,con,hos,billions of us dollars (USD),0.672
2003,con,hou,billions of us dollars (USD),25.29
2003,con,ins,billions of us dollars (USD),0.006
2003,con,man,billions of us dollars (USD),0.09
2003,con,mch,billions of us dollars (USD),0.349
2003,con,min,billions of us dollars (USD),3.99
2003,con,mmf,billions of us dollars (USD),0.448
2003,con,mot,billions of us dollars (USD),0.178
2003,con,mov,billions of us dollars (USD),0.004
2003,con,mvt,billions of us dollars (USD),0.009
2003,con,nmp,billions of us dollars (USD),0.161
2003,con,nrs,billions of us dollars (USD),0.026
2003,con,oil,billions of us dollars (USD),0.132
2003,con,ore,billions of us dollars (USD),0.223
2003,con,osv,billions of us dollars (USD),0.746
2003,con,ote,billions of us dollars (USD),0.176
2003,con,otr,billions of us dollars (USD),0.023
2003,con,ott,billions of us dollars (USD),1.511
2003,con,output,billions of us dollars (USD),1096.845
2003,con,pet,billions of us dollars (USD),0.041
2003,con,pip,billions of us dollars (USD),0.024
2003,con,pla,billions of us dollars (USD),0.027
2003,con,pmt,billions of us dollars (USD),0.061
2003,con,ppd,billions of us dollars (USD),0.042
2003,con,pri,billions of us dollars (USD),0.003
2003,con,pub,billions of us dollars (USD),0.005
2003,con,rec,billions of us dollars (USD),0.188
2003,con,res,billions of us dollars (USD),0.647
2003,con,rnt,billions of us dollars (USD),0.058
2003,con,sec,billions of us dollars (USD),0.002
2003,con,slg,billions of us dollars (USD),11.89
2003,con,smn,billions of us dollars (USD),1.486
2003,con,soc,billions of us dollars (USD),0.092
2003,con,supply,billions of us dollars (USD),1097.79
2003,con,tax,billions of us dollars (USD),0.945
2003,con,taxlessubsidies,billions of us dollars (USD),0.945
2003,con,tex,billions of us dollars (USD),0.016
2003,con,trk,billions of us dollars (USD),0.017
2003,con,trn,billions of us dollars (USD),0.076
2003,con,tsv,billions of us dollars (USD),0.385
2003,con,uti,billions of us dollars (USD),1.37
2003,con,wht,billions of us dollars (USD),2.6
2003,con,wpd,billions of us dollars (USD),0.056
2003,con,wrh,billions of us dollars (USD),0.072
2003,con,wst,billions of us dollars (USD),0.016
2003,con,wtt,billions of us dollars (USD),0.001
2003,dat,basicsupply,billions of us dollars (USD),76.627
2003,dat,brd,billions of us dollars (USD),0.345
2003,dat,com,billions of us dollars (USD),10.988
2003,dat,dat,billions of us dollars (USD),57.403
2003,dat,fdd,billions of us dollars (USD),0.01
2003,dat,imports,billions of us dollars (USD),0.303
2003,dat,osv,billions of us dollars (USD),0.061
2003,dat,output,billions of us dollars (USD),76.324
2003,dat,pub,billions of us dollars (USD),5.155
2003,dat,slg,billions of us dollars (USD),1.544
2003,dat,supply,billions of us dollars (USD),77.135
2003,dat,tax,billions of us dollars (USD),0.508
2003,dat,taxlessubsidies,billions of us dollars (USD),0.508
2003,dat,tsv,billions of us dollars (USD),0.819
2003,edu,adm,billions of us dollars (USD),0.001
2003,edu,art,billions of us dollars (USD),0.042
2003,edu,basicsupply,billions of us dollars (USD),206.466
2003,edu,brd,billions of us dollars (USD),0.002
2003,edu,com,billions of us dollars (USD),0.558
2003,edu,dat,billions of us dollars (USD),0.162
2003,edu,edu,billions of us dollars (USD),144.049
2003,edu,fdd,billions of us dollars (USD),0.159
2003,edu,imports,billions of us dollars (USD),0.584
2003,edu,mvt,billions of us dollars (USD),0.057
2003,edu,osv,billions of us dollars (USD),0.008
2003,edu,otr,billions of us dollars (USD),0.035
2003,edu,ott,billions of us dollars (USD),0.124
2003,edu,output,billions of us dollars (USD),205.883
2003,edu,pub,billions of us dollars (USD),0.891
2003,edu,rec,billions of us dollars (USD),1.615
2003,edu,slg,billions of us dollars (USD),58.163
2003,edu,supply,billions of us dollars (USD),206.571
2003,edu,tax,billions of us dollars (USD),0.105
2003,edu,taxlessubsidies,billions of us dollars (USD),0.105
2003,edu,wht,billions of us dollars (USD),0.017
2003,eec,basicsupply,billions of us dollars (USD),137.309
2003,eec,cep,billions of us dollars (USD),1.387
2003,eec,che,billions of us dollars (USD),0.137
2003,eec,duties,billions of us dollars (USD),0.817
2003,eec,eec,billions of us dollars (USD),89.329
2003,eec,fmt,billions of us dollars (USD),0.303
2003,eec,fpd,billions of us dollars (USD),0.092
2003,eec,imports,billions of us dollars (USD),42.239
2003,eec,margins,billions of us dollars (USD),46.956
2003,eec,mch,billions of us dollars (USD),1.927
2003,eec,mmf,billions of us dollars (USD),0.067
2003,eec,mot,billions of us dollars (USD),0.354
2003,eec,nmp,billions of us dollars (USD),0.077
2003,eec,ote,billions of us dollars (USD),0.755
2003,eec,output,billions of us dollars (USD),95.069
2003,eec,pla,billions of us dollars (USD),0.273
2003,eec,pmt,billions of us dollars (USD),0.367
2003,eec,supply,billions of us dollars (USD),194.02
2003,eec,tax,billions of us dollars (USD),4.919
2003,eec,taxlessubsidies,billions of us dollars (USD),5.736
2003,eec,trdtrn,billions of us dollars (USD),50.976
2003,eec,trncost,billions of us dollars (USD),4.019
2003,fbp,basicsupply,billions of us dollars (USD),626.851
2003,fbp,che,billions of us dollars (USD),1.518
2003,fbp,duties,billions of us dollars (USD),0.668
2003,fbp,fbp,billions of us dollars (USD),574.537
2003,fbp,fbt,billions of us dollars (USD),6.907
2003,fbp,gmt,billions of us dollars (USD),1.804
2003,fbp,imports,billions of us dollars (USD),38.776
2003,fbp,margins,billions of us dollars (USD),257.06
2003,fbp,mch,billions of us dollars (USD),0.122
2003,fbp,output,billions of us dollars (USD),588.076
2003,fbp,slg,billions of us dollars (USD),1.344
2003,fbp,supply,billions of us dollars (USD),952.416
2003,fbp,tax,billions of us dollars (USD),53.842
2003,fbp,taxlessubsidies,billions of us dollars (USD),54.51
2003,fbp,trdtrn,billions of us dollars (USD),271.054
2003,fbp,trncost,billions of us dollars (USD),13.994
2003,fbp,wht,billions of us dollars (USD),1.843
2003,fbt,amd,billions of us dollars (USD),0.329
2003,fbt,basicsupply,billions of us dollars (USD),132.877
2003,fbt,fbt,billions of us dollars (USD),129.39
2003,fbt,margins,billions of us dollars (USD),-132.877
2003,fbt,otr,billions of us dollars (USD),0.035
2003,fbt,output,billions of us dollars (USD),132.877
2003,fbt,res,billions of us dollars (USD),0.475
2003,fbt,rnt,billions of us dollars (USD),1.309
2003,fbt,sle,billions of us dollars (USD),1.339
2003,fbt,trdtrn,billions of us dollars (USD),-132.877
2003,fdd,basicsupply,billions of us dollars (USD),411.179
2003,fdd,fdd,billions of us dollars (USD),411.179
2003,fdd,output,billions of us dollars (USD),411.179
2003,fdd,supply,billions of us dollars (USD),411.179
2003,fen,basicsupply,billions of us dollars (USD),69.296
2003,fen,fen,billions of us dollars (USD),68.462
2003,fen,fnd,billions of us dollars (USD),0.449
2003,fen,imports,billions of us dollars (USD),0.386
2003,fen,output,billions of us dollars (USD),68.911
2003,fen,supply,billions of us dollars (USD),69.296
2003,fin,basicsupply,billions of us dollars (USD),87.111
2003,fin,fin,billions of us dollars (USD),70.206
2003,fin,fnd,billions of us dollars (USD),0.08
2003,fin,output,billions of us dollars (USD),87.111
2003,fin,slg,billions of us dollars (USD),16.825
2003,fin,supply,billions of us dollars (USD),87.111
2003,fmt,basicsupply,billions of us dollars (USD),264.583
2003,fmt,cep,billions of us dollars (USD),0.318
2003,fmt,che,billions of us dollars (USD),0.079
2003,fmt,duties,billions of us dollars (USD),0.674
2003,fmt,eec,billions of us dollars (USD),0.819
2003,fmt,fmt,billions of us dollars (USD),224.482
2003,fmt,fpd,billions of us dollars (USD),0.365
2003,fmt,imports,billions of us dollars (USD),29.528
2003,fmt,margins,billions of us dollars (USD),49.995
2003,fmt,mch,billions of us dollars (USD),2.941
2003,fmt,mmf,billions of us dollars (USD),0.472
2003,fmt,mot,billions of us dollars (USD),1.089
2003,fmt,nmp,billions of us dollars (USD),0.098
2003,fmt,ote,billions of us dollars (USD),0.778
2003,fmt,output,billions of us dollars (USD),235.055
2003,fmt,pla,billions of us dollars (USD),0.906
2003,fmt,pmt,billions of us dollars (USD),1.655
2003,fmt,ppd,billions of us dollars (USD),0.176
2003,fmt,pri,billions of us dollars (USD),0.03
2003,fmt,smn,billions of us dollars (USD),0.236
2003,fmt,supply,billions of us dollars (USD),324.76
2003,fmt,tax,billions of us dollars (USD),4.168
2003,fmt,taxlessubsidies,billions of us dollars (USD),4.842
2003,fmt,tex,billions of us dollars (USD),0.163
2003,fmt,trdtrn,billions of us dollars (USD),55.335
2003,fmt,trncost,billions of us dollars (USD),5.34
2003,fmt,wht,billions of us dollars (USD),0.004
2003,fmt,wpd,billions of us dollars (USD),0.444
2003,fnd,basicsupply,billions of us dollars (USD),219.919
2003,fnd,fnd,billions of us dollars (USD),219.919
2003,fnd,output,billions of us dollars (USD),219.919
2003,fnd,supply,billions of us dollars (USD),219.919
2003,fof,agr,billions of us dollars (USD),3.946
2003,fof,air,billions of us dollars (USD),0.163
2003,fof,basicsupply,billions of us dollars (USD),58.53
2003,fof,duties,billions of us dollars (USD),0.003
2003,fof,fnd,billions of us dollars (USD),0.103
2003,fof,fof,billions of us dollars (USD),40.671
2003,fof,imports,billions of us dollars (USD),11.387
2003,fof,margins,billions of us dollars (USD),6.619
2003,fof,otr,billions of us dollars (USD),0.004
2003,fof,output,billions of us dollars (USD),47.143
2003,fof,slg,billions of us dollars (USD),1.816
2003,fof,supply,billions of us dollars (USD),67.838
2003,fof,tax,billions of us dollars (USD),0.494
2003,fof,taxlessubsidies,billions of us dollars (USD),0.498
2003,fof,trdtrn,billions of us dollars (USD),8.81
2003,fof,trncost,billions of us dollars (USD),2.192
2003,fof,wht,billions of us dollars (USD),0.44
2003,fpd,basicsupply,billions of us dollars (USD),95.734
2003,fpd,cep,billions of us dollars (USD),0.248
2003,fpd,duties,billions of us dollars (USD),0.024
2003,fpd,eec,billions of us dollars (USD),0.019
2003,fpd,fmt,billions of us dollars (USD),0.283
2003,fpd,fpd,billions of us dollars (USD),71.438
2003,fpd,imports,billions of us dollars (USD),21.623
2003,fpd,margins,billions of us dollars (USD),42.885
2003,fpd,mch,billions of us dollars (USD),0.108
2003,fpd,mmf,billions of us dollars (USD),0.452
2003,fpd,mot,billions of us dollars (USD),0.074
2003,fpd,nmp,billions of us dollars (USD),0.083
2003,fpd,output,billions of us dollars (USD),74.112
2003,fpd,pla,billions of us dollars (USD),0.17
2003,fpd,pmt,billions of us dollars (USD),0.011
2003,fpd,ppd,billions of us dollars (USD),0.093
2003,fpd,supply,billions of us dollars (USD),154.783
2003,fpd,tax,billions of us dollars (USD),5.47
2003,fpd,taxlessubsidies,billions of us dollars (USD),5.493
2003,fpd,tex,billions of us dollars (USD),0.518
2003,fpd,trdtrn,billions of us dollars (USD),53.556
2003,fpd,trncost,billions of us dollars (USD),10.671
2003,fpd,wht,billions of us dollars (USD),0.018
2003,fpd,wpd,billions of us dollars (USD),0.598
2003,gmt,amd,billions of us dollars (USD),0.403
2003,gmt,basicsupply,billions of us dollars (USD),124.946
2003,gmt,fen,billions of us dollars (USD),3.534
2003,gmt,gmt,billions of us dollars (USD),120.599
2003,gmt,margins,billions of us dollars (USD),-124.946
2003,gmt,osv,billions of us dollars (USD),0.046
2003,gmt,output,billions of us dollars (USD),124.946
2003,gmt,soc,billions of us dollars (USD),0.097
2003,gmt,trdtrn,billions of us dollars (USD),-124.946
2003,gmt,tsv,billions of us dollars (USD),0.268
2003,grd,basicsupply,billions of us dollars (USD),37.196
2003,grd,grd,billions of us dollars (USD),27.719
2003,grd,otr,billions of us dollars (USD),0.051
2003,grd,output,billions of us dollars (USD),37.196
2003,grd,rnt,billions of us dollars (USD),0.02
2003,grd,sle,billions of us dollars (USD),9.406
2003,grd,subsidies,billions of us dollars (USD),-0.042
2003,grd,supply,billions of us dollars (USD),37.27
2003,grd,tax,billions of us dollars (USD),0.115
2003,grd,taxlessubsidies,billions of us dollars (USD),0.073
2003,hos,basicsupply,billions of us dollars (USD),505.098
2003,hos,fdd,billions of us dollars (USD),1.011
2003,hos,fnd,billions of us dollars (USD),1.342
2003,hos,hos,billions of us dollars (USD),393.864
2003,hos,imports,billions of us dollars (USD),1.692
2003,hos,output,billions of us dollars (USD),503.406
2003,hos,slg,billions of us dollars (USD),107.189
2003,hos,supply,billions of us dollars (USD),505.881
2003,hos,tax,billions of us dollars (USD),0.783
2003,hos,taxlessubsidies,billions of us dollars (USD),0.783
2003,hou,basicsupply,billions of us dollars (USD),1202.806
2003,hou,hou,billions of us dollars (USD),1184.131
2003,hou,ott,billions of us dollars (USD),0.027
2003,hou,output,billions of us dollars (USD),1202.806
2003,hou,sle,billions of us dollars (USD),18.647
2003,hou,subsidies,billions of us dollars (USD),-26.603
2003,hou,supply,billions of us dollars (USD),1176.204
2003,hou,tax,billions of us dollars (USD),0.002
2003,hou,taxlessubsidies,billions of us dollars (USD),-26.601
2003,ins,adm,billions of us dollars (USD),0.042
2003,ins,basicsupply,billions of us dollars (USD),520.835
2003,ins,ciffob,billions of us dollars (USD),-0.486
2003,ins,edu,billions of us dollars (USD),0.021
2003,ins,fen,billions of us dollars (USD),4.277
2003,ins,imports,billions of us dollars (USD),25.342
2003,ins,ins,billions of us dollars (USD),490.388
2003,ins,mvt,billions of us dollars (USD),0.068
2003,ins,ore,billions of us dollars (USD),0.039
2003,ins,otr,billions of us dollars (USD),0.005
2003,ins,ott,billions of us dollars (USD),0.014
2003,ins,output,billions of us dollars (USD),495.979
2003,ins,rnt,billions of us dollars (USD),0.097
2003,ins,sec,billions of us dollars (USD),1.025
2003,ins,sle,billions of us dollars (USD),0.002
2003,ins,subsidies,billions of us dollars (USD),-1.906
2003,ins,supply,billions of us dollars (USD),532.246
2003,ins,tax,billions of us dollars (USD),13.317
2003,ins,taxlessubsidies,billions of us dollars (USD),11.411
2003,leg,basicsupply,billions of us dollars (USD),226.27
2003,leg,imports,billions of us dollars (USD),0.975
2003,leg,ins,billions of us dollars (USD),0.198
2003,leg,leg,billions of us dollars (USD),225.097
2003,leg,output,billions of us dollars (USD),225.295
2003,leg,supply,billions of us dollars (USD),239.884
2003,leg,tax,billions of us dollars (USD),13.614
2003,leg,taxlessubsidies,billions of us dollars (USD),13.614
2003,man,basicsupply,billions of us dollars (USD),273.009
2003,man,man,billions of us dollars (USD),273.009
2003,man,output,billions of us dollars (USD),273.009
2003,man,supply,billions of us dollars (USD),273.582
2003,man,tax,billions of us dollars (USD),0.573
2003,man,taxlessubsidies,billions of us dollars (USD),0.573
2003,mch,basicsupply,billions of us dollars (USD),320.081
2003,mch,cep,billions of us dollars (USD),2.601
2003,mch,che,billions of us dollars (USD),0.553
2003,mch,duties,billions of us dollars (USD),0.671
2003,mch,eec,billions of us dollars (USD),1.367
2003,mch,fdd,billions of us dollars (USD),0.002
2003,mch,fmt,billions of us dollars (USD),3.683
2003,mch,fpd,billions of us dollars (USD),0.232
2003,mch,imports,billions of us dollars (USD),74.082
2003,mch,margins,billions of us dollars (USD),80.166
2003,mch,mch,billions of us dollars (USD),229.462
2003,mch,mmf,billions of us dollars (USD),0.547
2003,mch,mot,billions of us dollars (USD),1.875
2003,mch,nmp,billions of us dollars (USD),0.135
2003,mch,ote,billions of us dollars (USD),3.44
2003,mch,output,billions of us dollars (USD),246.0
2003,mch,pet,billions of us dollars (USD),0.009
2003,mch,pla,billions of us dollars (USD),1.34
2003,mch,pmt,billions of us dollars (USD),0.424
2003,mch,supply,billions of us dollars (USD),414.488
2003,mch,tax,billions of us dollars (USD),6.926
2003,mch,taxlessubsidies,billions of us dollars (USD),7.597
2003,mch,trdtrn,billions of us dollars (USD),86.81
2003,mch,trncost,billions of us dollars (USD),6.644
2003,mch,wht,billions of us dollars (USD),0.331
2003,min,basicsupply,billions of us dollars (USD),50.455
2003,min,che,billions of us dollars (USD),0.023
2003,min,duties,billions of us dollars (USD),0.003
2003,min,imports,billions of us dollars (USD),1.18
2003,min,margins,billions of us dollars (USD),4.578
2003,min,min,billions of us dollars (USD),48.058
2003,min,nmp,billions of us dollars (USD),0.572
2003,min,oil,billions of us dollars (USD),0.161
2003,min,output,billions of us dollars (USD),49.274
2003,min,pet,billions of us dollars (USD),0.167
2003,min,slg,billions of us dollars (USD),0.216
2003,min,smn,billions of us dollars (USD),0.077
2003,min,supply,billions of us dollars (USD),72.063
2003,min,tax,billions of us dollars (USD),2.111
2003,min,taxlessubsidies,billions of us dollars (USD),2.113
2003,min,trdtrn,billions of us dollars (USD),19.495
2003,min,trncost,billions of us dollars (USD),14.917
2003,mmf,basicsupply,billions of us dollars (USD),187.07
2003,mmf,cep,billions of us dollars (USD),0.917
2003,mmf,che,billions of us dollars (USD),0.295
2003,mmf,duties,billions of us dollars (USD),0.773
2003,mmf,eec,billions of us dollars (USD),0.123
2003,mmf,fdd,billions of us dollars (USD),0.001
2003,mmf,fmt,billions of us dollars (USD),0.474
2003,mmf,fnd,billions of us dollars (USD),0.062
2003,mmf,fpd,billions of us dollars (USD),0.151
2003,mmf,imports,billions of us dollars (USD),60.952
2003,mmf,margins,billions of us dollars (USD),111.198
2003,mmf,mch,billions of us dollars (USD),0.456
2003,mmf,mmf,billions of us dollars (USD),118.252
2003,mmf,mot,billions of us dollars (USD),0.056
2003,mmf,nmp,billions of us dollars (USD),0.061
2003,mmf,ott,billions of us dollars (USD),1.325
2003,mmf,output,billions of us dollars (USD),126.118
2003,mmf,pla,billions of us dollars (USD),0.623
2003,mmf,ppd,billions of us dollars (USD),0.316
2003,mmf,pri,billions of us dollars (USD),0.257
2003,mmf,slg,billions of us dollars (USD),1.038
2003,mmf,supply,billions of us dollars (USD),320.019
2003,mmf,tax,billions of us dollars (USD),9.543
2003,mmf,taxlessubsidies,billions of us dollars (USD),10.315
2003,mmf,tex,billions of us dollars (USD),0.222
2003,mmf,trdtrn,billions of us dollars (USD),122.634
2003,mmf,trncost,billions of us dollars (USD),11.436
2003,mmf,wht,billions of us dollars (USD),1.457
2003,mmf,wpd,billions of us dollars (USD),0.033
2003,mot,basicsupply,billions of us dollars (USD),667.198
2003,mot,cep,billions of us dollars (USD),0.482
2003,mot,che,billions of us dollars (USD),0.046
2003,mot,duties,billions of us dollars (USD),2.71
2003,mot,eec,billions of us dollars (USD),0.6
2003,mot,fmt,billions of us dollars (USD),1.166
2003,mot,fpd,billions of us dollars (USD),0.058
2003,mot,imports,billions of us dollars (USD),192.871
2003,mot,margins,billions of us dollars (USD),106.039
2003,mot,mch,billions of us dollars (USD),2.098
2003,mot,mmf,billions of us dollars (USD),0.024
2003,mot,mot,billions of us dollars (USD),468.426
2003,mot,nmp,billions of us dollars (USD),0.044
2003,mot,ote,billions of us dollars (USD),0.471
2003,mot,output,billions of us dollars (USD),474.328
2003,mot,pla,billions of us dollars (USD),0.628
2003,mot,supply,billions of us dollars (USD),801.86
2003,mot,tax,billions of us dollars (USD),16.935
2003,mot,taxlessubsidies,billions of us dollars (USD),19.645
2003,mot,tex,billions of us dollars (USD),0.241
2003,mot,trdtrn,billions of us dollars (USD),115.017
2003,mot,trncost,billions of us dollars (USD),8.977
2003,mot,wht,billions of us dollars (USD),0.041
2003,mov,basicsupply,billions of us dollars (USD),132.62
2003,mov,brd,billions of us dollars (USD),0.195
2003,mov,duties,billions of us dollars (USD),0.003
2003,mov,fdd,billions of us dollars (USD),0.029
2003,mov,fen,billions of us dollars (USD),0.106
2003,mov,imports,billions of us dollars (USD),4.723
2003,mov,margins,billions of us dollars (USD),7.875
2003,mov,mov,billions of us dollars (USD),127.567
2003,mov,output,billions of us dollars (USD),127.897
2003,mov,slg,billions of us dollars (USD),0.001
2003,mov,supply,billions of us dollars (USD),143.093
2003,mov,tax,billions of us dollars (USD),2.361
2003,mov,taxlessubsidies,billions of us dollars (USD),2.364
2003,mov,trdtrn,billions of us dollars (USD),8.109
2003,mov,trncost,billions of us dollars (USD),0.234
2003,mvt,amd,billions of us dollars (USD),0.01
2003,mvt,basicsupply,billions of us dollars (USD),110.799
2003,mvt,fen,billions of us dollars (USD),-0.017
2003,mvt,margins,billions of us dollars (USD),-110.799
2003,mvt,mvt,billions of us dollars (USD),109.59
2003,mvt,osv,billions of us dollars (USD),0.759
2003,mvt,output,billions of us dollars (USD),110.799
2003,mvt,rec,billions of us dollars (USD),0.354
2003,mvt,rnt,billions of us dollars (USD),0.103
2003,mvt,trdtrn,billions of us dollars (USD),-110.799
2003,nmp,basicsupply,billions of us dollars (USD),110.706
2003,nmp,cep,billions of us dollars (USD),0.155
2003,nmp,che,billions of us dollars (USD),0.058
2003,nmp,duties,billions of us dollars (USD),0.516
2003,nmp,eec,billions of us dollars (USD),0.094
2003,nmp,fmt,billions of us dollars (USD),0.239
2003,nmp,fpd,billions of us dollars (USD),0.224
2003,nmp,imports,billions of us dollars (USD),15.976
2003,nmp,margins,billions of us dollars (USD),27.263
2003,nmp,mch,billions of us dollars (USD),0.121
2003,nmp,min,billions of us dollars (USD),0.332
2003,nmp,mmf,billions of us dollars (USD),0.113
2003,nmp,mot,billions of us dollars (USD),0.02
2003,nmp,nmp,billions of us dollars (USD),92.812
2003,nmp,output,billions of us dollars (USD),94.73
2003,nmp,pet,billions of us dollars (USD),0.079
2003,nmp,pla,billions of us dollars (USD),0.229
2003,nmp,pmt,billions of us dollars (USD),0.093
2003,nmp,ppd,billions of us dollars (USD),0.065
2003,nmp,supply,billions of us dollars (USD),154.867
2003,nmp,tax,billions of us dollars (USD),2.973
2003,nmp,taxlessubsidies,billions of us dollars (USD),3.489
2003,nmp,trdtrn,billions of us dollars (USD),40.671
2003,nmp,trncost,billions of us dollars (USD),13.409
2003,nmp,wpd,billions of us dollars (USD),0.098
2003,nrs,amb,billions of us dollars (USD),0.198
2003,nrs,basicsupply,billions of us dollars (USD),135.802
2003,nrs,nrs,billions of us dollars (USD),135.096
2003,nrs,output,billions of us dollars (USD),135.802
2003,nrs,soc,billions of us dollars (USD),0.508
2003,nrs,supply,billions of us dollars (USD),136.592
2003,nrs,tax,billions of us dollars (USD),0.79
2003,nrs,taxlessubsidies,billions of us dollars (USD),0.79
2003,oil,basicsupply,billions of us dollars (USD),253.512
2003,oil,duties,billions of us dollars (USD),0.085
2003,oil,imports,billions of us dollars (USD),122.899
2003,oil,margins,billions of us dollars (USD),3.883
2003,oil,min,billions of us dollars (USD),0.001
2003,oil,nmp,billions of us dollars (USD),0.002
2003,oil,oil,billions of us dollars (USD),130.357
2003,oil,output,billions of us dollars (USD),130.613
2003,oil,smn,billions of us dollars (USD),0.154
2003,oil,supply,billions of us dollars (USD),284.581
2003,oil,tax,billions of us dollars (USD),5.983
2003,oil,taxlessubsidies,billions of us dollars (USD),6.068
2003,oil,trdtrn,billions of us dollars (USD),25.0
2003,oil,trncost,billions of us dollars (USD),21.117
2003,oil,uti,billions of us dollars (USD),0.03
2003,oil,wst,billions of us dollars (USD),0.07
2003,ore,adm,billions of us dollars (USD),0.077
2003,ore,amd,billions of us dollars (USD),0.097
2003,ore,art,billions of us dollars (USD),0.031
2003,ore,basicsupply,billions of us dollars (USD),662.368
2003,ore,edu,billions of us dollars (USD),0.032
2003,ore,fen,billions of us dollars (USD),0.615
2003,ore,grd,billions of us dollars (USD),0.001
2003,ore,ins,billions of us dollars (USD),0.38
2003,ore,mov,billions of us dollars (USD),0.071
2003,ore,nrs,billions of us dollars (USD),0.031
2003,ore,ore,billions of us dollars (USD),648.929
2003,ore,osv,billions of us dollars (USD),0.086
2003,ore,output,billions of us dollars (USD),662.368
2003,ore,rec,billions of us dollars (USD),0.004
2003,ore,rnt,billions of us dollars (USD),0.856
2003,ore,sle,billions of us dollars (USD),11.159
2003,ore,subsidies,billions of us dollars (USD),-2.356
2003,ore,supply,billions of us dollars (USD),660.597
2003,ore,tax,billions of us dollars (USD),0.585
2003,ore,taxlessubsidies,billions of us dollars (USD),-1.771
2003,osv,adm,billions of us dollars (USD),0.001
2003,osv,amd,billions of us dollars (USD),0.111
2003,osv,art,billions of us dollars (USD),0.176
2003,osv,basicsupply,billions of us dollars (USD),579.201
2003,osv,brd,billions of us dollars (USD),1.398
2003,osv,com,billions of us dollars (USD),2.019
2003,osv,edu,billions of us dollars (USD),0.015
2003,osv,fbt,billions of us dollars (USD),0.293
2003,osv,fen,billions of us dollars (USD),0.001
2003,osv,fmt,billions of us dollars (USD),0.057
2003,osv,gmt,billions of us dollars (USD),2.182
2003,osv,grd,billions of us dollars (USD),0.015
2003,osv,imports,billions of us dollars (USD),1.948
2003,osv,mch,billions of us dollars (USD),0.002
2003,osv,mvt,billions of us dollars (USD),67.938
2003,osv,ore,billions of us dollars (USD),0.058
2003,osv,osv,billions of us dollars (USD),453.358
2003,osv,otr,billions of us dollars (USD),0.128
2003,osv,ott,billions of us dollars (USD),11.841
2003,osv,output,billions of us dollars (USD),577.253
2003,osv,rec,billions of us dollars (USD),0.585
2003,osv,rnt,billions of us dollars (USD),0.623
2003,osv,sle,billions of us dollars (USD),1.497
2003,osv,slg,billions of us dollars (USD),0.748
2003,osv,supply,billions of us dollars (USD),591.116
2003,osv,tax,billions of us dollars (USD),11.915
2003,osv,taxlessubsidies,billions of us dollars (USD),11.915
2003,osv,tsv,billions of us dollars (USD),1.04
2003,osv,wht,billions of us dollars (USD),33.16
2003,osv,wrh,billions of us dollars (USD),0.007
2003,ote,basicsupply,billions of us dollars (USD),177.309
2003,ote,cep,billions of us dollars (USD),1.997
2003,ote,che,billions of us dollars (USD),0.001
2003,ote,duties,billions of us dollars (USD),0.151
2003,ote,eec,billions of us dollars (USD),0.069
