summary,detail,naics,bea_summary,bea_detail,si,sctg
eec,sea_eec,33521,335,335210,,
eec,swt_eec,335313,335,335313,,
eec,wdv_eec,33593,335,335930,,
eec,,334,,,,35
eec,,335,,,20,35
equipment,equipment,,F02E,,,
equipment,equipment,,F02E00,F02E00,,
exports,exports,,F040,,,
exports,exports,,F04000,F04000,,
fbp,asp_fbp,311611,311FT,31161A,,
fbp,asp_fbp,311612,311FT,31161A,,
fbp,asp_fbp,311613,311FT,31161A,,
fbp,ber_fbp,31212,311FT,312120,,
fbp,brd_fbp,31181,311FT,311810,,
fbp,brk_fbp,31123,311FT,311230,,
fbp,can_fbp,31142,311FT,311420,,
fbp,chk_fbp,311615,311FT,311615,,
fbp,chs_fbp,311513,311FT,311513,,
fbp,cig_fbp,3122,311FT,312200,,
fbp,cok_fbp,31182,311FT,3118A0,,
fbp,cok_fbp,31183,311FT,3118A0,,
fbp,dog_fbp,311111,311FT,311111,,
fbp,dry_fbp,311514,311FT,311514,,
fbp,fat_fbp,311225,311FT,311225,,
fbp,flr_fbp,31121,311FT,311210,,
fbp,fzn_fbp,31141,311FT,311410,,
fbp,ice_fbp,31152,311FT,311520,,
fbp,mlk_fbp,311511,311FT,31151A,,
fbp,mlk_fbp,311512,311FT,31151A,,
fbp,oaf_fbp,311119,311FT,311119,,
fbp,ofm_fbp,31199,311FT,311990,,
fbp,pop_fbp,31211,311FT,312110,,
fbp,sea_fbp,3117,311FT,311700,,
fbp,snk_fbp,31191,311FT,311910,,
fbp,soy_fbp,311224,311FT,311224,,
fbp,spc_fbp,31194,311FT,311940,,
fbp,sug_fbp,3113,311FT,311300,,
fbp,syr_fbp,31193,311FT,311930,,
fbp,tea_fbp,31192,311FT,311920,,
fbp,wet_fbp,311221,311FT,311221,,
fbp,why_fbp,31214,311FT,312140,,
fbp,wne_fbp,31213,311FT,312130,,
fbp,,311,,,26,4
fbp,,311,,,26,5
fbp,,311,,,26,6
fbp,,311,,,26,7
fbp,,312,,,26,8
fbp,,312,,,26,9
fbt,fbt_fbt,445,445,445000,,
fbt,,44-45,,,35,
fdd,fdd_fdd,,GFGD,S00500,84,
fed_equipment,fed_equipment,,F07E,,,
fed_equipment,fed_equipment,,F07E00,F07E00,,
fed_intelprop,fed_intelprop,,F07N,,,
fed_intelprop,fed_intelprop,,F07N00,F07N00,,
fed_structures,fed_structures,,F07S,,,
fed_structures,fed_structures,,F07S00,F07S00,,
fen,ele_fen,,GFE,S00101,83,
fen,ofg_fen,,GFE,S00102,83,
fen,pst_fen,491,GFE,491000,,
fin,fin_fin,525,525,525000,55,
fmt,amn_fmt,332992,332,33299A,,
fmt,amn_fmt,332993,332,33299A,,
fmt,amn_fmt,332994,332,33299A,,
fmt,bbr_fmt,332991,332,332991,,
fmt,ceh_fmt,3328,332,332800,,
fmt,crn_fmt,332119,332,332119,,
fmt,cut_fmt,3322,332,332200,,
fmt,fab_fmt,332996,332,332996,,
fmt,fss_fmt,332111,332,33211A,,
fmt,fss_fmt,332112,332,33211A,,
fmt,fss_fmt,332117,332,33211A,,
fmt,hdw_fmt,3325,332,332500,,
fmt,mch_fmt,33271,332,332710,,
fmt,mtc_fmt,33243,332,332430,,
fmt,mtt_fmt,33242,332,332420,,
fmt,omf_fmt,332999,332,332999,,
fmt,orn_fmt,33232,332,332320,,
fmt,plb_fmt,332913,332,332913,,
fmt,plt_fmt,33231,332,332310,,
fmt,pwr_fmt,33241,332,332410,,
fmt,rol_fmt,332114,332,332114,,
fmt,spr_fmt,3326,332,332600,,
fmt,tps_fmt,33272,332,332720,,
fmt,vlv_fmt,332911,332,33291A,,
fmt,vlv_fmt,332912,332,33291A,,
fmt,vlv_fmt,332919,332,33291A,,
fmt,,332,,,17,33
fnd,fnd_fnd,,GFGN,S00600,83,
fof,fht_fof,114,113FF,114000,5,
fof,log_fof,113,113FF,113000,5,25
fof,saf_fof,115,113FF,115000,5,
fof,,112,,,,1
fpd,cab_fpd,33711,337,337110,,
fpd,ifm_fpd,337127,337,337127,,
fpd,nup_fpd,337122,337,337122,,
fpd,off_fpd,337211,337,33721A,,
fpd,off_fpd,337212,337,33721A,,
fpd,off_fpd,337214,337,33721A,,
fpd,ofp_fpd,3379,337,337900,,
fpd,ohn_fpd,337124,337,33712N,,
fpd,ohn_fpd,337125,337,33712N,,
fpd,shv_fpd,337215,337,337215,,
fpd,uph_fpd,337121,337,337121,,
fpd,,337,,,23,39
gmt,gmt_gmt,452,452,452000,,
gmt,,44-45,,,35,
grd,grd_grd,485,485,485000,41,
hos,hos_hos,622,622,622000,72,
hou,own_hou,,HS,531HSO,,
hou,rnt_hou,531,HS,531HST,57,
imports,imports,,MCIF,MCIF,,
imports,imports,,MCIF,,,
industryoutput,industryoutput,,T018,T018,,
industryoutput,industryoutput,,T018,,,
ins,agn_ins,5242,524,524200,,
ins,car_ins,524114,524,5241XX,,
ins,car_ins,52412,524,5241XX,,
ins,car_ins,52413,524,5241XX,,
ins,dir_ins,524113,524,524113,,
ins,,524,,,54,
intelprop,intelprop,,F02N,,,
intelprop,intelprop,,F02N00,F02N00,,
interm,interm,,T005,T005,,
interm,interm,,T005,,,
leg,leg_leg,5411,5411,541100,61,
man,man_man,55,55,550000,64,
margins,margins,,TRADE,TRADE,,
margins,margins,,Trade,,,
mch,acn_mch,333415,333,333415,,
mch,agc_mch,333912,333,333912,,
mch,air_mch,333413,333,333413,,
mch,con_mch,33312,333,333120,,
mch,cut_mch,333515,333,33351B,,
mch,cut_mch,333519,333,33351B,,
mch,fld_mch,333995,333,33399B,,
mch,fld_mch,333996,333,33399B,,
mch,frm_mch,333111,333,333111,,
mch,hea_mch,333414,333,333414,,
mch,imm_mch,333511,333,333511,,
mch,ipf_mch,333994,333,333994,,
mch,lwn_mch,333112,333,333112,,
mch,mat_mch,33392,333,333920,,
mch,mch_mch,333613,333,333613,,
mch,mct_mch,333517,333,333517,,
mch,min_mch,33313,333,333130,,
mch,oci_mch,333318,333,333318,,
mch,oee_mch,333618,333,333618,,
mch,ogp_mch,333992,333,33399A,,
mch,ogp_mch,333997,333,33399A,,
mch,ogp_mch,333999,333,33399A,,
mch,opt_mch,333314,333,333314,,
mch,oti_mch,333241,333,33329A,,
mch,oti_mch,333243,333,33329A,,
mch,oti_mch,333244,333,33329A,,
mch,oti_mch,333249,333,33329A,,
mch,pht_mch,333316,333,333316,,
mch,pkg_mch,333993,333,333993,,
mch,ppe_mch,333911,333,33391A,,
mch,ppe_mch,333913,333,33391A,,
mch,pwr_mch,333991,333,333991,,
mch,smc_mch,333242,333,333242,,
mch,spd_mch,333612,333,333612,,
mch,spt_mch,333514,333,333514,,
mch,tbn_mch,333611,333,333611,,
mch,,333,,,18,34
min,col_min,2121,212,212100,,
min,led_min,21223,212,212230,,
min,ore_min,21221,212,2122A0,,
min,ore_min,21222,212,2122A0,,
min,ore_min,21229,212,2122A0,,
min,oth_min,21232,212,2123A0,,
min,oth_min,21239,212,2123A0,,
min,stn_min,21231,212,212310,,
min,,212,,,8,10
min,,212,,,8,11
min,,212,,,8,12
min,,212,,,8,13
min,,212,,,8,14
mmf,ath_mmf,33992,339,339920,,
mmf,dlb_mmf,339116,339,339116,,
mmf,dnt_mmf,339114,339,339114,,
mmf,jwl_mmf,33991,339,339910,,
mmf,ofm_mmf,33994,339,339940,,
mmf,omm_mmf,33999,339,339990,,
mmf,oph_mmf,339115,339,339115,,
mmf,sas_mmf,339113,339,339113,,
mmf,sgn_mmf,33995,339,339950,,
mmf,smi_mmf,339112,339,339112,,
mmf,toy_mmf,33993,339,339930,,
mmf,,339,,,24,38
mmf,,339,,,24,40
mot,atm_mot,336111,3361MV,336111,,
mot,brk_mot,33633,3361MV,3363A0,,
mot,brk_mot,33634,3361MV,3363A0,,
mot,cam_mot,336214,3361MV,336214,,
mot,eee_mot,33632,3361MV,336320,,
mot,gas_mot,33631,3361MV,336310,,
mot,hom_mot,336213,3361MV,336213,,
mot,htr_mot,33612,3361MV,336120,,
mot,ltr_mot,336112,3361MV,336112,,
mot,mbd_mot,336211,3361MV,336211,,
mot,omv_mot,33639,3361MV,336390,,
mot,stm_mot,33637,3361MV,336370,,
mot,tpw_mot,33635,3361MV,336350,,
mot,trl_mot,336212,3361MV,336212,,
mot,trm_mot,33636,3361MV,336360,,
mot,,336,,,,36
mot,,3361,,,21,
mot,,3362,,,21,
mot,,3363,,,21,
mov,pic_mov,5121,512,512100,,
mov,snd_mov,5122,512,512200,,
mov,,512,,,47,
mvt,mvt_mvt,441,441,441000,,
mvt,,44-45,,,35,
nmp,abr_nmp,32791,327,327910,,
nmp,cly_nmp,3271,327,327100,,
nmp,cmt_nmp,32731,327,327310,,
nmp,cnc_nmp,32732,327,327320,,
nmp,cpb_nmp,32733,327,327330,,
nmp,cut_nmp,327991,327,327991,,
nmp,gla_nmp,3272,327,327200,,
nmp,lme_nmp,3274,327,327400,,
nmp,mnm_nmp,327999,327,327999,,
nmp,ocp_nmp,32739,327,327390,,
nmp,tmn_nmp,327992,327,327992,,
nmp,wol_nmp,327993,327,327993,,
nmp,,327,,,15,31
nondefense,nondefense,,F07C,,,
nondefense,nondefense,,F07C00,F07C00,,
nrs,ncc_nrs,6231,623,623A00,,
nrs,ncc_nrs,6233,623,623A00,,
nrs,res_nrs,6232,623,623B00,,
nrs,res_nrs,6239,623,623B00,,
nrs,,622,,,72,
oil,oil_oil,211,211,211000,7,
oil,,324,,,,17
oil,,324,,,,18
ore,ore_ore,531,ORE,531ORE,57,
osv,atr_osv,8111,81,811100,,
osv,civ_osv,8134,81,813B00,,
osv,civ_osv,8139,81,813B00,,
osv,dry_osv,8123,81,812300,,
osv,eqr_osv,8112,81,811200,,
osv,fun_osv,8122,81,812200,,
osv,grt_osv,8132,81,813A00,,
osv,grt_osv,8133,81,813A00,,
osv,hgr_osv,8114,81,811400,,
osv,imr_osv,8113,81,811300,,
osv,ops_osv,8129,81,812900,,
osv,pcs_osv,8121,81,812100,,
osv,prv_osv,814,81,814000,,
osv,rel_osv,8131,81,813100,,
osv,,722,,,81,
ote,aen_ote,336412,3364OT,336412,,
ote,air_ote,336411,3364OT,336411,,
ote,bot_ote,336612,3364OT,336612,,
ote,mcl_ote,336991,3364OT,336991,,
ote,mis_ote,336414,3364OT,336414,,
ote,mlt_ote,336992,3364OT,336992,,
ote,oar_ote,336413,3364OT,336413,,
ote,otm_ote,336999,3364OT,336999,,
ote,pro_ote,336415,3364OT,33641A,,
ote,pro_ote,336419,3364OT,33641A,,
ote,rrd_ote,3365,3364OT,336500,22,
ote,shp_ote,336611,3364OT,336611,,
ote,,336,,,,37
ote,,3364,,,22,
ote,,3366,,,22,
ote,,3367,,,22,
ote,,3368,,,22,
ote,,3369,,,22,
oth,imp_oth,,Other,S00300,,
oth,rwa_oth,,Other,S00900,,
othtax,othtax,,T00OTOP,T00OTOP,,
othtax,othtax,,T00OTOP,,,
otr,mes_otr,492,487OS,492000,43,
otr,sce_otr,487,487OS,48A000,43,
otr,sce_otr,488,487OS,48A000,43,
ott,bui_ott,444,4A0,444000,,
ott,clo_ott,448,4A0,448000,,
ott,gas_ott,447,4A0,447000,,
ott,hea_ott,446,4A0,446000,,
ott,non_ott,454,4A0,454000,,
ott,oth_ott,442,4A0,4B0000,,
ott,oth_ott,443,4A0,4B0000,,
ott,oth_ott,451,4A0,4B0000,,
ott,oth_ott,453,4A0,4B0000,,
ott,,44-45,,,35,
output,output,,T007,T007,,
output,output,,T007,,,
pce,pce,,F010,,,
pce,pce,,F01000,F01000,,
pet,oth_pet,32419,324,324190,,
pet,pav_pet,324121,324,324121,,
pet,ref_pet,32411,324,324110,,
pet,shn_pet,324122,324,324122,,
pet,,324,,,31,19
pip,pip_pip,486,486,486000,42,
pla,bot_pla,32616,326,326160,,
pla,fom_pla,32614,326,326140,,
pla,lam_pla,32613,326,326130,,
pla,opm_pla,32619,326,326190,,
pla,orb_pla,32629,326,326290,,
pla,plm_pla,32611,326,326110,,
pla,ppp_pla,32612,326,326120,,
pla,rbr_pla,32622,326,326220,,
pla,tir_pla,32621,326,326210,,
pla,ure_pla,32615,326,326150,,
pla,,326,,,33,24
pmt,ala_pmt,331313,331,331313,,
pmt,alu_pmt,331315,331,33131B,,
pmt,alu_pmt,331318,331,33131B,,
pmt,cop_pmt,33142,331,331420,,
pmt,fmf_pmt,33151,331,331510,,
pmt,irn_pmt,3311,331,331110,,
pmt,nff_pmt,33152,331,331520,,
pmt,nfm_pmt,33149,331,331490,,
pmt,nms_pmt,331410,331,331410,,
pmt,sme_pmt,331314,331,331314,,
pmt,stl_pmt,3312,331,331200,,
pmt,,331,,,16,32
ppd,opp_ppd,322299,322,322299,,
ppd,pbc_ppd,32221,322,322210,,
ppd,pbm_ppd,32213,322,322130,,
ppd,plp_ppd,32211,322,322110,,
ppd,ppb_ppd,32222,322,322220,,
ppd,ppm_ppd,32212,322,322120,,
ppd,sta_ppd,32223,322,322230,,
ppd,toi_ppd,322291,322,322291,,
ppd,,322,,,29,27
ppd,,322,,,29,28
pri,pri_pri,32311,323,323110,,
pri,sap_pri,32312,323,323120,,
pri,,323,,,30,29
pub,bok_pub,51113,511,511130,,
pub,mal_pub,51114,511,5111A0,,
pub,mal_pub,51119,511,5111A0,,
pub,new_pub,51111,511,511110,,
pub,pdl_pub,51112,511,511120,,
pub,sfw_pub,51121,511,511200,,
pub,,511,,,46,
rec,amu_rec,7131,713,713100,,
rec,cas_rec,7132,713,713200,,
rec,ori_rec,7139,713,713900,,
rec,,711,,,77,
rec,,712,,,77,
res,ful_res,722511,722,722110,,
res,lim_res,722513,722,722211,,
res,ofd_res,7223,722,722A00,,
res,ofd_res,7224,722,722A00,,
res,ofd_res,722514,722,722A00,,
res,ofd_res,722515,722,722A00,,
res,,721,,,80,
residential,residential,,F02R,,,
residential,residential,,F02R00,F02R00,,
rnt,aut_rnt,5321,532RL,532100,,
rnt,cmg_rnt,5322,532RL,532A00,,
rnt,cmg_rnt,5323,532RL,532A00,,
rnt,com_rnt,5324,532RL,532400,,
rnt,int_rnt,533,532RL,533000,58,
rnt,,532,,,58,
sec,com_sec,5231,523,523A00,,
sec,com_sec,5232,523,523A00,,
sec,ofi_sec,5239,523,523900,,
sec,,523,,,53,
sle,ele_sle,,GSLE,S00202,85,
sle,ent_sle,,GSLE,S00203,85,
sle,trn_sle,,GSLE,S00201,85,
slg,edu_slg,,GSLG,GSLGE,85,
slg,hea_slg,,GSLG,GSLGH,85,
slg,oth_slg,,GSLG,GSLGO,85,
smn,drl_smn,213111,213,213111,,
smn,oth_smn,213112,213,21311A,,
smn,oth_smn,213113,213,21311A,,
smn,oth_smn,213114,213,21311A,,
smn,oth_smn,213115,213,21311A,,
smn,,213,,,9,
soc,cmf_soc,6242,624,624A00,,
soc,cmf_soc,6243,624,624A00,,
soc,day_soc,6244,624,624400,,
soc,ifs_soc,6241,624,624100,,
soc,,623,,,73,
state_consume,state_consume,,F10C,,,
state_consume,state_consume,,F10C00,F10C00,,
state_equipment,state_equipment,,F10E,,,
state_equipment,state_equipment,,F10E00,F10E00,,
state_intelprop,state_intelprop,,F10N,,,
state_intelprop,state_intelprop,,F10N00,F10N00,,
state_invest,state_invest,,F10S,,,
state_invest,state_invest,,F10S00,F10S00,,
structures,structures,,F02S,,,
structures,structures,,F02S00,F02S00,,
subsidies,subsidies,,SUB,SUB,,
subsidies,subsidies,,SUB,,,
subsidies,subsidies,,T00SUB,T00SUB,,
subsidies,subsidies,,T00SUB,,,
supply,supply,,T016,T016,,
supply,supply,,T016,,,
surplus,surplus,,V003,,,
surplus,surplus,,V00300,V00300,,
tax,tax,,TOP,TOP,,
tax,tax,,TOP,,,
taxes,taxes,,T00TOP,T00TOP,,
taxes,taxes,,T00TOP,,,
taxlessubsidies,taxlessubsidies,,T015,T015,,
taxlessubsidies,taxlessubsidies,,T015,,,
tex,fml_tex,3132,313TT,313200,,
tex,fyt_tex,3131,313TT,313100,,
tex,lin_tex,31412,313TT,314120,,
tex,otp_tex,3149,313TT,314900,,
tex,rug_tex,31411,313TT,314110,,
tex,txf_tex,3133,313TT,313300,,
tex,,313,,,27,30
tex,,314,,,27,30
tex,,315,,,,30
totalbasic,totalbasic,,T017,T017,,
totalbasic,totalbasic,,T017,,,
totaluse,totaluse,,T019,T019,,
totaluse,totaluse,,T019,,,
totint,totint,,T001,T001,,
totint,totint,,T001,,,
trdtrn,trdtrn,,T014,T014,,
trdtrn,trdtrn,,T014,,,
trk,trk_trk,484,484,484000,40,
trn,trn_trn,482,482,482000,38,
trncost,trncost,,TRANS,TRANS,,
trncost,trncost,,Trans,,,
tsv,acc_tsv,5412,5412OP,541200,63,
tsv,adv_tsv,5418,5412OP,541800,63,
tsv,arc_tsv,5413,5412OP,541300,63,
tsv,des_tsv,5414,5412OP,541400,63,
tsv,env_tsv,54162,5412OP,5416A0,,
tsv,env_tsv,54169,5412OP,5416A0,,
tsv,mgt_tsv,54161,5412OP,541610,,
tsv,mkt_tsv,54191,5412OP,5419A0,,
tsv,mkt_tsv,54193,5412OP,5419A0,,
tsv,mkt_tsv,54199,5412OP,5419A0,,
tsv,pht_tsv,54192,5412OP,541920,,
tsv,sci_tsv,5417,5412OP,541700,63,
tsv,vet_tsv,54194,5412OP,541940,,
tsv,,5416,,,63,
tsv,,5419,,,63,
use,sec_use,,Used,S00402,,41
use,srp_use,,Used,S00401,,41
uti,ele_uti,2211,22,221100,,
uti,gas_uti,2212,22,221200,,
uti,wat_uti,2213,22,221300,,
uti,,22,,,10,
valueadded,valueadded,,VAPRO,VAPRO,,
valueadded,valueadded,,VAPRO,,,
wht,dru_wht,4242,42,424200,,
wht,dut_wht,,42,4200ID,,
wht,ele_wht,425,42,425000,,
wht,gro_wht,4244,42,424400,,
wht,hha_wht,4236,42,423600,,
wht,mch_wht,4238,42,423800,,
wht,mtv_wht,4231,42,423100,,
wht,ndg_wht,4241,42,424A00,,
wht,ndg_wht,4243,42,424A00,,
wht,ndg_wht,4245,42,424A00,,
wht,ndg_wht,4246,42,424A00,,
wht,ndg_wht,4248,42,424A00,,
wht,ndg_wht,4249,42,424A00,,
wht,odg_wht,4232,42,423A00,,
wht,odg_wht,4233,42,423A00,,
wht,odg_wht,4235,42,423A00,,
wht,odg_wht,4237,42,423A00,,
wht,odg_wht,4239,42,423A00,,
wht,pce_wht,4234,42,423400,,
wht,pet_wht,4247,42,424700,,
wht,,42,,,34,
wpd,mil_wpd,32191,321,321910,,
wpd,owp_wpd,32192,321,3219A0,,
wpd,owp_wpd,32193,321,3219A0,,
wpd,owp_wpd,32194,321,3219A0,,
wpd,owp_wpd,32195,321,3219A0,,
wpd,owp_wpd,32196,321,3219A0,,
wpd,owp_wpd,32197,321,3219A0,,
wpd,owp_wpd,32198,321,3219A0,,
wpd,owp_wpd,32199,321,3219A0,,
wpd,saw_wpd,3211,321,321100,,
wpd,ven_wpd,3212,321,321200,,
wpd,,321,,,14,26
wrh,wrh_wrh,493,493,493000,44,
wst,wst_wst,562,562,562000,67,
wtt,wtt_wtt,483,483,483000,39,
,,11,,,3,
,,11,,,87,
,,21,,,6,
,,21,,,87,
,,211,,,,16
,,2121,,,,15
,,31-33,,,12,
,,311,,,25,
,,312,,,25,
,,313,,,25,
,,314,,,25,
,,315,,,25,
,,316,,,25,
,,321,,,13,
,,322,,,25,
,,323,,,25,
,,324,,,25,
,,325,,,25,
,,326,,,25,
,,327,,,13,
,,328,,,13,
,,329,,,13,
,,42,,,88,
,,44-45,,,88,
,,48-49,,,36,
,,51,,,45,
,,52,,,50,
,,52,,,51,
,,53,,,50,
,,53,,,56,
,,54,,,59,
,,54,,,60,
,,55,,,59,
,,56,,,59,
,,56,,,65,
,,61,,,68,
,,62,,,68,
,,62,,,70,
,,624,,,74,
,,71,,,75,
,,713,,,78,
,,72,,,75,
,,81,,,82,
,,,,,1,0
,,,,,1,43
,,,,,1,99
,,,,,2,0
,,,,,2,43
,,,,,2,99
,,,,,86,0
,,,,,86,43
,,,,,86,99
,,,,,89,0
,,,,,89,43
,,,,,89,99
,,,,,90,0
,,,,,90,43
,,,,,90,99
,,,,,91,0
,,,,,91,43
,,,,,91,99
,,,,,100,0
,,,,,100,43
,,,,,100,99
,,,,,101,0
,,,,,101,43
,,,,,101,99
,,,,,102,0
,,,,,102,43
,,,,,102,99
,,,,,103,0
,,,,,103,43
,,,,,103,99
